,lemma,pos,freq
63196,teennagel,NOUN,1
63197,inzat,VERB,4
63198,hoofdingang,NOUN,1
63199,godfriet,PROPN,1
63200,Jezuspatat,PROPN,1
63201,Albanië,PROPN,4
63202,Wakeboarden,NOUN,1
63203,wakeboarden,PROPN,1
63204,zieligs,ADJ,3
63205,wakeboard,NOUN,1
63206,wakeboarden,NOUN,3
63207,hart,ADJ,1
63208,Hebbes,SYM,2
63209,Eroi,NOUN,1
63210,eroi,NOUN,1
63211,opeetlen,VERB,1
63212,Sc,PROPN,2
63213,Sc,NOUN,1
63214,Technicacademie,PROPN,1
63215,kleutertje,NOUN,2
63216,familiedag,PROPN,1
63217,Cooiker,PROPN,1
63218,dalmatieér,PROPN,1
63219,Roxas,PROPN,11
63220,Organization,PROPN,4
63221,XIII,NUM,1
63222,aha,NOUN,5
63223,Organizations,SYM,1
63224,XIII,SYM,1
63225,Xenmas,SYM,1
63226,tron,NOUN,3
63227,troen,NOUN,1
63228,Xenmas,PROPN,1
63229,Keyblades,PROPN,1
63230,Roxas,NOUN,1
63231,keyblade,PROPN,1
63232,Sora,PROPN,4
63233,Riku,PROPN,4
63234,Xigbar,NOUN,2
63235,HeartlessMachine,NOUN,1
63236,HeartlessMachine,PRON,1
63237,Hearts,PROPN,2
63238,Heartless,PROPN,1
63239,keyblade,NOUN,1
63240,keyblades,PROPN,1
63241,harmonie,NOUN,3
63242,jummie,NOUN,1
63243,walburgcollege,NOUN,1
63244,reuzeblij,ADJ,2
63245,liief,NOUN,1
63246,iiemand,PROPN,2
63247,iik,NOUN,1
63248,Woesel,PROPN,1
63249,ahoe,ADV,1
63250,werktaak,NOUN,1
63251,weekkaart,NOUN,2
63252,sprintwedstrijd,NOUN,2
63253,trapteam,SYM,1
63254,Swapforpse,PROPN,1
63255,1000.000.000.000.00,NUM,1
63256,Geldpakhuis,PROPN,1
63257,cdctoutger,NOUN,1
63258,Helloween,PROPN,1
63259,1982,NUM,2
63260,klungelen,VERB,1
63261,Tinkelbel,PROPN,2
63262,ollah,SYM,1
63263,Neb,VERB,1
63264,Lebleknit,PROPN,1
63265,Fijrhsc,PROPN,1
63266,dijtla,PROPN,1
63267,Mosredna,PROPN,1
63268,ej,SYM,1
63269,ed,PROPN,2
63270,edreekrev,PROPN,1
63271,cw,DET,1
63272,tpool,NOUN,1
63273,Lebleknit,NOUN,1
63274,schaffen,VERB,2
63275,schaf,VERB,2
63276,minachten,VERB,2
63277,zaterdagnacht,PROPN,4
63278,Dimaan,PROPN,1
63279,Ferarri,PROPN,2
63280,dimaan,PROPN,1
63281,Maybe,PROPN,1
63282,R.I.O,SYM,1
63283,Rangers,NOUN,1
63284,Opleiding,NOUN,1
63285,zamel,VERB,1
63286,schril,ADJ,2
63287,doorstromen,VERB,2
63288,paardenmarkt,NOUN,5
63289,gitzwart,ADJ,1
63290,Freedom,ADJ,4
63291,Finaly,PROPN,2
63292,zeehond,ADP,1
63293,wintertrek,NOUN,3
63294,opleggen,VERB,4
63295,Boter,PROPN,3
63296,Football,PROPN,3
63297,t-shirts,ADJ,1
63298,Jongen,ADJ,2
63299,móét,NOUN,1
63300,w.,PROPN,3
63301,kliko,NOUN,8
63302,griezelhuis,PROPN,4
63303,Techlab,NOUN,1
63304,lEGO,DET,3
63305,Geslapen,VERB,1
63306,Kinderfeestje,NOUN,1
63307,Jubileum,NOUN,1
63308,naarhet,NOUN,1
63309,yoghurt,PRON,2
63310,kaduuk,NOUN,3
63311,speelgoedtspelen,NOUN,1
63312,Wotasse,PROPN,1
63313,disneyparken,NOUN,1
63314,Buzz,ADJ,1
63315,Lightyear-attractie,NOUN,1
63316,choco,NOUN,5
63317,afgespeeld,VERB,3
63318,Paradijs,NOUN,1
63319,jeugdwoorid,NOUN,1
63320,grafje,NOUN,1
63321,slaap,SYM,2
63322,computerbedrijf,NOUN,1
63323,Formulie,NOUN,2
63324,trofeeënkamer,NOUN,1
63325,boekenclub,NOUN,1
63326,Limousines,PROPN,1
63327,W8en,PROPN,1
63328,Mikie,PROPN,10
63329,opengegaan,VERB,1
63330,Francesco,PROPN,4
63331,chocoladestroming,NOUN,1
63332,funloomen,NOUN,1
63333,zuiveringsfabriek,NOUN,1
63334,viswater,NOUN,4
63335,Bloks,PROPN,2
63336,Wored,PROPN,1
63337,Gangers,PROPN,2
63338,Dump,PROPN,2
63339,Ways,PROPN,2
63340,weekkamp,NOUN,1
63341,Springertjes,NOUN,2
63342,Wakkere,ADJ,2
63343,Belhamels,PROPN,1
63344,Wroeters,NOUN,1
63345,DVSG,NOUN,3
63346,tinadag,NOUN,1
63347,B-brave,NOUN,3
63348,mwa,PROPN,2
63349,jala,PROPN,1
63350,Hed,PROPN,2
63351,alant,NOUN,1
63352,Gaai,VERB,1
63353,glut,NOUN,1
63354,mokka,NOUN,1
63355,slakkenslijm,NOUN,2
63356,krijgsschool,NOUN,2
63357,acrobatiekmen,NOUN,1
63358,feestelij,VERB,1
63359,Cuica,PROPN,1
63360,oplazenten,NOUN,1
63361,Gulzig,PROPN,1
63362,rennen/jagen,PROPN,1
63363,mensenhuis,NOUN,1
63364,Lwoo,PROPN,1
63365,wwooo,NOUN,1
63366,OO,SYM,2
63367,MY,PROPN,1
63368,ing,NOUN,3
63369,verdwaalen,ADJ,4
63370,akelig,VERB,1
63371,Zwartburg,PROPN,1
63372,Groomjog,VERB,1
63373,zeeheks,NOUN,1
63374,groomjog,ADJ,1
63375,asraël,PROPN,2
63376,Asraël,PROPN,2
63377,spuit,VERB,5
63378,moppie,NOUN,1
63379,spraakclipjes,NOUN,1
63380,Simpsoms,PROPN,1
63381,Groening,PROPN,1
63382,Simpsons,PROPN,8
63383,Marget,PROPN,1
63384,Springfield,PROPN,2
63385,Burns,PROPN,1
63386,wijden,VERB,1
63387,weden,VERB,2
63388,binnen,NOUN,4
63389,intiet,ADJ,1
63390,waterijsje,NOUN,3
63391,bloemenketting,NOUN,2
63392,koppiger,NOUN,1
63393,Horen,VERB,4
63394,tjuneé,NOUN,1
63395,stipol,ADJ,1
63396,keiencross,NOUN,1
63397,Deka,PROPN,2
63398,mogenlijk,ADJ,1
63399,allerhoogst,NOUN,1
63400,Rabobank,NOUN,1
63401,wijzigen,VERB,2
63402,Terroristen,NOUN,1
63403,onrecht,NOUN,2
63404,gewoonweg,ADV,1
63405,rechtvaardig,ADJ,2
63406,nationalisme,NOUN,1
63407,Palestijn,PROPN,1
63408,Emma-,SYM,1
63409,Saffa-,PROPN,1
63410,Ebru,NOUN,1
63411,herfstbladbruin,NOUN,1
63412,Leukst,PROPN,2
63413,V.V.K.,PROPN,1
63414,Frederica,PROPN,1
63415,Hondenspullen,NOUN,1
63416,wolfs-,SYM,1
63417,bij-,SYM,1
63418,heer,PROPN,3
63419,Heks,ADJ,1
63420,Heksie,NOUN,1
63421,Heksenfeestje,PROPN,1
63422,oogetonstraat,NOUN,1
63423,13:00uur,NUM,1
63424,15:00uur,NOUN,1
63425,buitenspeeltijd,NOUN,1
63426,crossmotorpak,NOUN,1
63427,Technik,PROPN,1
63428,Giene,PROPN,1
63429,var,PROPN,1
63430,hoohoohoo,VERB,2
63431,hoohoohoohoo,PROPN,1
63432,wc-tikkertje,NOUN,3
63433,laatste-,SYM,1
63434,toegangbewijs,NOUN,1
63435,springerspaniël,NOUN,1
63436,nod,NOUN,1
63437,vislaan,NOUN,1
63438,Jarik,PROPN,5
63439,wegvallen,VERB,3
63440,Sheilla,PROPN,1
63441,Ben,AUX,5
63442,Maat,VERB,1
63443,schrijfervaring,NOUN,1
63444,Rowena,PROPN,9
63445,knutselen/tekenen,VERB,1
63446,Filipijns,PROPN,1
63447,opoe,NOUN,2
63448,10.00,DET,2
63449,drive,SYM,1
63450,Kw,NOUN,1
63451,Janus,PROPN,3
63452,weben,VERB,1
63453,03.00,NUM,7
63454,38%,SYM,1
63455,vermaak,VERB,1
63456,Gerritdina,PROPN,2
63457,Bresses,PROPN,1
63458,regelniet,NOUN,1
63459,Bresser,PROPN,2
63460,droomvrij,ADJ,1
63461,chimpie,NOUN,1
63462,Champ,SYM,3
63463,dijgen,VERB,1
63464,Brayen,PROPN,1
63465,Droomkamer,NOUN,1
63466,paardenmeiden,PROPN,1
63467,ultimate,PROPN,1
63468,vrijetijdsur,NOUN,1
63469,whatsappjes,NOUN,1
63470,4.50,NUM,1
63471,Iva,PROPN,5
63472,citroen,PROPN,1
63473,Yva,NOUN,6
63474,dennenlaan,PROPN,1
63475,ajuus,PROPN,1
63476,maxum,PROPN,1
63477,Poppie,PROPN,1
63478,jakelien,PROPN,1
63479,ronza,ADJ,1
63480,Ronza,PROPN,1
63481,Maxiem,PROPN,2
63482,Mops,PROPN,3
63483,Bulach,PROPN,1
63484,mops,NOUN,5
63485,Bily,PROPN,2
63486,Moly,PROPN,1
63487,feel,NOUN,2
63488,Kyano,PROPN,7
63489,skihal,NOUN,2
63490,Botdrop,PROPN,1
63491,Eentje,NUM,1
63492,Konijneneiland,NOUN,1
63493,zeewiereiland,PROPN,1
63494,Lizete,PROPN,1
63495,minenplazen,VERB,1
63496,gekomet,VERB,1
63497,Joup,PROPN,5
63498,tijt,NOUN,2
63499,ant,NOUN,1
63500,hakken,NOUN,7
63501,IV,PROPN,6
63502,Skylanderen,VERB,1
63503,Hoofdletters,NOUN,1
63504,Info,PROPN,1
63505,Ding,NOUN,5
63506,Dyangelo,PROPN,1
63507,free-kick,PROPN,2
63508,Fenerbahce,PROPN,2
63509,Estonya,PROPN,1
63510,Caner,PROPN,3
63511,Selciek,PROPN,1
63512,Inan,PROPN,2
63513,Umit,PROPN,1
63514,Vokan,PROPN,1
63515,Selcuk,PROPN,1
63516,legervlieg,ADJ,1
63517,tuigen,VERB,1
63518,legervogel,NOUN,1
63519,ferry,NOUN,1
63520,autoboot,NOUN,1
63521,oorlogmonument,NOUN,1
63522,Germaine,PROPN,1
63523,ju,NOUN,4
63524,eerzaam,ADJ,1
63525,apendierentuin,NOUN,1
63526,vogeldierentuin,NOUN,1
63527,serveer,VERB,3
63528,linker-,SYM,1
63529,gaag,NOUN,2
63530,bod,NOUN,7
63531,constructie,NOUN,6
63532,dBS,ADJ,1
63533,160000,NUM,1
63534,á,NOUN,4
63535,170000,NUM,1
63536,Birmingham,PROPN,1
63537,kwaaendinoos,ADJ,1
63538,brengrootgen,VERB,2
63539,menig,DET,4
63540,vor,NOUN,5
63541,Rodwailer,NOUN,1
63542,overkoopt,ADJ,1
63543,olnd,PROPN,1
63544,Vionet,PROPN,2
63545,1:1,ADJ,1
63546,kwijtraakten,VERB,1
63547,Randi,PROPN,2
63548,Ami,PROPN,4
63549,Shinju,PROPN,2
63550,visfabriek,NOUN,1
63551,Hippa,PROPN,1
63552,37-38,SYM,1
63553,dor,SYM,1
63554,Tasja,PROPN,4
63555,appe,NOUN,1
63556,prken,VERB,2
63557,totaal,PROPN,1
63558,www.tegenmishandeling.nl,SYM,1
63559,Beroemd,ADJ,1
63560,Berenogen,VERB,1
63561,dinobloed,NOUN,1
63562,Spinnen-DNA,PROPN,1
63563,kieslen,VERB,6
63564,sponseren,VERB,1
63565,tsjalling,ADJ,2
63566,iK,PROPN,1
63567,VIND,PROPN,5
63568,ONZIN,NOUN,1
63569,MENSEN,PROPN,3
63570,ZEGGEN,PROPN,1
63571,GESLOTEN,ADJ,1
63572,mOETEN,ADV,2
63573,WORDEN,VERB,2
63574,Kabouterland,PROPN,6
63575,kabouterland,NOUN,4
63576,aparts,ADJ,2
63577,Bestemming,NOUN,1
63578,Scheenbeschermer,ADJ,1
63579,trainig,NOUN,4
63580,slakkenwereld,NOUN,1
63581,zoooooo,NOUN,1
63582,Rifka,ADJ,1
63583,pauzemomenat,NOUN,1
63584,doorwerk,NOUN,1
63585,vriendloos,PROPN,1
63586,CO2,NOUN,3
63587,cup,SYM,3
63588,cakes,NOUN,4
63589,schateiland,NOUN,3
63590,Grr,PROPN,4
63591,Harksted,NOUN,1
63592,Haaren,NOUN,1
63593,Hoer,NOUN,1
63594,Pde,NOUN,1
63595,bijdehand,VERB,1
63596,danscentrum,NOUN,2
63597,Verhoeven,PROPN,3
63598,clap,NOUN,1
63599,krokant,NOUN,2
63600,wrong,VERB,4
63601,krij,PROPN,1
63602,dierenkunstjes,PROPN,2
63603,uitlaathond,NOUN,1
63604,ganzeneieor,NOUN,2
63605,na/onderweg,ADJ,1
63606,Vi,PROPN,1
63607,W.C.,PROPN,1
63608,scooterfiets,NOUN,1
63609,wegzet,VERB,1
63610,barzen,VERB,4
63611,knielen,VERB,2
63612,neergestoken,VERB,2
63613,J.M.,PROPN,2
63614,Bouwman,PROPN,5
63615,C.D.,PROPN,1
63616,Dillesen,PROPN,1
63617,dillesen,PROPN,2
63618,Maa,NOUN,2
63619,Valariraptor,NOUN,1
63620,Ankilosaurus,PROPN,1
63621,Copie,SYM,1
63622,Ceratosaurus,PROPN,1
63623,Spinosaurus,PROPN,1
63624,hoors,ADJ,1
63625,minpun,NOUN,4
63626,Melten,PROPN,3
63627,rondvaartrederij,PROPN,1
63628,kerk,PROPN,2
63629,Heren-,SYM,1
63630,Prinsen-,SYM,1
63631,keizersgracht,NOUN,1
63632,glaswerk,NOUN,1
63633,VOC,ADJ,1
63634,Verenig,PROPN,1
63635,Oost-Indische,PROPN,1
63636,Compagnie,PROPN,1
63637,kaneelsnoep,NOUN,1
63638,scheepsmodelol,NOUN,1
63639,vogelexpeditie,NOUN,2
63640,woonboerderij,NOUN,2
63641,truttig,ADJ,1
63642,Nazi's,PROPN,1
63643,Gameplay,PROPN,1
63644,Eens,INTJ,2
63645,grasveldjes,NOUN,1
63646,Daniëlla,PROPN,7
63647,kamermeis,NOUN,3
63648,plz,ADJ,6
63649,Ijori,PROPN,1
63650,Silas,PROPN,3
63651,Koningsspelenverhaal,NOUN,1
63652,flashkruit,NOUN,1
63653,Oudjaarsavond,PROPN,2
63654,Pianospelen,NOUN,1
63655,stijger,NOUN,2
63656,wiLlen,VERB,1
63657,Bla,PROPN,12
63658,Beet,NOUN,1
63659,Bak,NOUN,2
63660,rrrr,NOUN,2
63661,parachutespring,NOUN,1
63662,wezens,NOUN,1
63663,dierenziekte,NOUN,1
63664,bordspelen,VERB,2
63665,Brown,PROPN,6
63666,11-02-2013,NUM,1
63667,gelukspresen,NOUN,1
63668,haksel,VERB,2
63669,Plonsje,PROPN,9
63670,blinken,VERB,8
63671,mama-eend,ADJ,1
63672,Zwaan,PROPN,2
63673,Gansje,PROPN,1
63674,Plonsje,NOUN,2
63675,waterlelies,NOUN,2
63676,5=,PROPN,1
63677,6=,NUM,2
63678,Neymarschoen,NOUN,1
63679,stylist,NOUN,1
63680,Claire's,PROPN,2
63681,spulle,NOUN,1
63682,telefoonhoesjes,NOUN,1
63683,Jamy-Lee,NOUN,1
63684,davinci-bovendonk,NOUN,1
63685,Bovendonk,PROPN,1
63686,schrijft/typnen,VERB,1
63687,snorkel,VERB,1
63688,spartel,VERB,1
63689,gemj,NOUN,3
63690,verlang,ADJ,1
63691,dino,ADJ,3
63692,brachiosaurus,NOUN,1
63693,gegewoon,NOUN,1
63694,Dusel,PROPN,1
63695,Bookie,PROPN,1
63696,Jike,PROPN,2
63697,duitser,PROPN,2
63698,trapees,NOUN,1
63699,Jaylie,PROPN,1
63700,jaylie,NOUN,1
63701,Anthonius,PROPN,2
63702,Jadden,NOUN,1
63703,Gend,PROPN,1
63704,Ashani,PROPN,1
63705,botenparade,NOUN,1
63706,Akralise,NOUN,1
63707,curousou,NOUN,1
63708,Alowad,PROPN,1
63709,paardrijdspul,NOUN,2
63710,karje,PROPN,1
63711,wereldtour,NOUN,4
63712,borstcrawl,VERB,1
63713,sgal,ADJ,1
63714,re-,VERB,1
63715,sraut,NOUN,1
63716,vergran,PROPN,1
63717,lul,NOUN,4
63718,aribus,NOUN,1
63719,propellervliegtuig,NOUN,2
63720,moordwapen,NOUN,3
63721,Omi,PROPN,4
63722,Kimiko,PROPN,5
63723,nacht,VERB,2
63724,Clay,PROPN,3
63725,Raimoendo,PROPN,4
63726,Bo,SYM,1
63727,Aaaaaah,SYM,3
63728,helloween,NOUN,1
63729,omi,NOUN,1
63730,Aay,PROPN,1
63731,Aay,ADV,1
63732,ponpoen,NOUN,2
63733,pand,NOUN,8
63734,Hmmmmm,PROPN,1
63735,Panda,SYM,1
63736,omi,ADJ,1
63737,pompoe,NOUN,1
63738,driehoekhelft,NOUN,1
63739,appelflapvorm,NOUN,1
63740,leesteken,VERB,2
63741,Wachapp,PROPN,1
63742,middenin,ADP,3
63743,UIT,SYM,2
63744,multiplayergames,NOUN,2
63745,becent,NOUN,1
63746,surve,NOUN,1
63747,tennistraining,NOUN,1
63748,Vliet,PROPN,1
63749,.................,SYM,1
63750,1111111111141534285134782346875874562341658,NUM,1
63751,Aaaaaaaahaaaaaaaahaaaaaaaaah,PROPN,1
63752,Buva,PROPN,3
63753,slotenbedrijf,NOUN,1
63754,Bubermans,PROPN,1
63755,Vaartjes,NOUN,1
63756,Irene,ADJ,2
63757,Kleindorp,PROPN,1
63758,bankroof,NOUN,2
63759,gestuntel,NOUN,1
63760,Bombay,PROPN,1
63761,verdovingsmiddeal,NOUN,2
63762,Mino,PROPN,9
63763,Mino,SYM,2
63764,stamelde,VERB,2
63765,verdovingsmidde,NOUN,1
63766,Beiden,PRON,1
63767,ingelogd,VERB,2
63768,dievenben,NOUN,1
63769,Schurk,PROPN,1
63770,ww,X,3
63771,moeder-,SYM,3
63772,vaderkonijn,ADJ,1
63773,Moederkonijn,NOUN,1
63774,kindermoment,NOUN,1
63775,kruik,NOUN,5
63776,pisvlek,ADJ,1
63777,Gtas,PROPN,1
63778,xbox-en,PROPN,1
63779,yesss,PROPN,1
63780,Blad,NOUN,2
63781,beginstuk,NOUN,1
63782,brandgange,NOUN,1
63783,buuten,VERB,1
63784,zonnebankbruin,NOUN,1
63785,Fjoe,PROPN,1
63786,spieren,VERB,1
63787,Bold,PROPN,1
63788,roersel,NOUN,2
63789,term,NOUN,5
63790,pushen,NOUN,1
63791,flatsen-,SYM,1
63792,flatsen,NOUN,2
63793,doorzwaaien,ADJ,1
63794,wolvenbos,NOUN,2
63795,dolfje,SYM,1
63796,Freerun,NOUN,2
63797,boeklezen,NOUN,1
63798,Freerun,VERB,1
63799,mode,ADJ,2
63800,Rijlana,PROPN,1
63801,Sheeda,ADV,1
63802,Tina's,NOUN,2
63803,heeeeeeel,ADJ,3
63804,Essen,PROPN,1
63805,suuuuupergroot,NOUN,1
63806,zooooo,NOUN,3
63807,kassameneer,NOUN,6
63808,Zette,VERB,1
63809,nietsvermoedend,VERB,1
63810,voegje,NOUN,1
63811,kinder-en,NOUN,1
63812,tspenen,NOUN,1
63813,Flekje,PROPN,3
63814,Flekje,NOUN,1
63815,Germania,PROPN,1
63816,snyleen,NOUN,1
63817,Voor/,NOUN,2
63818,aangeleerd,VERB,2
63819,Avanti,PROPN,1
63820,wc-rolletjes,NOUN,1
63821,discoavond,NOUN,2
63822,Boeie,PROPN,1
63823,tet,ADV,1
63824,Bies,PROPN,2
63825,kken,VERB,1
63826,\Os,PROPN,1
63827,Hoofdwijk,PROPN,1
63828,Vvgz,PROPN,2
63829,Wilhelmina,PROPN,10
63830,kilometerrenan,NOUN,1
63831,push,SYM,1
63832,nema,NOUN,1
63833,zwem,SYM,1
63834,vla,ADV,1
63835,boodschappenlijs,NOUN,5
63836,orpha,PROPN,1
63837,Orpha,PROPN,1
63838,inlassen,VERB,1
63839,Tije,PROPN,2
63840,opjeed,VERB,1
63841,ago,DET,1
63842,kin,PROPN,1
63843,ede,NOUN,1
63844,Snpinele,ADJ,1
63845,bouwmateriaal,NOUN,1
63846,flint,ADJ,1
63847,Fenckes,NOUN,1
63848,stack,NOUN,2
63849,wooden,ADJ,1
63850,Creeper,PROPN,3
63851,stach,ADJ,1
63852,diamonds,NOUN,2
63853,Dia,PROPN,1
63854,Armor,PROPN,4
63855,dia,NOUN,6
63856,Domingo,PROPN,2
63857,bromfiets,NOUN,4
63858,tabletten,VERB,2
63859,sis,NOUN,3
63860,Ssstt,PROPN,3
63861,Ons,PRON,3
63862,herbouwd,VERB,1
63863,zwarte,PROPN,3
63864,syngroon,NOUN,1
63865,Internetpesten,PROPN,2
63866,internetpesot,NOUN,1
63867,chatroom,NOUN,3
63868,bloedbad,NOUN,4
63869,Catharinus,PROPN,3
63870,d6,SYM,1
63871,servicebalie,NOUN,1
63872,wildwaterban,NOUN,1
63873,"0,90",NUM,1
63874,"0,20",NUM,2
63875,gemountainbiket,VERB,1
63876,Babybel,PROPN,1
63877,Rodendam,PROPN,1
63878,reserveband,NOUN,1
63879,2018,NUM,2
63880,inspanningsastma,NOUN,2
63881,puf,NOUN,9
63882,uitspugen,VERB,6
63883,boxhonde,NOUN,1
63884,boxhonid,NOUN,1
63885,Spong,NOUN,1
63886,bloedneus,PROPN,1
63887,kniebloed,NOUN,1
63888,uitaa,NOUN,1
63889,gnerkan,PROPN,2
63890,huibpuip,NOUN,2
63891,Dente,NOUN,2
63892,funak,NOUN,1
63893,aue,NOUN,1
63894,dragdaan,VERB,1
63895,onekken,PROPN,1
63896,nistig,ADJ,1
63897,lugnen,NOUN,1
63898,hle,ADJ,1
63899,wegtduiden,VERB,1
63900,nisten,NOUN,1
63901,Med,PROPN,2
63902,uite,ADJ,2
63903,ademde,VERB,1
63904,achterbuurvrouw,NOUN,2
63905,overlegd,VERB,2
63906,mopperden,VERB,1
63907,vastbesloten,VERB,1
63908,Neee,NOUN,1
63909,schreeuwde,VERB,5
63910,SNEL,ADJ,4
63911,AARDE,NOUN,1
63912,MARS,PROPN,1
63913,TE,VERB,1
63914,VER,PROPN,1
63915,WEG,SYM,2
63916,Blurp,PROPN,3
63917,pestden,NOUN,1
63918,Redbull,PROPN,2
63919,Macbook,NOUN,1
63920,hd3d,PROPN,1
63921,flatscreen,SYM,1
63922,Xbox2,NUM,1
63923,MW3,PROPN,3
63924,kunstmatig,ADJ,2
63925,privé,INTJ,1
63926,silo,NOUN,2
63927,1c,SYM,3
63928,Nasra,PROPN,1
63929,vlogger,NOUN,4
63930,4:00,NUM,1
63931,17:00,PROPN,5
63932,"722,000",NUM,1
63933,hobby,PROPN,1
63934,gekkemarkie,NOUN,1
63935,Smoore,PROPN,1
63936,dowe,PROPN,1
63937,webshop,NOUN,2
63938,Ditismilan,PROPN,1
63939,dagelijkshoodee,NOUN,1
63940,Knikker,NOUN,3
63941,marmer,NOUN,1
63942,één,VERB,2
63943,Iso,PROPN,1
63944,ALF,PROPN,1
63945,E.T.,PROPN,2
63946,vastgeplakken,VERB,1
63947,jij/u,NOUN,2
63948,je/u,SYM,1
63949,scalperen,VERB,1
63950,leuok,ADJ,1
63951,cookies,NOUN,1
63952,Sander/Mike/Fabian/Bente/ik/Karin,PROPN,1
63953,vervoertikker,NOUN,1
63954,Verdwijn,NOUN,1
63955,9uur,NOUN,2
63956,Zover,ADV,1
63957,Puk,NOUN,9
63958,snurok,NOUN,1
63959,aarig,ADJ,1
63960,volgen-,SYM,1
63961,7:15,NUM,2
63962,vieren,ADJ,1
63963,toegezongen,VERB,2
63964,Wee,VERB,3
63965,straatrand,NOUN,1
63966,loo,NOUN,4
63967,doorvechten,VERB,4
63968,Oempaloempa,PROPN,1
63969,snot,ADJ,1
63970,oorsmeer,PROPN,1
63971,kattenkots,ADJ,1
63972,rara,PROPN,1
63973,paardenpil,NOUN,1
63974,Palaboempa's,NOUN,1
63975,brilal,NOUN,2
63976,Lut,PROPN,4
63977,regelpiet,ADV,1
63978,skeet,NOUN,1
63979,regelpiet,PROPN,1
63980,stuntel,NOUN,1
63981,Remmelt,PROPN,3
63982,douchekop,NOUN,2
63983,lken,VERB,4
63984,iEten,NOUN,1
63985,Liep,PROPN,3
63986,sweater,NOUN,4
63987,Duhuuh,PROPN,1
63988,aahhoe,SYM,1
63989,dementors,PROPN,3
63990,ecspektopatrona,ADJ,1
63991,Ecspektopatona,PROPN,1
63992,Demetors,PROPN,1
63993,Kiezen,VERB,2
63994,uitloop,NOUN,5
63995,scharreleieren,NOUN,1
63996,huismerk,NOUN,1
63997,merkje,NOUN,1
63998,Biologische,ADJ,1
63999,dynamisch,PROPN,1
64000,verantwoord,NOUN,1
64001,plofkippen,VERB,1
64002,scharelkippen,NOUN,1
64003,bioindustrie,NOUN,1
64004,plofen,ADJ,1
64005,Bedje,NOUN,1
64006,maansleutel,NOUN,2
64007,Frensis,PROPN,4
64008,Mos,PROPN,1
64009,Isle,PROPN,1
64010,besta,VERB,1
64011,ginge,VERB,1
64012,hijnt,VERB,1
64013,veg,VERB,1
64014,waahaha,PROPN,1
64015,poppenvrouw,NOUN,1
64016,wcmaker,NOUN,1
64017,rioolwater,NOUN,2
64018,teamnummer,NOUN,1
64019,hindernisban,NOUN,2
64020,speelzaam,NOUN,6
64021,Prof,NOUN,1
64022,fietscrosser,PROPN,1
64023,Smulders,PROPN,2
64024,Poeho,ADJ,1
64025,poeho,ADJ,1
64026,"9000,00",SYM,1
64027,kopde,VERB,1
64028,poeho,PROPN,1
64029,poeho,NOUN,1
64030,autowinkel,NOUN,4
64031,kosten,NOUN,4
64032,"9000000,00",NUM,1
64033,gymbroek,NOUN,1
64034,bloktraining,NOUN,1
64035,uitrazen,VERB,2
64036,zelfbedacht,VERB,1
64037,bamboewouden,NOUN,1
64038,Lentekriebels,ADJ,1
64039,ongestlen,VERB,1
64040,schaamhaar,NOUN,1
64041,Slagter,PROPN,1
64042,gespelen,VERB,2
64043,Jetpack,PROPN,1
64044,circusvloer,PROPN,1
64045,jeeeh,NOUN,1
64046,Denswil,PROPN,1
64047,Poulsen,PROPN,1
64048,Klaassen,NOUN,2
64049,Fiscer,PROPN,1
64050,Sigtorson,PROPN,1
64051,Arias,PROPN,3
64052,Willaims,PROPN,1
64053,Hiljemark,PROPN,1
64054,Schaars,PROPN,1
64055,Dehpay,PROPN,2
64056,Lradia,PROPN,1
64057,Sigtohrson,PROPN,1
64058,jeeeh,SYM,1
64059,Amsterdammer,PROPN,1
64060,Joker,NOUN,1
64061,snijpren,NOUN,1
64062,pichon,NOUN,1
64063,bane,NOUN,1
64064,Chocolademelk,NOUN,2
64065,7:1,PROPN,1
64066,druivenplant,NOUN,1
64067,terugfietsen,VERB,3
64068,Pike,PROPN,1
64069,zeppeling,PROPN,1
64070,Schoolvoetbal,NOUN,1
64071,[,AUX,1
64072,],NUM,4
64073,prachtvogel,NOUN,2
64074,zwemclubje,NOUN,1
64075,neptoverstaf,NOUN,1
64076,Sannevogel,PROPN,1
64077,behalven,NOUN,1
64078,kinderhand,NOUN,1
64079,Berkin,PROPN,3
64080,00:03,NUM,1
64081,geks/ander,NOUN,1
64082,Milih,PROPN,1
64083,"6000,0",NUM,1
64084,modderstean,NOUN,1
64085,regenplass,NOUN,5
64086,hofdame,NOUN,6
64087,mingaader,NOUN,1
64088,showgaar,NOUN,2
64089,minigaaren,VERB,1
64090,Minigaren,PROPN,1
64091,Tel,VERB,2
64092,monsterlijk,ADJ,3
64093,stads,ADJ,1
64094,zielg,PROPN,1
64095,hondenvoer,PROPN,1
64096,zoogmensen,NOUN,1
64097,oorlogvoertuig,NOUN,1
64098,rubberband,NOUN,4
64099,Lichte,ADJ,1
64100,tankjager,NOUN,2
64101,Leopards,ADJ,1
64102,Hooggeëerd,PROPN,1
64103,Sire,PROPN,2
64104,koningsmajesteit,NOUN,1
64105,achterwerk,NOUN,6
64106,ministerpresident,NOUN,3
64107,Hooggeëerd,ADJ,1
64108,Oudenbos,PROPN,1
64109,Sensasia,PROPN,1
64110,rechtzitten,NOUN,1
64111,crèche,NOUN,4
64112,basisschooltijid,NOUN,1
64113,sigarettendoosjes,NOUN,1
