pos1,pos2,pos3,freq
ADP,INTJ,ADP,3480
INTJ,ADP,NOUN,2042
ADP,NOUN,CCONJ,4956
NOUN,CCONJ,ADP,2216
CCONJ,ADP,NOUN,1297
VERB,PRON,PUNCT,9247
INTJ,PROPN,PUNCT,1941
CCONJ,ADJ,SCONJ,340
ADJ,SCONJ,PRON,4674
PRON,ADV,VERB,19617
ADV,VERB,SCONJ,5319
VERB,SCONJ,INTJ,1866
SCONJ,INTJ,ADV,1096
ADV,ADV,PUNCT,16372
ADV,ADV,DET,13447
DET,NOUN,SYM,1865
ADV,ADP,ADV,2213
ADP,ADV,VERB,1264
DET,NOUN,ADJ,12025
NOUN,ADJ,AUX,2077
ADJ,AUX,PUNCT,3592
AUX,INTJ,INTJ,423
INTJ,INTJ,PROPN,1107
PRON,AUX,PROPN,1717
PROPN,CCONJ,PRON,2158
AUX,ADP,PROPN,1389
ADP,PROPN,ADV,2435
PROPN,ADV,AUX,716
INTJ,AUX,PUNCT,234
ADV,ADJ,AUX,5167
ADV,AUX,SYM,31
AUX,SYM,DET,13
SYM,DET,ADJ,331
DET,ADJ,AUX,1111
ADJ,AUX,SCONJ,1379
AUX,SCONJ,PRON,2364
SCONJ,PRON,DET,6274
PRON,DET,PROPN,591
PROPN,AUX,VERB,2058
AUX,VERB,VERB,2434
ADJ,VERB,PUNCT,10044
CCONJ,AUX,INTJ,28
AUX,INTJ,PUNCT,664
INTJ,PUNCT,AUX,1794
PUNCT,AUX,PRON,1811
ADV,ADV,ADP,22762
ADV,ADP,ADP,4664
ADP,ADP,DET,5391
CCONJ,ADP,DET,5087
PRON,VERB,SCONJ,9346
VERB,SCONJ,PUNCT,931
SCONJ,PUNCT,SYM,1113
PUNCT,SYM,AUX,1652
SYM,AUX,VERB,204
ADV,ADV,AUX,6057
AUX,PRON,DET,5018
AUX,ADP,PRON,2687
ADP,PRON,ADV,4582
ADV,PRON,DET,1211
NOUN,AUX,CCONJ,1118
AUX,CCONJ,ADP,259
CCONJ,ADP,ADJ,474
ADP,ADJ,PRON,147
ADJ,PRON,VERB,1411
ADV,ADV,PRON,7847
ADV,PRON,ADJ,3094
PRON,ADJ,PUNCT,5040
PRON,INTJ,PRON,2582
INTJ,PRON,PRON,2891
VERB,ADV,NOUN,2638
NOUN,PUNCT,SYM,409
SYM,VERB,DET,649
SYM,PRON,VERB,1058
VERB,ADV,INTJ,3706
ADV,INTJ,ADP,2562
NOUN,ADV,ADP,7285
ADV,ADP,NOUN,7708
NOUN,NOUN,VERB,4060
NOUN,VERB,NOUN,2271
VERB,NOUN,VERB,2488
PUNCT,AUX,DET,250
NOUN,ADP,ADV,2806
ADP,ADV,ADV,1599
ADV,ADV,INTJ,6956
INTJ,VERB,INTJ,658
VERB,INTJ,AUX,244
SYM,ADV,PUNCT,880
INTJ,ADJ,ADV,1415
ADJ,ADV,PUNCT,5116
ADJ,INTJ,SYM,734
INTJ,SYM,ADV,1024
SYM,ADV,INTJ,545
CCONJ,ADV,ADP,2695
VERB,ADJ,ADV,3008
ADJ,ADV,ADJ,3889
ADV,ADJ,PUNCT,14957
ADV,INTJ,SYM,3140
VERB,PRON,DET,7948
PRON,DET,DET,516
NOUN,INTJ,ADP,1848
DET,ADJ,PUNCT,3255
CCONJ,VERB,PRON,3952
PRON,ADV,PUNCT,14889
ADP,PRON,VERB,7775
SCONJ,PRON,ADP,6633
NOUN,AUX,AUX,1865
AUX,AUX,NOUN,73
AUX,NOUN,PUNCT,802
NOUN,NOUN,NOUN,1327
ADV,ADJ,ADV,6943
ADJ,ADV,INTJ,1556
ADV,INTJ,CCONJ,917
INTJ,CCONJ,ADV,2466
CCONJ,ADV,VERB,17816
PRON,DET,INTJ,1022
DET,INTJ,VERB,497
ADJ,ADJ,ADP,4342
ADJ,ADP,DET,10913
NOUN,NOUN,INTJ,662
AUX,PUNCT,SYM,2839
SYM,ADV,VERB,1373
DET,INTJ,PUNCT,329
NOUN,AUX,ADV,6707
ADV,NOUN,DET,439
INTJ,INTJ,VERB,1403
INTJ,VERB,SCONJ,522
ADJ,CCONJ,AUX,183
CCONJ,AUX,PRON,1952
PRON,VERB,NOUN,3297
VERB,NOUN,CCONJ,1302
ADV,VERB,VERB,4184
VERB,VERB,ADP,3053
ADJ,NOUN,ADV,6773
NOUN,ADV,ADJ,4633
ADV,ADJ,SCONJ,3326
ADJ,SCONJ,AUX,43
SCONJ,AUX,ADJ,29
AUX,ADJ,VERB,1929
ADJ,VERB,CCONJ,2609
PRON,ADJ,NOUN,6983
ADV,ADJ,VERB,8525
ADV,VERB,ADP,7285
VERB,ADP,PRON,7858
ADP,PRON,NOUN,17701
PRON,NOUN,ADV,4638
NOUN,ADV,PRON,4059
PRON,VERB,PUNCT,18513
PUNCT,SYM,PUNCT,534
ADV,ADP,VERB,9249
ADV,DET,INTJ,2315
NOUN,INTJ,NOUN,1541
PRON,ADP,PROPN,3477
ADP,PROPN,DET,917
PROPN,DET,ADP,392
DET,ADP,PRON,280
ADV,ADJ,ADJ,9039
ADP,INTJ,CCONJ,253
INTJ,CCONJ,PUNCT,156
DET,DET,INTJ,347
ADP,DET,PUNCT,292
DET,PUNCT,PRON,94
PUNCT,PRON,DET,18
PRON,DET,ADJ,4923
ADJ,NOUN,DET,1944
VERB,PRON,INTJ,3423
PRON,ADV,DET,9534
NOUN,CCONJ,NUM,1193
CCONJ,NUM,NUM,245
NUM,NUM,ADP,415
NUM,ADP,ADJ,193
ADP,ADJ,AUX,420
NOUN,SCONJ,PRON,6428
INTJ,ADP,INTJ,1047
ADP,INTJ,VERB,578
VERB,PRON,PRON,16065
ADJ,NUM,VERB,199
CCONJ,NUM,ADV,133
NUM,ADV,ADJ,81
INTJ,SYM,PRON,927
SYM,PRON,ADJ,268
ADJ,ADV,PRON,1606
PRON,INTJ,INTJ,1237
INTJ,INTJ,PRON,4880
PRON,ADJ,DET,2012
ADJ,DET,NOUN,9041
CCONJ,DET,ADJ,3113
NOUN,VERB,SCONJ,3894
CCONJ,NUM,INTJ,64
NUM,INTJ,VERB,75
VERB,ADP,ADV,2585
PRON,ADJ,AUX,3226
SCONJ,PRON,INTJ,2292
INTJ,INTJ,CCONJ,985
INTJ,CCONJ,SCONJ,401
CCONJ,SCONJ,INTJ,1130
SCONJ,INTJ,DET,722
NUM,NUM,SYM,63
INTJ,VERB,ADJ,398
VERB,ADJ,DET,1292
NOUN,INTJ,PRON,1353
AUX,INTJ,SYM,591
INTJ,SYM,SYM,2272
SYM,SYM,SYM,3075
SYM,SYM,CCONJ,400
SYM,CCONJ,DET,219
NOUN,PRON,AUX,3047
ADV,INTJ,INTJ,3024
CCONJ,PRON,ADJ,964
ADJ,ADV,DET,2136
PRON,ADV,NOUN,3506
ADV,NOUN,ADP,4843
NOUN,ADP,VERB,14025
ADP,VERB,SCONJ,2577
SCONJ,PRON,VERB,6781
ADV,ADP,SCONJ,1131
ADP,SCONJ,PRON,2161
PRON,ADJ,PRON,1163
ADJ,PRON,ADJ,683
PRON,ADJ,SCONJ,1128
PRON,VERB,ADP,15455
ADP,INTJ,NUM,388
INTJ,NUM,NOUN,1404
NUM,NOUN,ADJ,1719
NOUN,ADJ,PUNCT,4235
PRON,INTJ,PROPN,445
PRON,AUX,ADJ,15674
AUX,ADJ,PRON,836
ADJ,PRON,INTJ,363
PRON,INTJ,ADP,1233
VERB,VERB,VERB,1122
VERB,VERB,ADV,2452
DET,INTJ,INTJ,809
ADJ,ADP,INTJ,1142
CCONJ,ADP,PROPN,1001
ADP,PROPN,CCONJ,3449
PROPN,CCONJ,PROPN,3575
CCONJ,PROPN,CCONJ,638
PROPN,CCONJ,ADP,648
CCONJ,ADP,INTJ,346
ADP,INTJ,PROPN,1880
INTJ,PROPN,PROPN,2013
PROPN,PROPN,VERB,4100
PROPN,VERB,ADV,3942
INTJ,VERB,CCONJ,695
AUX,INTJ,PRON,694
AUX,ADJ,ADJ,4723
ADJ,ADJ,PUNCT,8532
DET,AUX,ADV,21
INTJ,ADP,PRON,2600
ADP,PRON,INTJ,1420
ADV,DET,ADJ,10398
NOUN,DET,INTJ,405
NOUN,INTJ,PUNCT,3678
INTJ,ADJ,ADP,1182
ADJ,ADP,NOUN,3108
ADP,NOUN,NOUN,1558
CCONJ,INTJ,DET,975
INTJ,DET,DET,764
PRON,VERB,AUX,3583
VERB,AUX,ADP,1975
SCONJ,INTJ,PRON,1358
CCONJ,SCONJ,PRON,5748
ADJ,AUX,ADP,1588
AUX,ADP,INTJ,591
INTJ,VERB,ADV,2546
VERB,ADV,AUX,1583
INTJ,PROPN,DET,2916
DET,ADV,ADJ,2323
ADV,AUX,DET,3352
NOUN,PUNCT,CCONJ,578
PUNCT,CCONJ,INTJ,222
ADV,ADV,PROPN,951
ADV,PROPN,X,6
PROPN,X,PROPN,7
X,PROPN,NOUN,4
PROPN,NOUN,INTJ,123
VERB,DET,ADJ,4409
DET,ADJ,PROPN,1602
ADJ,PROPN,ADV,222
PROPN,ADV,ADV,2449
ADV,INTJ,PUNCT,7279
ADP,NOUN,AUX,3125
VERB,INTJ,SYM,1248
VERB,NOUN,PUNCT,4438
PRON,ADV,PRON,5221
ADV,ADJ,DET,3100
DET,NOUN,SCONJ,6000
SCONJ,PRON,PUNCT,1142
PRON,PUNCT,SYM,719
INTJ,INTJ,NOUN,1628
INTJ,VERB,VERB,686
VERB,INTJ,INTJ,1004
VERB,INTJ,ADP,1220
VERB,ADP,PUNCT,1240
ADP,PUNCT,SYM,568
INTJ,PUNCT,PROPN,120
PUNCT,PROPN,PUNCT,252
AUX,PRON,ADP,6263
PRON,ADP,NOUN,5730
ADP,NOUN,VERB,7724
PROPN,DET,PRON,334
PRON,PUNCT,VERB,327
PUNCT,VERB,PRON,1976
SYM,SYM,ADP,281
SYM,ADP,NOUN,304
ADP,NOUN,SYM,446
NOUN,SYM,INTJ,969
SCONJ,INTJ,SCONJ,746
INTJ,SCONJ,PRON,4255
ADV,ADP,INTJ,3036
ADP,PROPN,INTJ,605
PROPN,INTJ,SCONJ,41
INTJ,NUM,PROPN,102
NUM,PROPN,ADP,162
PROPN,ADP,NUM,415
ADP,NUM,PROPN,410
NUM,PROPN,PUNCT,347
ADV,PUNCT,ADJ,140
PUNCT,ADJ,PUNCT,243
AUX,PRON,NUM,553
PRON,NUM,NOUN,1684
NUM,NOUN,ADP,5214
DET,ADJ,ADP,1618
ADJ,ADP,PRON,4673
ADP,PRON,PUNCT,4814
PRON,ADV,CCONJ,1466
ADV,CCONJ,PRON,3058
AUX,VERB,DET,507
NOUN,ADP,PRON,13139
CCONJ,DET,INTJ,595
DET,INTJ,SYM,981
INTJ,SYM,NOUN,922
SYM,NOUN,PUNCT,1631
ADP,DET,VERB,6848
DET,VERB,ADP,1951
PROPN,CCONJ,ADV,2244
SCONJ,PRON,SCONJ,1325
AUX,INTJ,CCONJ,95
INTJ,CCONJ,NOUN,415
CCONJ,NOUN,SCONJ,236
SCONJ,PRON,ADJ,5625
ADJ,ADV,AUX,972
AUX,VERB,INTJ,718
ADP,INTJ,PUNCT,1034
CCONJ,INTJ,CCONJ,1311
INTJ,CCONJ,INTJ,983
PRON,ADP,CCONJ,863
ADP,CCONJ,ADP,1365
CCONJ,ADP,ADV,569
INTJ,PUNCT,ADP,243
PUNCT,ADP,PROPN,140
ADP,PROPN,PUNCT,9513
INTJ,PUNCT,ADV,476
PUNCT,ADV,DET,129
CCONJ,PROPN,PUNCT,1302
AUX,DET,ADJ,5286
ADJ,NOUN,SCONJ,2143
VERB,INTJ,VERB,652
INTJ,VERB,AUX,564
VERB,AUX,PUNCT,4880
SYM,INTJ,NOUN,416
INTJ,INTJ,ADJ,1448
VERB,ADV,VERB,4082
ADV,VERB,NOUN,2227
VERB,NOUN,INTJ,599
NUM,INTJ,ADP,66
PRON,AUX,PUNCT,3105
INTJ,PROPN,CCONJ,777
INTJ,PRON,NOUN,1483
PRON,NOUN,PUNCT,8161
VERB,CCONJ,SYM,143
CCONJ,SYM,INTJ,475
VERB,ADJ,ADJ,1650
ADJ,CCONJ,ADJ,2834
CCONJ,ADJ,ADP,767
ADJ,ADP,ADP,2569
ADP,ADP,PROPN,1059
PRON,ADP,PRON,8027
PRON,PRON,PUNCT,2151
PRON,PRON,PRON,4392
AUX,PUNCT,CCONJ,132
PUNCT,CCONJ,PRON,1436
SYM,SYM,VERB,1229
NOUN,VERB,ADV,9939
AUX,PRON,PUNCT,1799
PRON,PUNCT,CCONJ,577
CCONJ,ADV,ADJ,1853
ADJ,AUX,PRON,2780
CCONJ,PUNCT,ADP,40
PUNCT,ADP,PRON,279
ADP,DET,NUM,1836
DET,NUM,PUNCT,279
NOUN,PROPN,ADP,1147
PROPN,ADP,INTJ,368
ADV,PRON,ADV,4172
ADJ,NOUN,PROPN,1793
NOUN,PROPN,PROPN,3823
PROPN,PROPN,ADP,2761
PROPN,ADP,PROPN,2553
ADP,NOUN,ADP,10836
ADP,ADV,DET,1682
NOUN,PUNCT,VERB,654
PUNCT,VERB,NOUN,109
VERB,NOUN,PROPN,812
NOUN,PROPN,INTJ,299
PROPN,INTJ,ADV,314
INTJ,ADP,VERB,944
INTJ,AUX,ADP,202
INTJ,PUNCT,VERB,1249
VERB,PRON,PROPN,1272
PRON,PROPN,PUNCT,858
PRON,VERB,PROPN,1927
VERB,PROPN,PUNCT,1727
CCONJ,INTJ,PROPN,974
INTJ,PROPN,PRON,585
PROPN,PRON,AUX,1643
PRON,VERB,SYM,485
PRON,ADV,PROPN,834
ADV,PROPN,PUNCT,985
DET,DET,CCONJ,5
DET,CCONJ,INTJ,20
ADV,PRON,ADP,6085
ADP,VERB,VERB,4290
VERB,VERB,PROPN,455
VERB,PROPN,VERB,392
PROPN,VERB,PROPN,497
VERB,ADV,PROPN,681
ADV,PROPN,CCONJ,394
AUX,SCONJ,ADV,813
SCONJ,ADV,INTJ,475
INTJ,ADJ,INTJ,1131
ADJ,INTJ,INTJ,869
VERB,ADP,ADJ,2273
ADP,ADJ,ADJ,838
ADJ,ADJ,INTJ,1552
INTJ,ADV,ADP,2035
ADV,ADP,CCONJ,1395
ADP,ADV,NOUN,653
ADV,NOUN,INTJ,600
CCONJ,INTJ,SYM,1760
SYM,INTJ,PRON,1245
NUM,NOUN,VERB,4669
PUNCT,CCONJ,CCONJ,79
CCONJ,CCONJ,ADV,660
CCONJ,ADV,AUX,10425
PROPN,PROPN,SYM,633
PRON,PRON,NOUN,3336
NOUN,ADV,ADV,9479
PROPN,DET,PROPN,434
ADV,NOUN,SYM,264
NOUN,SYM,PUNCT,760
ADV,ADV,NOUN,4775
ADP,PROPN,PRON,978
PROPN,PRON,VERB,2216
CCONJ,PROPN,VERB,1740
ADP,VERB,PRON,1604
ADV,ADP,PROPN,5373
PRON,PROPN,AUX,393
PROPN,AUX,DET,1924
PROPN,VERB,DET,2109
VERB,PRON,AUX,2324
INTJ,ADV,ADJ,2610
INTJ,ADJ,PUNCT,4193
SYM,VERB,CCONJ,223
VERB,CCONJ,VERB,2758
INTJ,PROPN,INTJ,453
PROPN,INTJ,PRON,325
AUX,DET,VERB,637
ADP,PRON,PRON,2472
VERB,ADJ,ADP,2644
PRON,ADP,PUNCT,3283
INTJ,SYM,CCONJ,1037
SYM,CCONJ,PRON,754
INTJ,PUNCT,CCONJ,796
INTJ,ADP,ADP,1146
DET,NUM,NOUN,2012
NOUN,ADJ,VERB,3271
VERB,PRON,SYM,647
PRON,SYM,INTJ,557
NOUN,INTJ,PROPN,614
DET,ADV,ADV,1396
DET,ADJ,DET,737
ADJ,DET,ADJ,2669
INTJ,SYM,NUM,70
SYM,NUM,ADJ,17
NUM,ADJ,NOUN,1085
ADV,PROPN,ADP,320
PROPN,ADV,PRON,697
VERB,SCONJ,SYM,53
SCONJ,SYM,ADV,36
SYM,ADV,AUX,352
INTJ,SYM,PROPN,355
SYM,PROPN,PROPN,439
ADP,ADV,ADP,1920
ADP,PROPN,AUX,3204
SCONJ,DET,NOUN,10500
NOUN,ADV,AUX,2791
ADJ,VERB,DET,801
VERB,DET,ADP,63
DET,ADP,NOUN,255
ADJ,DET,PROPN,210
DET,PROPN,DET,676
ADV,VERB,CCONJ,5062
PRON,DET,VERB,651
NOUN,ADJ,CCONJ,1432
INTJ,NOUN,AUX,1174
PRON,NOUN,ADJ,1685
CCONJ,PRON,PUNCT,1292
VERB,ADV,SYM,314
