pos1,pos2,pos3,freq
NUM,NOUN,VERB,671
CCONJ,VERB,ADP,671
PUNCT,PRON,AUX,665
ADV,ADP,ADP,661
VERB,PUNCT,VERB,659
NOUN,ADJ,VERB,658
VERB,ADJ,PUNCT,657
VERB,NOUN,CCONJ,656
PRON,ADP,PUNCT,654
PROPN,CCONJ,PRON,648
NOUN,AUX,NOUN,647
NOUN,PRON,VERB,645
VERB,SCONJ,NOUN,641
ADP,PROPN,CCONJ,638
NOUN,AUX,ADP,635
VERB,ADJ,NOUN,633
PRON,ADV,PRON,625
VERB,ADJ,ADP,624
CCONJ,ADJ,PUNCT,617
ADJ,ADJ,VERB,616
ADP,VERB,ADP,615
CCONJ,VERB,ADV,615
ADP,AUX,VERB,608
PRON,ADJ,ADV,606
PRON,ADV,NOUN,603
PRON,ADJ,CCONJ,597
DET,NOUN,SCONJ,589
ADV,VERB,VERB,586
CCONJ,ADV,ADP,577
CCONJ,PROPN,VERB,574
PRON,ADV,AUX,572
ADP,PROPN,VERB,571
NOUN,VERB,ADJ,568
ADV,PRON,NOUN,568
ADV,ADJ,ADV,563
ADV,AUX,DET,562
CCONJ,ADJ,NOUN,560
ADJ,NOUN,ADV,558
NOUN,NOUN,CCONJ,555
ADV,CCONJ,PRON,548
VERB,ADJ,ADJ,543
PRON,ADP,ADP,542
ADP,NOUN,AUX,537
VERB,ADV,SCONJ,535
PRON,VERB,AUX,534
VERB,AUX,PUNCT,532
CCONJ,ADP,NOUN,531
VERB,NOUN,ADP,530
VERB,NOUN,VERB,524
CCONJ,NOUN,ADP,524
NOUN,PRON,ADV,523
AUX,NOUN,VERB,522
PUNCT,VERB,PUNCT,521
NOUN,NOUN,ADP,520
PRON,AUX,PROPN,518
ADP,ADP,PUNCT,517
PUNCT,CCONJ,ADV,517
AUX,ADP,NOUN,517
ADJ,VERB,ADP,515
PUNCT,VERB,PRON,514
ADV,ADP,PROPN,510
PUNCT,DET,NOUN,505
DET,VERB,NOUN,505
ADJ,ADV,PUNCT,499
PROPN,PROPN,PROPN,498
AUX,ADP,PRON,497
CCONJ,PROPN,PUNCT,496
ADP,CCONJ,VERB,492
ADP,VERB,AUX,492
ADP,ADP,ADP,491
ADV,VERB,NOUN,490
AUX,ADJ,VERB,488
ADP,CCONJ,PRON,487
DET,PROPN,PUNCT,487
PRON,PRON,AUX,486
NOUN,ADV,PRON,483
PRON,ADP,PROPN,482
VERB,NOUN,ADJ,482
ADP,PRON,ADJ,481
CCONJ,ADV,ADJ,480
ADJ,ADP,PUNCT,476
PRON,AUX,NUM,475
NOUN,ADJ,CCONJ,475
PROPN,VERB,ADV,473
AUX,NUM,NOUN,473
ADV,VERB,PROPN,471
VERB,PRON,SCONJ,470
DET,ADJ,PUNCT,469
NOUN,PRON,PRON,467
NOUN,CCONJ,ADJ,466
NOUN,VERB,PROPN,466
ADV,NOUN,CCONJ,464
CCONJ,VERB,CCONJ,464
SCONJ,PRON,AUX,461
VERB,VERB,ADP,458
PRON,NOUN,ADJ,458
NOUN,PROPN,PUNCT,458
NOUN,ADJ,AUX,457
CCONJ,ADP,VERB,457
PUNCT,NOUN,CCONJ,457
AUX,NOUN,PUNCT,453
CCONJ,VERB,DET,451
NOUN,NUM,PUNCT,447
ADJ,AUX,PRON,441
VERB,NUM,NOUN,439
CCONJ,ADP,PRON,434
NOUN,PUNCT,VERB,434
ADJ,AUX,CCONJ,434
NUM,NOUN,CCONJ,432
NOUN,PUNCT,PRON,431
AUX,ADV,NOUN,426
ADJ,ADV,ADJ,425
PRON,CCONJ,PRON,422
PROPN,AUX,PRON,421
PROPN,ADP,DET,421
PRON,SCONJ,PRON,420
AUX,CCONJ,PRON,417
ADP,PROPN,PROPN,409
CCONJ,ADV,DET,408
AUX,ADV,PRON,404
DET,ADJ,VERB,402
ADP,PROPN,ADP,402
VERB,PUNCT,NOUN,399
ADV,ADV,AUX,396
NOUN,PUNCT,PUNCT,393
AUX,ADJ,NOUN,392
ADV,PRON,PRON,389
NOUN,ADJ,ADJ,386
ADJ,ADV,VERB,384
AUX,SCONJ,PRON,379
PROPN,AUX,VERB,378
VERB,AUX,ADV,377
ADJ,CCONJ,VERB,375
ADP,CCONJ,ADV,372
PROPN,VERB,DET,371
VERB,NOUN,ADV,371
CCONJ,ADV,PUNCT,369
VERB,CCONJ,ADJ,368
AUX,ADJ,ADV,367
NOUN,ADV,AUX,365
NOUN,CCONJ,PROPN,365
VERB,ADV,AUX,362
ADV,VERB,AUX,361
PUNCT,ADV,VERB,361
ADV,VERB,ADJ,359
VERB,ADP,PUNCT,355
ADJ,ADV,ADV,355
AUX,VERB,VERB,355
ADV,VERB,SCONJ,354
CCONJ,ADJ,VERB,354
PROPN,AUX,ADV,353
NOUN,PRON,ADP,352
ADV,PRON,ADJ,349
ADP,CCONJ,ADP,348
VERB,ADP,ADJ,348
PRON,ADJ,SCONJ,348
ADP,VERB,PRON,348
NOUN,AUX,CCONJ,346
NOUN,ADJ,ADP,345
ADV,PRON,ADV,345
ADJ,CCONJ,DET,345
AUX,NOUN,CCONJ,345
NOUN,ADV,CCONJ,343
NOUN,ADV,DET,343
ADJ,ADJ,AUX,341
NOUN,PRON,ADJ,340
CCONJ,SCONJ,DET,339
VERB,ADJ,ADV,339
AUX,AUX,PRON,338
SCONJ,NOUN,ADP,337
PROPN,DET,NOUN,336
ADP,NOUN,ADV,336
PRON,NUM,NOUN,336
NOUN,ADP,NUM,335
ADJ,SCONJ,DET,335
ADJ,ADV,ADP,335
ADP,AUX,PRON,334
NUM,NOUN,ADJ,332
ADP,PRON,ADV,331
SYM,SYM,SYM,331
VERB,PROPN,CCONJ,331
CCONJ,PROPN,CCONJ,330
ADV,ADV,CCONJ,330
ADP,VERB,ADV,329
PROPN,CCONJ,ADV,328
ADV,AUX,ADV,327
VERB,VERB,ADV,325
ADV,CCONJ,ADV,324
AUX,VERB,SCONJ,324
ADJ,PUNCT,CCONJ,324
AUX,PROPN,PUNCT,321
DET,VERB,PUNCT,320
NOUN,CCONJ,SCONJ,320
PROPN,AUX,ADJ,319
NOUN,ADP,ADJ,319
NOUN,PRON,NOUN,318
DET,ADJ,ADP,318
PROPN,PROPN,CCONJ,317
NOUN,ADJ,NOUN,316
VERB,PUNCT,PRON,316
NOUN,DET,ADJ,314
VERB,ADV,NUM,307
VERB,PUNCT,PUNCT,305
ADJ,AUX,ADP,304
ADJ,VERB,VERB,303
ADJ,VERB,AUX,302
ADP,SCONJ,PRON,302
CCONJ,PROPN,AUX,301
DET,NOUN,PROPN,300
VERB,SCONJ,ADV,299
ADV,ADP,CCONJ,299
PRON,ADV,CCONJ,297
SCONJ,NOUN,ADV,296
VERB,AUX,ADJ,294
ADV,ADJ,DET,292
VERB,ADJ,DET,292
CCONJ,PRON,ADV,291
CCONJ,NUM,NOUN,290
PUNCT,SCONJ,PRON,290
ADJ,NOUN,NOUN,289
PRON,ADP,CCONJ,288
ADP,ADP,NOUN,288
ADJ,NOUN,ADJ,286
ADP,PRON,CCONJ,283
AUX,ADJ,SCONJ,282
ADV,ADV,SCONJ,282
ADP,VERB,SCONJ,282
VERB,PROPN,ADP,281
ADP,PROPN,AUX,279
PROPN,AUX,DET,279
ADP,ADP,CCONJ,278
ADV,ADV,NUM,276
PRON,VERB,NUM,275
AUX,VERB,ADV,274
VERB,PRON,CCONJ,274
NOUN,PRON,AUX,274
VERB,ADJ,CCONJ,273
ADJ,VERB,ADV,273
PROPN,PROPN,VERB,270
ADP,ADP,PRON,270
PUNCT,VERB,PROPN,268
NOUN,PUNCT,DET,268
CCONJ,AUX,PRON,267
ADJ,VERB,SCONJ,266
VERB,ADP,ADV,266
DET,ADJ,CCONJ,264
NOUN,PUNCT,PROPN,262
NOUN,ADP,ADV,262
PUNCT,CCONJ,DET,262
AUX,CCONJ,ADV,260
ADJ,PUNCT,ADJ,260
AUX,ADV,NUM,257
SCONJ,ADV,DET,257
ADV,ADP,ADV,256
PRON,NOUN,PRON,254
CCONJ,ADV,PRON,254
ADJ,NOUN,SCONJ,254
CCONJ,PRON,PRON,254
ADP,ADV,PUNCT,254
ADV,SCONJ,DET,253
PRON,ADV,SCONJ,253
PRON,PRON,PRON,252
ADJ,NOUN,PRON,252
AUX,ADP,PROPN,251
PRON,ADP,AUX,251
ADP,PRON,PRON,250
PRON,NOUN,NOUN,250
ADV,NOUN,AUX,249
NOUN,PUNCT,ADV,247
DET,ADJ,AUX,246
PRON,NOUN,PROPN,246
DET,PROPN,VERB,245
SCONJ,NOUN,PUNCT,245
PROPN,VERB,CCONJ,244
NUM,NOUN,NOUN,243
NOUN,NUM,NOUN,243
PROPN,CCONJ,NOUN,242
PRON,PRON,PUNCT,241
ADP,NOUN,NOUN,238
PRON,ADJ,DET,237
PUNCT,ADJ,PUNCT,236
VERB,ADV,CCONJ,236
PUNCT,PROPN,CCONJ,234
VERB,PUNCT,ADV,233
ADJ,AUX,AUX,233
PUNCT,NOUN,VERB,231
ADV,ADJ,PRON,228
DET,PROPN,PROPN,226
PUNCT,ADP,DET,226
ADJ,DET,ADJ,225
ADJ,AUX,SCONJ,225
SCONJ,SCONJ,PRON,225
VERB,VERB,VERB,223
ADP,PRON,AUX,222
AUX,ADJ,DET,221
INTJ,PRON,VERB,221
ADJ,CCONJ,NOUN,221
CCONJ,PRON,ADJ,219
NOUN,ADP,AUX,219
SCONJ,DET,ADJ,218
CCONJ,ADV,NOUN,216
PROPN,ADP,PROPN,215
VERB,PRON,AUX,213
AUX,NOUN,ADP,211
ADJ,CCONJ,ADP,211
PRON,ADP,ADJ,211
VERB,PRON,PROPN,210
VERB,CCONJ,AUX,209
CCONJ,VERB,VERB,209
AUX,VERB,AUX,209
NOUN,AUX,AUX,208
CCONJ,ADJ,CCONJ,207
AUX,ADP,VERB,207
SYM,SYM,PUNCT,207
DET,NUM,NOUN,206
ADJ,ADJ,SCONJ,206
NOUN,ADV,NOUN,206
PRON,NOUN,DET,206
VERB,ADP,NUM,204
CCONJ,ADP,PROPN,204
ADJ,CCONJ,SCONJ,203
CCONJ,ADJ,AUX,203
NOUN,CCONJ,NUM,202
ADV,ADP,ADJ,200
SCONJ,ADP,DET,196
ADJ,SCONJ,NOUN,196
NOUN,NOUN,ADV,196
SCONJ,ADV,ADV,195
ADJ,ADJ,ADV,195
PROPN,PUNCT,NOUN,195
NOUN,CCONJ,AUX,194
PROPN,CCONJ,DET,193
NOUN,PUNCT,ADP,193
PRON,ADV,NUM,193
NOUN,NOUN,AUX,192
AUX,PRON,PUNCT,192
NOUN,PROPN,VERB,192
PROPN,NOUN,PUNCT,191
DET,PROPN,CCONJ,191
VERB,ADP,CCONJ,190
CCONJ,VERB,ADJ,190
NUM,NOUN,ADV,188
VERB,PROPN,PROPN,187
PUNCT,ADV,AUX,186
ADV,SCONJ,NOUN,186
NOUN,AUX,PROPN,186
DET,DET,NOUN,186
PUNCT,SYM,PUNCT,185
ADJ,ADP,PROPN,185
NOUN,NUM,VERB,185
ADV,CCONJ,VERB,185
ADP,ADV,DET,183
PROPN,AUX,ADP,182
PROPN,VERB,ADJ,180
NUM,ADP,DET,180
ADP,VERB,ADJ,179
CCONJ,VERB,NOUN,179
PROPN,ADP,NOUN,177
ADP,ADV,ADP,177
PROPN,AUX,NOUN,177
ADJ,PRON,VERB,177
VERB,PRON,NUM,177
ADV,ADP,AUX,176
ADJ,ADP,CCONJ,176
CCONJ,ADP,AUX,176
CCONJ,ADJ,ADJ,175
PUNCT,CCONJ,SCONJ,174
VERB,AUX,VERB,174
VERB,AUX,CCONJ,174
DET,NOUN,NUM,173
VERB,PROPN,ADV,171
PUNCT,VERB,CCONJ,171
AUX,ADV,AUX,170
ADJ,AUX,ADV,170
NUM,NOUN,AUX,170
PUNCT,CCONJ,NOUN,170
PRON,CCONJ,ADV,169
ADJ,ADP,ADJ,168
PUNCT,PUNCT,VERB,168
ADV,PUNCT,CCONJ,167
ADJ,PRON,ADP,166
VERB,ADJ,VERB,166
PUNCT,VERB,DET,165
NOUN,SCONJ,NOUN,165
PROPN,VERB,VERB,165
PUNCT,AUX,PRON,165
CCONJ,ADV,SCONJ,165
CCONJ,PROPN,PROPN,165
AUX,ADV,PUNCT,164
AUX,PROPN,CCONJ,164
DET,VERB,ADP,164
ADV,PRON,PUNCT,164
PUNCT,PROPN,PROPN,163
NOUN,PUNCT,ADJ,163
NUM,VERB,PUNCT,162
SCONJ,PRON,NUM,162
PUNCT,CCONJ,VERB,161
PRON,NOUN,SCONJ,160
PUNCT,PUNCT,PUNCT,160
PRON,AUX,PUNCT,160
NOUN,NOUN,NOUN,159
NOUN,PRON,DET,159
CCONJ,ADJ,ADP,159
PUNCT,ADJ,NOUN,157
PRON,PROPN,VERB,157
VERB,VERB,DET,157
NOUN,ADJ,ADV,157
ADV,AUX,NOUN,157
INTJ,PRON,AUX,156
SCONJ,NOUN,VERB,155
ADJ,ADP,AUX,155
PROPN,ADP,PRON,155
NOUN,SCONJ,DET,155
CCONJ,NOUN,PRON,154
ADJ,PUNCT,PUNCT,154
VERB,ADJ,SCONJ,153
AUX,NOUN,ADV,153
DET,ADJ,ADV,153
PROPN,PUNCT,PUNCT,152
CCONJ,NOUN,NOUN,152
ADV,NOUN,PRON,152
DET,PROPN,AUX,152
ADP,ADJ,PUNCT,152
SCONJ,ADV,PRON,152
DET,PRON,NOUN,151
PROPN,CCONJ,VERB,151
NUM,CCONJ,NUM,151
ADJ,ADV,DET,150
ADP,DET,NUM,149
ADP,NOUN,SCONJ,149
VERB,AUX,ADP,148
NOUN,NUM,ADV,148
ADV,NOUN,ADV,147
DET,ADV,NOUN,147
PUNCT,CCONJ,ADP,147
PUNCT,SYM,SYM,146
ADJ,ADV,PRON,146
VERB,PUNCT,ADP,145
ADP,ADJ,ADP,144
ADP,NOUN,PRON,144
PROPN,PUNCT,PRON,143
CCONJ,SCONJ,ADV,143
ADJ,ADV,AUX,143
PROPN,ADV,VERB,143
CCONJ,AUX,ADV,142
CCONJ,PRON,ADP,142
SCONJ,NOUN,PRON,141
VERB,PUNCT,SCONJ,141
PRON,PRON,DET,140
NOUN,PROPN,PROPN,139
VERB,NOUN,NOUN,139
ADP,CCONJ,DET,139
ADV,PUNCT,PUNCT,139
VERB,VERB,ADJ,139
CCONJ,VERB,SCONJ,138
VERB,NOUN,AUX,137
PROPN,ADP,VERB,137
ADV,CCONJ,NOUN,137
AUX,CCONJ,SCONJ,136
VERB,VERB,SCONJ,136
ADJ,ADP,ADV,134
ADV,VERB,NUM,134
VERB,SCONJ,ADP,134
PRON,ADP,ADV,134
PROPN,ADV,PUNCT,133
PUNCT,PRON,NOUN,132
PRON,ADJ,PRON,132
ADJ,VERB,PROPN,132
NOUN,PROPN,CCONJ,132
VERB,CCONJ,PROPN,131
PROPN,PRON,VERB,131
CCONJ,ADP,ADP,130
VERB,VERB,AUX,130
PROPN,ADJ,PUNCT,130
PUNCT,NUM,NOUN,129
NOUN,ADJ,SCONJ,129
DET,VERB,CCONJ,129
ADP,NOUN,PROPN,128
DET,VERB,AUX,128
ADV,CCONJ,DET,128
NOUN,AUX,SCONJ,127
ADV,PRON,DET,127
CCONJ,DET,PROPN,126
VERB,AUX,DET,126
NOUN,NOUN,ADJ,125
PROPN,ADV,ADV,125
SCONJ,ADV,NOUN,125
ADJ,NOUN,PROPN,124
ADJ,PRON,NOUN,124
ADP,DET,PRON,124
ADP,AUX,PUNCT,124
VERB,NOUN,PRON,124
ADJ,SCONJ,ADV,123
SCONJ,NOUN,ADJ,123
ADP,NOUN,DET,122
VERB,DET,PROPN,122
PROPN,ADP,PUNCT,122
ADV,PROPN,PUNCT,122
PROPN,VERB,PROPN,121
VERB,ADJ,PRON,121
NUM,DET,NOUN,121
ADJ,PROPN,PUNCT,121
ADV,PUNCT,PRON,121
ADV,AUX,PROPN,121
DET,PROPN,ADP,120
NUM,ADJ,NOUN,120
PROPN,PROPN,ADP,120
AUX,ADJ,AUX,120
ADV,PUNCT,VERB,119
ADV,ADP,SCONJ,118
NOUN,PUNCT,SYM,118
SCONJ,NOUN,CCONJ,116
CCONJ,VERB,AUX,116
VERB,PROPN,ADJ,116
PRON,ADP,NUM,116
AUX,PRON,NUM,116
NOUN,NUM,CCONJ,116
PROPN,PUNCT,CCONJ,116
PROPN,PUNCT,VERB,116
PROPN,CCONJ,ADP,115
CCONJ,ADP,ADV,115
ADJ,VERB,DET,115
ADJ,AUX,DET,115
AUX,AUX,PUNCT,115
ADV,ADP,NUM,114
CCONJ,ADJ,ADV,114
ADJ,PUNCT,PRON,113
NOUN,PUNCT,SCONJ,113
ADV,NUM,PUNCT,112
AUX,ADP,ADJ,112
VERB,AUX,AUX,112
PROPN,PRON,NOUN,112
PROPN,PROPN,AUX,112
ADP,ADV,CCONJ,111
PRON,PROPN,PUNCT,111
VERB,CCONJ,PUNCT,111
AUX,ADP,ADP,110
PROPN,VERB,NOUN,110
ADP,NUM,PROPN,109
CCONJ,PROPN,ADP,108
ADV,DET,VERB,108
PRON,CCONJ,VERB,108
PUNCT,INTJ,PUNCT,107
NOUN,AUX,NUM,106
ADP,ADV,ADV,106
SYM,VERB,PUNCT,105
ADJ,NOUN,DET,105
NUM,PUNCT,NUM,104
ADP,PROPN,NOUN,104
ADP,NOUN,ADJ,104
VERB,VERB,NOUN,104
ADP,ADV,ADJ,103
NOUN,NUM,DET,103
ADJ,CCONJ,AUX,103
ADP,CCONJ,NOUN,103
INTJ,PUNCT,PRON,103
ADV,AUX,ADJ,102
ADJ,VERB,NOUN,102
PROPN,NOUN,VERB,102
ADP,PUNCT,CCONJ,101
CCONJ,SCONJ,NOUN,101
PROPN,AUX,PUNCT,101
ADV,AUX,PUNCT,101
AUX,VERB,NOUN,101
PUNCT,ADP,NOUN,100
VERB,PROPN,DET,100
VERB,PUNCT,AUX,100
ADV,SCONJ,ADV,100
PRON,SCONJ,DET,100
PUNCT,ADJ,CCONJ,99
VERB,PUNCT,DET,99
NUM,ADV,DET,99
PRON,AUX,CCONJ,98
NUM,NOUN,DET,98
ADJ,SCONJ,ADP,98
PUNCT,VERB,ADP,98
ADV,NUM,ADP,98
ADP,VERB,NOUN,97
ADP,ADV,PRON,97
PUNCT,NOUN,AUX,97
CCONJ,PRON,PUNCT,96
NOUN,ADV,SCONJ,96
AUX,ADP,NUM,96
NOUN,PUNCT,NUM,96
VERB,AUX,SCONJ,96
NOUN,NUM,AUX,96
ADV,AUX,ADP,95
CCONJ,DET,VERB,95
ADP,ADV,VERB,95
ADP,PROPN,ADV,94
AUX,CCONJ,DET,94
PROPN,NUM,PUNCT,94
