lemma1,lemma2,freq
rood,liggen,1
vergelen,tapijt,1
goudkleurig,kroonluchter,1
plasma-tv,staan,1
springkasteel,staan,1
tien,verdieping,1
goed,keukenapparatuur,1
dier,zijn,592
dier,horen,601
vrije,natuur,190
leven,geven,23
directeur,willen,2
gelden,willen,35
paren,zijn,34
warm,hokken,28
trucje,doen,421
pats,tegenstribbelen,1
slag,weghalen,1
hulpeloos,dier,2
kind,misten,5
mening,zijn,201
vreemd,dier,254
normaal,dier,13
dier,gaan,262
groot,dier,75
geldspoor,zien,2
eiland,zien,14
big,horen,1
luiden,volgen,5
big,volgen,1
boerderij,maken,8
vriendin,roepen,4
goud,vallen,1
bomen,gebeurt,1
draaien,maken,3
pijn,hebben,424
bomen,gebeuren,1
gelden,komen,14
gelden,hebben,457
"900,000",hebben,1
ipad,vinden,13
leuk,vinden,184
kip,hebben,43
brood,bak,6
mens,komen,447
kippenvoer,kopen,1
ander,mens,666
stuk,gaan,107
snel,stuk,14
piratenschip,vinden,1
leuk,piratenschip,1
banen,hebben,85
blauwe,banen,2
rode,banen,2
zwarte,banen,2
baan,doen,4
tv,kijken,1103
tablet,kijken,4
voetballen,kijken,77
leuk,kijken,3
goei,club,7
tablet,vinden,20
klimrek,doen,2
leuk,klimrek,2
slechten,weer,391
proefjesmiddag,hebben,3
toffeethee,hebben,1
glas,dompelen,1
koud,wateren,18
glas,worden,1
warm,glas,2
glas,blijven,1
koude,glas,2
proef,uitproberen,1
het,maken,46
klas,lopen,21
groep,krijgen,34
lieven,groep,1
jong,zitten,20
jarig,jong,1
die,denken,8
glas,halen,4
wateren,halen,33
schoon,glas,1
meid,kauwen,1
half,uur,539
isis,leer,1
moeilijk,ding,25
vliegtuig,werken,120
nestje,bouwen,28
vliegtuig,vlieg,916
vliegtuig,tanken,103
worm,eten,96
wateren,drinken,464
cavia,hebben,38
brok,eten,398
kunstje,oefenen,9
dat,denken,70
doelen,hebben,15
leuk,hebben,28
circus,gaan,35
mens,gaan,495
gevoelen,hebben,177
zwemmen,leren,2
rog,zwemmen,2
jong,klim,1
verblijven,maken,10
idee,hebben,334
blinddoeken,krijgen,7
stilte,horen,1
doods,stilte,5
blinddoeken,afdoen,5
oog,geloof,27
opdracht,doen,64
vrije,opdracht,9
paard,rijden,27
kind,wonen,54
vriendin,hebben,331
vriend,hebben,807
vriendin,halen,22
tv-serie,spel,1
vriend,vinden,39
gitaar,spel,34
mooi,muziek,19
gitaar,hebben,18
verschillende,soort,397
elektrisch,gitaar,14
akoestisch,gitaar,9
tennisracket,doen,1
sporten,vinden,240
groot,heldin,3
fietsen,komen,34
fietsen,halen,35
nat,voet,109
tv,worden,1
tv,vinden,29
ander,huis,32
ding,vinden,121
zonnen,komen,39
zonnebril,halen,1
suikerspin,kopen,8
verhalen,hebben,29
mooi,verhalen,21
agente,gaan,4
boef,hebben,10
mes,hebben,38
slot,maken,9
gelden,liggen,7
agente,stappen,2
politie,roepen,10
agent,zijn,2
agente,pakken,2
pistool,pakken,26
stoppen,roepen,7
agent,gaan,3
hond,kunnen,181
commando,kunnen,3
ander,hond,454
opstel,houden,5
haai,noemen,2
witten,haai,16
zeehond,staat,1
camouflage,hebben,2
goei,camouflage,2
heel,wereld,404
haai,spoelen,1
hondshaai,spoelen,1
kleine,haai,1
haai,zijn,12
verschillende,haai,1
woord,schrijven,844
kind,zitten,74
woord,gebruik,249
project,openen,4
project,gaan,15
toneelstuk,zijn,7
leuk,toneelstuk,3
paard,stelen,25
kleuter,gaan,6
woord,bedenken,14
kleren,horen,1
stappen,nemen,5
brood,nemen,18
plak,leggen,139
kaas,nemen,1
plakje,leggen,127
stuk,doen,96
boter,smelten,68
brood,leggen,419
kaas,afsmelten,46
hokken,krijgen,285
geweldig,hokken,1
circus,verhuizen,1
dier,krijgen,625
ruimte,krijgen,112
kleine,ruimte,56
dier,mogen,157
gelden,verdienen,429
mens,vinden,1326
dier,doen,858
mens,raken,31
verzorger,willen,6
dierentuin,blijven,1294
ding,weet,56
nieuw,ding,105
dier,ontdekken,14
nieuw,dier,104
voetballen,vinden,315
lek,sliden,1
ballen,hebben,194
overtreding,maken,30
smerig,overtreding,1
vrije,tijd,353
kind,gaan,999
gelden,kosten,394
uitrusting,kosten,1
kind,kies,64
dagge,gaan,18
ruimen,hebben,1
dier,blijven,279
dier,weggaan,15
dier,komen,241
speciaal,vogel,1
aap,zien,25
dier,zien,843
hetzelfde,zien,19
groot,oceaan,3
dierenreservaat,blijven,1
hamster,hebben,9
die,heten,13
baby,zijn,28
keuken,past,1
uur,kijken,5
spelletje,doen,1201
veel,computeren,5
warm,weer,31
zus,zijn,34
ander,zus,17
band,laten,1
band,gaan,14
leuk,glijbaan,20
spannend,boeken,30
meester,vragen,10
sportcarrière,beginnen,1
later,sportcarrière,1
minpunt,zijn,10
kind,hebben,1897
paasdag,doen,1
broer,verzoeken,2
paasei,verzoeken,15
1ste,paasdag,1
één,paasei,1
er,hebben,81
negentien,hebben,1
2de,paasdag,5
heel,familie,261
kind,maken,234
eigen,huis,78
cadeau,geven,105
groot,cadeau,40
oma,weet,5
euro,krijgen,100
opa,maken,12
het,spel,56
touwtjespringen,kunnen,7
bezigheid,kunnen,1
favoriet,bezigheid,2
buskruit,doen,14
het,doen,216
botje,vinden,2
het,vinden,1028
ren,lijken,1
kind,willen,302
eigen,leven,65
fiets,pak,5
fiets,zet,17
optocht,beginnen,4
geachte,mevrouw,11
groot,veld,38
voetbal,fiets,3
kans,bestaan,3
conclusie,komen,2
voetbalveld,komen,7
vriendelijk,groeten,295
kei,vinden,11
verhalen,vinden,28
olifant,bedreigen,6
hetzelfde,vinden,15
hond,maken,208
mening,hebben,185
eigen,mening,133
band,hebben,105
goed,band,20
Romeins,tijd,31
tijd,zijn,67
ding,uitvinden,8
dierentuin,mogen,101
hokken,maken,107
spul,hebben,97
dier,bedreigen,88
één,leven,1
paren,meenemen,1
dier,brengen,50
kind,zien,238
paren,doen,4
twee,zijn,19
geluk,zijn,2
blauw,huis,7
huis,zijn,82
bord,pakken,131
kaas,pakken,142
koekenpan,pakken,19
deksel,doen,420
kleine,deksel,1
brood,smullen,237
lek,brood,26
ouder,weet,102
eigen,kind,24
lammetje,zijn,7
drinken,krijgen,25
lammetje,hebben,2
hellen,hebben,3
wol,hebben,3
schape,zijn,7
lammetje,geboren,20
juffrouw,optillen,1
lam,optillen,3
boten,zinken,7
pakje,wegdrijven,1
piet,strooien,11
gelden,strooien,3
cakeje,bak,8
ijsje,eten,233
activiteit,zijn,20
vlotten,bouwen,1
fietsen,eten,2
survivallen,eten,1
baldwinhoeve,fietsen,1
bont,luiden,1
2de,groep,2
laten,groep,1
spul,pak,41
musical,kijken,2
klas,stem,1
omg,winnen,1
dreunen,komen,1
laat,dreunen,1
oorlog,zijn,83
oorlog,staat,1
doden,vallen,21
mens,zien,258
mens,springen,9
nieuw,helikopter,1
boos,stof,1
deur,gaan,189
ontbijten,halen,1
man,komen,320
het,worden,34
oog,doen,119
raam,zitten,3
donker,ruimte,8
voetstap,horen,61
boxershondje,bestaan,1
katten,val,6
staart,kwispelen,5
hond,willen,582
trucje,kunnen,49
leuk,trucje,31
dierentuin,sluiten,94
dier,willen,268
vrijheid,willen,21
hond,helpen,73
ja,lijken,5
hond,kijken,32
bruine,hond,19
witten,plek,1
witten,stippelhond,1
jessie,heten,4
ruigharig,dwergteckel,1
liefste,hond,46
hondenvoer,eten,42
hond,leer,158
ander,kamer,24
teef,krijgen,1
puppy,krijgen,155
kleine,hond,321
hond,zijn,866
groot,hond,505
ras,zijn,85
kleineren,ras,1
staren,hangen,2
krachtig,poten,1
koekje,krijgen,14
mond,hebben,85
groot,mond,18
brief,hebben,24
avontuur,beleven,93
spectaculair,avontuur,1
beroep,beleven,1
hard,beroep,1
onverwacht,ding,2
opa,vertellen,13
kleinkind,vertellen,1
leven,bereik,1
ding,bereik,1
fijn,leven,77
vriendin,meenemen,8
limonade,drinken,6
jong,zijn,338
ballen,zien,18
mooi,ballen,7
jong,gaan,76
vader,vinden,175
dag,gaan,81
nieuw,ballen,16
ballen,gaan,59
ballen,ophalen,10
vreemdelinge,komen,4
ballen,liggen,15
jongen,vroeg,2
ballen,brengen,7
geluk,brengen,9
circusdier,vinden,39
kunstje,doen,1888
dat,doen,153
dier,hoeve,64
politie,gebruikt,16
neuzen,hebben,207
goed,neuzen,55
hond,gebruikt,43
dief,spoor,2
huisdier,houden,3
inbreker,komen,12
idool,hebben,8
echt,idool,1
idool,kies,1
leeuwin,ontsnappen,31
directeur,gaan,7
eten,geven,252
kooi,vergeten,2
dag,zijn,88
paniek,zijn,4
leeuwin,lopen,7
verrassing,hebben,60
opa,zeggen,55
heel,goochelaar,1
beroemd,goochelaar,1
opa,vroeg,5
opa,kopen,1
kaartje,kopen,30
podium,zijn,2
groot,podium,6
groot,zaal,34
gordijn,gaan,4
show,gaan,8
hond,komen,284
show,beginnen,17
hond,gaan,464
mooi,pakken,10
doeken,gooien,1
tafelen,draaien,1
doeken,halen,4
weg,halen,9
denken,doen,2
creatie,maken,1
eigen,creatie,1
kerstman,zitten,28
pakje,brengen,43
riem,hebben,85
liter,drinken,3
koplamp,zet,1
garage,huren,1
koningin,komen,26
nieuw,koningin,24
gouden,ballen,24
werk,hebben,58
leuk,sporten,445
selectie,zijn,7
groot,selectie,1
wedstrijd,hebben,217
training,hebben,46
oma,bellen,9
oma,zien,27
ambulance,zijn,5
rug,hebben,13
112,bel,108
wiel,hebben,506
raam,zit,41
sturen,hebben,67
bellen,gaan,310
feesten,geven,56
harden,muziek,23
cool,feest,1
o,hebben,5
stuk,hebben,54
stoffen,hebben,4
zoeten,ding,1
taart,gooien,10
feesten,beginnen,49
cola,spuiten,1
stuk,komen,12
thuis,vroeg,3
moeder,vroeg,19
broer,brengen,9
lieve,vader,5
broer,wegbrengen,1
trap,klimmen,1
keihard,klappen,2
foto,maken,329
arm,doen,11
pijn,doen,805
arm,afbreken,27
harden,klappen,22
gips,krijgen,7
roze,gips,1
gips,mogen,3
huis,willen,60
mooi,huis,114
goed,voetbalclub,15
speler,spel,8
goed,speler,38
dier,slaan,180
goed,hokken,340
voeren,krijgen,49
goed,voeren,10
dier,aai,34
gevaarlijk,dier,85
zweepslag,geven,8
boom,staan,17
donker,winkelen,1
spellen,willen,8
bestfiernd,spellen,1
kleren,kopen,318
spellen,kopen,22
boomhut,maken,40
hotel,willen,3
stranden,gaan,5
zwembad,gaan,18
ijurn,willen,1
cupcake,maken,15
buur,hebben,69
een,hebben,415
haar,hebben,268
zwarte,haar,13
vacht,vinden,4
snorhaar,hebben,9
schattig,snorhaar,1
kraaloogje,hebben,5
heel,kraaloogje,1
schattig,kraaloogje,4
kleine,kooi,281
circus,oprichten,1
nieuw,circus,1
mens,doen,393
natuur,vinden,21
mens,slaan,35
gewoon,leefomgeving,2
alsjeblieft,stop,1
ruimtepak,doen,2
alien,zien,14
nok,zeggen,1
land,zit,3
mooi,dier,145
mens,eten,95
camera,plaats,1
vogel,zijn,157
verschillende,vogel,29
groot,vogel,40
kleine,vogel,16
adelaar,doorgaan,1
dier,gevang,24
erg,vinden,9
verschillen,zitten,29
leeuw,leer,3
dier,aanpassen,1
familie,eten,12
mens,krijgen,81
vrijheid,hebben,270
dier,dwingen,40
vlees,krijgen,36
verversen,vlees,2
wild,dier,380
eten,krijgen,839
kameel,hebben,4
woestijn,hebben,1
jungle,denken,1
rechten,hebben,132
persoonlijk,huisdier,1
dier,mishandelen,253
een,doen,44
dier,praten,31
vrijheid,krijgen,43
dolfijn,verdwalen,1
papa,worden,17
pfff,hebben,1
dier,meenemen,17
ander,voertuig,3
dier,merk,6
pil,krijgen,8
spel,hebben,125
leuk,spel,241
vader,willen,82
bril,hebben,45
hondenbrok,eten,155
snoep,krijgen,73
vliegtuig,zijn,412
vliegtuig,rijen,276
vliegtuig,loop,102
vliegtuig,vervoeren,484
mens,vervoeren,525
barbie,aankleden,2
haar,kammen,7
keileuk,vinden,7
leuk,spelletje,372
kind,doen,576
meester,zien,19
mens,gebruik,135
manier,gebruik,2
makkelijk,manier,11
meester,vinden,13
mens,houden,61
oud,mens,199
hoofdletter,gebruik,42
kladpapier,gebruik,1
boeken,pak,10
schrift,schrijven,4
lol,maken,102
kunstje,maken,52
tijd,hebben,413
mens,gedwongen,2
arm,dier,20
paasontbijt,maken,2
opa,zijn,50
paasei,verstoppen,52
papa,hebben,102
hond,doen,280
puppy,ren,2
pestkop,zien,14
pestkop,gaan,7
hond,laten,302
zonnen,gaan,35
mogen,zeg,3
jassen,mogen,4
lang,lichten,6
vogeltje,zien,1
huis,zien,127
veulentje,krijgen,1
vlinder,zien,3
spellen,spelen,91
rommelen,houden,1
project,hebben,32
ding,leren,114
klassenlunch,hebben,3
bord,meenemen,3
tafelen,staan,4
pindakaas,zien,1
biologisch,pindakaas,3
stelling,vinden,17
kind,type,69
scheldwoord,typen,1
fout,maken,418
kletsnat,komen,1
knie,hebben,131
kapot,knie,216
vader,vragen,93
het,gaan,39
meneer,zien,31
kater,zien,88
knie,krijgen,33
halster,vinden,1
gevang,nemen,3
mens,kies,13
donker,dag,7
discipel,wangeloven,1
het,wangeloven,1
paasver,halen,1
winkelen,zien,24
lievelingswinkel,schrikken,1
fietsen,zetten,113
winkelen,stormen,1
babylaser,kopen,1
laser,hebben,6
punt,hebben,157
scherpen,punt,15
scheuren,komen,56
kwaad,kunnen,70
hond,rui,138
kleur,hebben,349
verschillende,kleur,215
springruiter,willen,3
paard,vinden,101
kind,kijken,78
dier,verblijven,7
nadeel,zijn,111
krokodil,vinden,1
heel,dier,82
aap,vinden,40
apin,zijn,20
verstoppertje,spelen,51
heel,ding,122
klein,huis,62
één,keren,235
oogje,kijken,1
rooien,oogje,1
doodskop,zien,1
modeshow,doen,15
klas,doen,22
optreden,doen,22
groot,pauze,16
klas,gaan,79
prijsuitreiking,doen,1
poot,geven,54
aandacht,willen,27
maximaal,keren,9
rondje,draaien,37
stressen,hebben,9
gras,eten,46
ander,lengte,2
dier,zet,65
diersoort,uitsterven,31
dier,jagen,48
jaaginstinct,jagen,2
huuts,gestin,1
npos,gestin,1
mens,weet,147
het,hebben,51
prooi,vang,55
dier,protesteren,1
slak,hebben,8
sponsbop,vinden,1
stemmen,hebben,19
grappig,stemmen,1
grapje,maken,78
leuk,grapje,7
leuk,stemmen,1
echt,gras,4
half,veld,12
heel,veld,37
club,zijn,20
verschillende,club,7
kantine,hebben,9
uil,zijn,2
buil,wonen,1
groot,bebossen,36
uil,vang,1
buil,vliegen,1
buil,zitten,1
buil,beginnen,1
vriendinnetje,komen,3
lisa,rennen,1
vliegtuig,kunnen,1251
milieu,vervuilen,12
vliegtuig,leven,122
maandag,werken,1
papa,werken,19
nieuws,hebben,18
heel,outfit,1
bezoeken,hebben,9
poes,hebben,106
nieuw,poes,3
poesje,hebben,7
tomert,altieun,1
bei,maken,1
kevis,spel,1
pijn,krijgen,123
rimpel,zien,3
tijd,vallen,4
echt,verhalen,9
chocoladereep,willen,1
chocolademelk,regenen,1
huizen,zijn,26
heks,wonen,16
pech,hebben,94
rest,vinden,14
nootje,eten,3
pootje,hebben,36
vleugel,hebben,419
vogel,kraai,6
vacht,hebben,371
piloot,zitten,41
stiefbroer,komen,3
spul,kopen,58
brood,eten,141
paard,geaaid,2
stallen,lopen,2
paard,zijn,80
mama,vinden,82
heel,glijbaan,27
hoge,glijbaan,12
stuiterbal,hebben,1
mama,zaten,6
cadeautje,lage,18
neuzen,halen,161
fris,neuzen,203
zonnen,schijnen,306
riem,doen,52
hinkelen,gaan,2
plakje,doen,85
pan,pakken,204
piloot,zaten,1
piloot,breken,1
benen,breken,14
ander,landen,1
mens,dragen,125
boeren,zijn,10
circusdier,zit,4
dierentemmer,slaan,1
dier,luisteren,17
dier,doodgaan,43
klein,kooi,41
belangrijk,dag,8
podium,doen,1
open,podium,3
klasse,doen,2
ander,klasse,13
winnares,uitkiezen,1
knutselspul,zijn,1
spul,zijn,30
juf,hebben,192
spul,nemen,18
spul,halen,35
schare,hebben,1
die,lage,4
techniekles,krijgen,1
pot,laten,1
raket,maken,13
oppas,hebben,15
kleine,zijn,8
oor,flapperen,3
lieve,man,19
taaitaai,geven,1
ding,geven,16
sowieso,hebben,5
piet,noemen,1
schoen,legen,3
verjaardag,komen,5
film,vinden,45
zender,kijken,5
stom,zender,1
broer,vinden,74
ballen,zijn,20
dier,voelen,120
dier,gebruikt,61
dier,maken,230
tikken,krijgen,25
telefoon,hebben,681
waar,laten,6
kind,brengen,35
kind,halen,65
zus,hebben,270
moeder,heten,56
opa,heten,18
tante,heten,8
ander,tante,18
ander,oom,16
poesje,heten,3
één,doodbijten,1
hond,uitlaat,723
brokje,halen,1
waar,kijken,9
mens,kijken,146
dier,trainen,48
kapster,willen,11
papier,maken,14
high,geven,14
Duits,herder,28
kleinen,hond,11
vlek,hebben,30
mens,huilen,7
groot,hokken,917
kunstje,laten,31
moeilijk,kunstje,17
rusten,hebben,81
dier,bekijken,109
leeftijd,komen,1
dier,stop,38
hut,zien,14
kammen,zitten,1
geheim,kammen,1
liften,zitten,2
nemen,hebben,29
hulpje,hebben,11
circusleven,voelen,1
zwaar,circusleven,1
goed,leven,358
circus,komen,14
circus,hebben,38
tongen,hebben,39
bekken,hebben,55
grijs,kijken,1
katten,gaan,5
trucje,leer,280
circus,dwingen,4
opgroeien,gewennen,1
leven,vinden,11
verhalen,gebeuren,13
doolhof,maken,4
hout,plaat,1
groep,gaan,159
ander,lokaal,11
kind,bepalen,59
score,hebben,12
slechte,score,2
score,halen,8
goed,score,9
mens,zorg,40
toets,maken,10
apin,verdwijnen,1
olifant,zijn,48
moeder,worden,46
moeder,gillen,2
roofvogel,zijn,5
rode,oog,34
rooien,vogel,1
diersoort,zien,3
nieuw,diersoort,10
gamen,krijgen,6
nieuw,gamen,7
diersoort,heten,2
vriendin,blijven,12
film,kijken,652
vergelen,zetten,7
ijsje,krijgen,91
kleurig,ijsje,1
woordenboek,gebruik,8
alfabet,leer,2
Nederlands,vriend,2
have,leren,1
dierentuin,willen,30
kans,zit,3
kans,hebben,137
wereld,ontdekken,12
wonder,zien,2
dier,uitroeien,2
kind,kunnen,201
dier,kunnen,140
dier,lijden,17
dierenmishandeling,stoppen,4
dier,uitsterven,116
wat,doen,8
baviaan,doen,1
pestkop,zit,4
voorsprong,hebben,3
fietsen,vallen,41
scholen,zien,16
groot,ronde,11
fietsen,pak,70
uitgang,nemen,2
ander,uitgang,2
fietssleutel,zit,2
vuisten,krijgen,1
ei,verstoppen,54
buurman,helpen,3
buurman,zeggen,12
mollen,zeggen,3
ei,ophalen,1
groep,aangelopen,1
ei,gepakt,1
een,pakken,30
jongen,wilde,5
ander,jongen,36
buurman,worden,3
kapot,ei,2
groot,touw,2
buurman,wacht,1
verrassing,ophalen,1
groot,chocoladeei,1
chocolade-ei,gooien,1
zwerm,komen,5
wesp,afsteken,1
ei,zoeken,48
computertaal,gebruikt,5
kind,schrijven,369
woord,verkorten,6
spelfout,maken,122
kind,blijven,88
w8,gebruik,17
vogel,vlieg,532
ijzeren,vleugel,10
brein,hebben,15
hebben,hebben,55
hetzelfde,hebben,39
regenen,slaan,3
maag,knorren,3
deur,doen,443
vader,lopen,27
trappen,lopen,70
keuken,kijken,2
heel,keuken,5
muis,zien,48
kaas,willen,1
