pos1,pos2,pos3,freq
DET,NOUN,NOUN,16027
NOUN,NOUN,ADV,1786
NOUN,ADV,NOUN,1606
ADV,NOUN,NOUN,857
NOUN,NOUN,PUNCT,9478
NOUN,AUX,ADV,17160
ADV,ADJ,DET,2407
ADJ,DET,NOUN,10244
NOUN,CCONJ,DET,17165
CCONJ,DET,NOUN,39734
NOUN,ADP,DET,45856
DET,NOUN,PUNCT,103976
PRON,VERB,NUM,2256
VERB,NUM,NOUN,3785
NUM,NOUN,DET,821
NOUN,DET,NOUN,11818
AUX,ADV,VERB,11455
ADV,VERB,ADP,6843
PRON,AUX,DET,20414
ADJ,NOUN,CCONJ,12806
NOUN,CCONJ,VERB,13354
CCONJ,VERB,ADP,5930
VERB,ADP,DET,42063
ADV,AUX,PRON,38417
AUX,PRON,DET,7822
PRON,DET,NOUN,34377
ADP,DET,SYM,612
DET,SYM,SYM,261
SYM,SYM,PROPN,254
SYM,PROPN,PUNCT,509
VERB,ADV,NOUN,7718
ADV,NOUN,PUNCT,6322
ADJ,VERB,PRON,7564
PRON,ADP,DET,29938
PRON,ADV,ADV,32571
ADV,ADV,PUNCT,14583
NOUN,VERB,ADP,22164
VERB,ADP,NUM,1737
ADP,NUM,NOUN,6883
NUM,NOUN,PUNCT,9107
PRON,ADP,PUNCT,6005
ADV,VERB,VERB,5327
VERB,VERB,PUNCT,14528
NUM,NOUN,VERB,6018
NOUN,VERB,PRON,28274
VERB,PRON,VERB,11603
PRON,VERB,PUNCT,30143
NOUN,PUNCT,ADP,1514
PUNCT,ADP,PROPN,314
ADP,PROPN,PROPN,3559
PROPN,PROPN,PROPN,4465
PROPN,PROPN,PUNCT,7764
AUX,DET,PROPN,822
DET,PROPN,VERB,2261
PROPN,VERB,PUNCT,6962
VERB,PUNCT,ADV,2177
PUNCT,ADV,ADV,708
ADV,ADV,VERB,14256
ADV,VERB,PUNCT,26774
CCONJ,ADV,ADP,5305
ADV,ADP,NUM,1013
ADV,VERB,NOUN,4533
VERB,NOUN,VERB,4975
ADP,DET,PROPN,7884
DET,PROPN,AUX,1199
PROPN,AUX,PUNCT,795
VERB,PRON,NOUN,17130
PRON,NOUN,DET,1706
DET,NOUN,VERB,103990
ADP,PRON,PUNCT,7195
PRON,AUX,ADP,14756
AUX,ADP,DET,10630
PRON,ADV,VERB,21618
ADV,ADV,ADP,19658
ADP,DET,ADJ,21322
DET,ADJ,NOUN,54948
VERB,PRON,DET,19971
NOUN,VERB,PUNCT,70413
AUX,PRON,ADP,10824
PRON,ADP,NUM,1113
PRON,AUX,PRON,25262
AUX,PRON,ADJ,16728
PRON,ADJ,NOUN,12052
ADV,ADJ,ADV,4825
ADJ,ADV,ADP,2940
PRON,VERB,SCONJ,21610
VERB,SCONJ,DET,6367
SCONJ,DET,NOUN,18790
DET,NOUN,PRON,13809
NOUN,PRON,ADV,4739
ADJ,VERB,SCONJ,2514
VERB,SCONJ,PRON,23881
SCONJ,PRON,ADV,26356
VERB,VERB,ADP,4158
ADV,ADJ,SCONJ,7966
ADJ,SCONJ,PRON,10731
SCONJ,PRON,ADP,16465
PRON,ADP,ADJ,1750
ADP,ADJ,NOUN,7463
ADJ,NOUN,AUX,8777
NOUN,AUX,VERB,21974
AUX,VERB,PUNCT,25884
CCONJ,ADP,NOUN,4776
ADP,NOUN,CCONJ,14357
NOUN,CCONJ,NOUN,28457
CCONJ,NOUN,VERB,10937
VERB,PRON,PRON,22636
PRON,PRON,ADV,17584
ADV,ADJ,CCONJ,12428
ADJ,CCONJ,PRON,14001
SCONJ,PRON,PRON,15080
ADJ,VERB,CCONJ,8111
CCONJ,ADV,ADV,9402
ADV,ADV,NOUN,5913
ADV,NOUN,ADP,6225
CCONJ,NOUN,CCONJ,7539
NOUN,VERB,ADJ,5413
VERB,ADJ,ADP,5408
ADJ,ADP,PROPN,1541
ADP,PROPN,PUNCT,13410
PROPN,VERB,ADV,4464
VERB,ADV,ADP,18902
ADV,ADP,NOUN,13552
CCONJ,NOUN,ADV,6687
NOUN,ADV,CCONJ,2975
ADV,CCONJ,NOUN,1045
CCONJ,NOUN,AUX,5995
NOUN,AUX,ADP,5544
NOUN,ADV,PUNCT,21702
PROPN,AUX,DET,2788
AUX,DET,NOUN,28092
NOUN,VERB,CCONJ,32122
VERB,CCONJ,DET,9825
DET,NOUN,ADV,34885
ADV,CCONJ,DET,1220
NOUN,VERB,DET,11625
AUX,ADV,NUM,2237
ADV,NUM,NOUN,7202
NUM,NOUN,NOUN,2006
NOUN,NOUN,CCONJ,5048
DET,NOUN,NUM,1738
NOUN,NUM,NOUN,2065
PRON,VERB,SYM,610
VERB,SYM,ADJ,53
SYM,ADJ,ADJ,33
ADJ,ADJ,CCONJ,8241
ADJ,CCONJ,ADP,1995
CCONJ,ADP,VERB,3954
ADP,VERB,ADV,2735
ADV,ADP,PROPN,4297
VERB,PRON,ADJ,28954
PRON,ADJ,ADV,5302
ADJ,ADV,ADV,3021
ADV,ADP,PUNCT,7670
PRON,ADP,PROPN,4066
ADP,PROPN,DET,584
PROPN,DET,ADJ,730
CCONJ,VERB,PRON,10181
PRON,ADV,CCONJ,2746
ADV,CCONJ,PRON,4721
VERB,ADV,ADJ,13342
ADV,ADJ,ADJ,11596
ADJ,ADJ,ADP,6970
NOUN,ADP,PROPN,10995
PRON,ADJ,ADJ,11635
ADP,PRON,ADP,6973
ADJ,ADP,PRON,8612
VERB,ADV,ADV,24214
NOUN,CCONJ,ADP,7290
CCONJ,ADP,DET,14636
ADV,ADJ,ADP,17550
ADV,PRON,AUX,6036
AUX,ADJ,DET,1958
ADJ,DET,SYM,51
DET,SYM,NOUN,349
SYM,NOUN,PUNCT,839
PRON,ADJ,PUNCT,13007
VERB,ADP,VERB,6774
NOUN,NUM,SYM,185
NUM,SYM,SCONJ,11
SYM,SCONJ,PRON,79
SCONJ,PRON,VERB,12000
ADP,VERB,VERB,6985
VERB,VERB,ADV,3042
DET,NOUN,SCONJ,5065
NOUN,SCONJ,ADJ,232
SCONJ,ADJ,PUNCT,307
NUM,SYM,VERB,116
SYM,VERB,ADP,181
PRON,VERB,VERB,14036
VERB,ADP,NOUN,19571
CCONJ,NOUN,PUNCT,11313
NOUN,PUNCT,VERB,3915
PUNCT,VERB,PUNCT,4569
VERB,PUNCT,CCONJ,6707
PUNCT,CCONJ,NOUN,1409
ADV,VERB,ADJ,2850
VERB,ADJ,NOUN,5399
ADJ,NOUN,NOUN,2736
NOUN,PUNCT,NOUN,11871
PUNCT,NOUN,PUNCT,11933
VERB,PUNCT,NOUN,3229
NOUN,PUNCT,CCONJ,6123
PUNCT,CCONJ,CCONJ,41
CCONJ,CCONJ,CCONJ,46
CCONJ,CCONJ,PUNCT,69
VERB,PRON,SCONJ,4034
PRON,SCONJ,ADV,401
SCONJ,ADV,ADJ,697
DET,NOUN,ADJ,17630
NOUN,ADJ,ADP,3333
ADJ,ADP,DET,15308
NOUN,CCONJ,ADV,18331
CCONJ,ADV,VERB,40473
ADV,ADV,DET,10502
NOUN,ADP,ADP,7209
ADP,ADP,VERB,14447
ADP,VERB,ADP,5053
ADP,NOUN,PUNCT,28946
CCONJ,ADP,NUM,728
NUM,NOUN,ADJ,2913
ADP,PRON,SCONJ,446
PRON,SCONJ,NUM,335
SCONJ,NUM,PUNCT,55
NUM,PUNCT,NUM,1073
PUNCT,NUM,PUNCT,1078
DET,ADV,NOUN,1531
ADV,NOUN,VERB,8283
NOUN,VERB,ADV,19625
VERB,ADV,NUM,2584
ADV,NUM,CCONJ,646
NUM,CCONJ,PRON,887
ADV,ADV,PRON,6955
ADV,PRON,SCONJ,420
PRON,SCONJ,PROPN,152
SCONJ,PROPN,PUNCT,637
ADV,ADJ,PRON,2024
ADJ,PRON,ADV,657
ADV,VERB,CCONJ,10322
VERB,CCONJ,VERB,14179
CCONJ,VERB,PUNCT,7195
AUX,ADJ,ADP,6303
ADJ,ADP,ADP,7883
ADP,ADP,ADP,4496
CCONJ,ADV,AUX,18838
NOUN,ADV,DET,2868
NOUN,NOUN,VERB,6133
PRON,ADV,DET,9295
ADV,DET,ADJ,10369
ADJ,NOUN,VERB,22215
SCONJ,SCONJ,PRON,2002
SCONJ,PRON,ADJ,15250
VERB,ADJ,DET,2493
PRON,SCONJ,SCONJ,55
CCONJ,SCONJ,PRON,20522
ADJ,ADV,DET,1390
VERB,ADV,AUX,3224
PRON,AUX,NOUN,7728
AUX,NOUN,DET,282
PRON,ADJ,VERB,11244
VERB,VERB,PRON,14017
ADJ,NOUN,ADJ,2319
NOUN,ADJ,PUNCT,9694
SCONJ,PRON,NOUN,7830
NOUN,VERB,VERB,12402
VERB,VERB,VERB,2459
PRON,PRON,CCONJ,710
PRON,CCONJ,PUNCT,53
ADV,ADV,AUX,3680
ADV,AUX,NOUN,1509
AUX,NOUN,CCONJ,3053
CCONJ,VERB,AUX,974
VERB,AUX,SCONJ,837
AUX,SCONJ,PRON,2963
DET,NOUN,PROPN,2763
NOUN,PROPN,PUNCT,4259
NOUN,VERB,AUX,5694
VERB,AUX,ADP,1298
PUNCT,ADV,ADP,568
NOUN,PUNCT,PUNCT,3986
PUNCT,PUNCT,CCONJ,204
PUNCT,CCONJ,ADV,4677
ADV,VERB,SCONJ,3178
VERB,SCONJ,CCONJ,85
SCONJ,CCONJ,VERB,13
NUM,PROPN,ADP,215
PROPN,ADP,NOUN,1627
DET,PROPN,ADP,1137
PROPN,ADP,NUM,310
NUM,NOUN,AUX,1606
CCONJ,DET,ADJ,6484
ADP,NOUN,NUM,6544
NOUN,NUM,PUNCT,4241
DET,ADJ,AUX,2197
ADJ,AUX,VERB,5881
DET,VERB,AUX,1087
VERB,AUX,VERB,1406
AUX,VERB,ADP,6936
NOUN,VERB,NOUN,7609
VERB,NOUN,ADP,5047
ADP,DET,VERB,6048
DET,VERB,ADP,1211
VERB,NOUN,PUNCT,9934
PRON,ADV,SCONJ,1896
ADV,SCONJ,NOUN,1693
SCONJ,NOUN,VERB,1398
ADJ,CCONJ,ADV,8161
ADJ,SCONJ,NOUN,1941
SCONJ,NOUN,ADP,2812
NOUN,ADP,NOUN,20745
VERB,AUX,CCONJ,1565
AUX,CCONJ,NOUN,650
NOUN,AUX,ADJ,15449
AUX,ADJ,AUX,1065
ADJ,AUX,CCONJ,3859
AUX,CCONJ,VERB,511
CCONJ,VERB,CCONJ,4087
CCONJ,ADV,SCONJ,1283
ADV,SCONJ,PRON,9348
VERB,ADV,VERB,8580
PRON,AUX,CCONJ,762
AUX,CCONJ,ADV,2336
NOUN,ADV,VERB,9369
PRON,ADJ,ADP,10665
ADJ,ADP,VERB,6470
VERB,CCONJ,PRON,28700
CCONJ,PRON,PUNCT,872
VERB,NOUN,ADV,3263
NOUN,ADV,ADV,8636
PRON,AUX,VERB,17853
AUX,PRON,VERB,13841
PRON,VERB,CCONJ,12229
AUX,ADV,NOUN,4074
ADV,NOUN,ADJ,672
NOUN,ADJ,CCONJ,4246
ADJ,CCONJ,AUX,970
CCONJ,AUX,ADJ,886
NOUN,ADJ,VERB,5594
ADJ,VERB,ADP,4586
ADP,NOUN,ADP,11631
VERB,CCONJ,ADP,8750
CCONJ,ADP,ADP,1101
PRON,PRON,ADJ,9622
VERB,PRON,PUNCT,10910
PRON,NOUN,AUX,12446
AUX,VERB,DET,726
AUX,ADV,PRON,3365
ADV,PRON,NOUN,4611
PROPN,VERB,ADP,7017
VERB,SCONJ,ADV,2475
SCONJ,ADV,PUNCT,403
ADV,PUNCT,ADP,330
PUNCT,ADP,DET,1998
CCONJ,ADV,SYM,108
ADV,SYM,SYM,303
SYM,SYM,VERB,255
SYM,VERB,DET,89
VERB,VERB,DET,1342
DET,VERB,NOUN,4912
ADJ,ADV,SCONJ,627
ADV,SCONJ,DET,2241
PRON,PRON,NOUN,6318
ADJ,NOUN,ADP,17084
VERB,VERB,CCONJ,6955
VERB,ADV,CCONJ,2242
ADV,CCONJ,VERB,1646
NOUN,ADJ,NOUN,2543
PRON,SCONJ,PRON,3601
NOUN,VERB,PROPN,4379
VERB,PROPN,CCONJ,2971
PROPN,CCONJ,VERB,1183
CCONJ,VERB,DET,4122
VERB,ADP,CCONJ,1791
ADP,CCONJ,PRON,4232
CCONJ,PRON,NOUN,10789
PRON,VERB,NOUN,14071
NOUN,ADV,ADJ,6988
ADJ,SCONJ,DET,2770
VERB,ADJ,ADJ,4929
ADJ,CCONJ,SCONJ,1679
SCONJ,PRON,DET,12379
NOUN,ADP,PUNCT,13694
AUX,ADJ,PUNCT,13322
VERB,CCONJ,NOUN,9890
DET,PRON,ADJ,232
PRON,ADJ,CCONJ,5475
ADJ,CCONJ,DET,3244
ADP,PRON,ADJ,4561
VERB,PRON,CCONJ,2560
PRON,CCONJ,VERB,1049
ADJ,AUX,ADJ,469
ADP,ADP,CCONJ,2387
ADP,CCONJ,NOUN,858
VERB,DET,ADJ,10119
DET,ADJ,ADP,2751
ADJ,ADP,NOUN,6849
VERB,ADJ,CCONJ,2367
CCONJ,ADV,CCONJ,617
VERB,ADP,PUNCT,3107
PRON,AUX,SCONJ,734
NOUN,AUX,CCONJ,2880
AUX,CCONJ,PRON,3503
CCONJ,PRON,ADV,2435
AUX,PRON,NOUN,11982
AUX,ADJ,CCONJ,7242
ADJ,ADP,ADV,1218
ADP,ADV,DET,1473
ADV,PRON,ADV,3113
ADV,ADJ,NOUN,9062
ADJ,NOUN,ADV,5060
CCONJ,ADP,PROPN,1628
ADP,PROPN,AUX,2464
PROPN,AUX,ADV,3307
AUX,ADV,DET,7571
ADV,DET,ADV,278
DET,ADV,ADJ,573
NOUN,CCONJ,CCONJ,378
CCONJ,CCONJ,ADP,87
CCONJ,ADP,ADJ,885
AUX,VERB,CCONJ,12485
AUX,ADJ,SCONJ,2575
ADJ,CCONJ,CCONJ,100
CCONJ,CCONJ,SCONJ,47
CCONJ,SCONJ,ADV,1196
SCONJ,ADV,DET,2309
AUX,ADV,AUX,1468
ADV,NOUN,CCONJ,3839
ADV,AUX,ADJ,903
AUX,ADJ,NOUN,3294
ADJ,VERB,VERB,2830
ADV,VERB,DET,12912
PRON,ADP,VERB,10949
ADV,AUX,PROPN,1070
AUX,PROPN,ADP,608
PROPN,ADP,DET,3868
PRON,NOUN,ADV,7705
CCONJ,PROPN,VERB,5654
PROPN,VERB,PRON,6751
NOUN,NOUN,ADP,4552
PRON,NOUN,ADJ,4136
ADV,ADP,CCONJ,2523
ADP,CCONJ,DET,1074
PROPN,VERB,DET,3301
ADV,ADP,PRON,10717
VERB,ADJ,ADV,3168
ADP,PRON,PROPN,609
PRON,PROPN,PUNCT,1075
PRON,ADV,PRON,5050
PRON,ADV,AUX,4805
ADV,AUX,VERB,6840
PROPN,PUNCT,VERB,1041
PUNCT,VERB,ADP,840
VERB,PUNCT,ADP,1301
PUNCT,ADP,VERB,332
CCONJ,ADP,PUNCT,642
VERB,AUX,ADJ,2456
NOUN,AUX,PRON,15619
ADP,VERB,AUX,4260
ADJ,PUNCT,CCONJ,2915
PUNCT,CCONJ,PRON,7511
AUX,PROPN,NOUN,202
PROPN,NOUN,VERB,963
VERB,PRON,AUX,2051
NOUN,PRON,VERB,5779
VERB,CCONJ,CCONJ,304
CCONJ,CCONJ,VERB,120
CCONJ,VERB,SCONJ,1149
PRON,ADJ,AUX,9357
ADJ,AUX,SCONJ,1658
AUX,SCONJ,ADV,395
SCONJ,ADV,NOUN,1208
NOUN,VERB,SCONJ,6647
VERB,SCONJ,NOUN,5767
SCONJ,NOUN,NOUN,627
NOUN,ADP,ADJ,2879
ADP,PRON,ADV,2863
ADV,VERB,NUM,1024
NUM,NOUN,ADV,1722
VERB,CCONJ,SCONJ,5623
NOUN,PRON,ADJ,2902
ADJ,AUX,ADP,2629
NOUN,SCONJ,PRON,6529
VERB,SCONJ,PUNCT,657
SCONJ,PUNCT,ADP,106
ADP,DET,PRON,992
DET,PRON,NOUN,1193
ADV,CCONJ,ADP,760
NOUN,AUX,AUX,1909
AUX,AUX,VERB,712
AUX,VERB,SCONJ,2966
ADJ,AUX,AUX,1933
AUX,AUX,PUNCT,1113
ADV,PRON,PRON,3345
NOUN,ADJ,ADJ,3289
ADJ,ADJ,AUX,3082
ADJ,AUX,PUNCT,8083
VERB,ADV,PRON,8381
ADV,PRON,ADP,6790
PRON,ADP,NOUN,13018
VERB,ADP,ADP,6285
ADJ,NOUN,SCONJ,2155
NUM,SYM,NOUN,470
PRON,PUNCT,PROPN,279
PUNCT,PROPN,PUNCT,7321
PROPN,PUNCT,PROPN,7179
PUNCT,PROPN,CCONJ,1997
PROPN,CCONJ,PROPN,9820
CCONJ,PROPN,PUNCT,4127
NOUN,PUNCT,SCONJ,938
PUNCT,SCONJ,VERB,147
SCONJ,VERB,PRON,422
VERB,PRON,PROPN,1881
PRON,PROPN,CCONJ,620
SCONJ,ADP,NUM,61
ADP,NUM,VERB,529
NUM,VERB,PRON,969
VERB,PUNCT,DET,797
PUNCT,DET,NOUN,4440
NOUN,PROPN,NUM,87
PROPN,NUM,VERB,293
NUM,VERB,PUNCT,1396
VERB,PUNCT,PRON,2815
PUNCT,PRON,VERB,7677
ADV,PUNCT,ADJ,314
PUNCT,ADJ,NOUN,1377
AUX,ADJ,VERB,4716
CCONJ,ADP,PRON,3684
CCONJ,NOUN,NOUN,1207
NOUN,CCONJ,PUNCT,659
AUX,ADJ,ADV,3391
ADJ,ADV,PUNCT,4427
CCONJ,VERB,NOUN,1575
VERB,NOUN,CCONJ,5647
ADV,AUX,ADV,3055
ADP,PRON,CCONJ,2399
PRON,CCONJ,PRON,3682
NOUN,ADV,ADP,7245
AUX,ADJ,PRON,894
ADJ,PRON,VERB,1610
DET,ADJ,CCONJ,2260
CCONJ,ADV,ADJ,4188
NOUN,NOUN,ADJ,1160
PRON,ADV,NOUN,4968
PRON,PRON,PUNCT,1981
NUM,ADJ,NOUN,1050
NOUN,ADP,NUM,3032
NUM,NOUN,ADP,6675
NOUN,CCONJ,NUM,1732
CCONJ,NUM,NOUN,2573
NOUN,CCONJ,PROPN,3168
NOUN,ADP,AUX,1873
ADP,AUX,VERB,4968
ADJ,ADV,VERB,3141
ADJ,AUX,PRON,3965
VERB,ADJ,AUX,340
ADJ,ADJ,VERB,5690
ADJ,SCONJ,VERB,284
SCONJ,VERB,PUNCT,542
ADV,PUNCT,VERB,1076
VERB,PUNCT,VERB,5430
PUNCT,NOUN,VERB,1900
NOUN,SCONJ,VERB,242
ADP,NOUN,AUX,4760
PRON,SCONJ,ADP,109
SCONJ,ADP,DET,1752
NOUN,PRON,DET,1337
PRON,ADP,CCONJ,2586
ADP,CCONJ,ADV,3189
CCONJ,NOUN,ADP,4233
PUNCT,ADV,VERB,3126
PRON,ADV,PUNCT,13231
ADV,PUNCT,PUNCT,1397
NOUN,PROPN,AUX,709
VERB,PUNCT,PUNCT,2928
ADV,VERB,PROPN,4180
VERB,PROPN,ADP,2576
INTJ,INTJ,ADV,151
INTJ,ADV,VERB,539
CCONJ,ADJ,VERB,3166
ADJ,VERB,PROPN,1101
NOUN,PUNCT,PROPN,2388
PRON,PUNCT,DET,161
ADJ,PUNCT,PUNCT,1395
VERB,PROPN,PUNCT,10280
CCONJ,INTJ,PRON,444
ADP,CCONJ,VERB,4403
NOUN,ADV,PRON,4451
ADV,PRON,DET,1295
ADP,ADJ,AUX,390
ADJ,AUX,DET,1005
AUX,ADP,NUM,816
NOUN,AUX,PUNCT,6425
ADV,ADJ,AUX,7074
AUX,CCONJ,SCONJ,1145
PRON,VERB,AUX,4619
VERB,AUX,ADV,3042
PRON,ADJ,PRON,1234
ADJ,PRON,ADP,1405
ADP,PRON,AUX,1958
VERB,CCONJ,ADJ,3544
CCONJ,ADJ,ADV,1146
ADJ,DET,ADJ,1724
PRON,NOUN,NOUN,2325
CCONJ,ADV,PRON,2227
PRON,PRON,VERB,13538
ADP,ADV,ADV,924
ADV,ADP,ADP,5486
NOUN,ADP,CCONJ,5849
ADP,NOUN,VERB,15718
AUX,PRON,PRON,9782
ADP,VERB,PRON,2758
ADV,PRON,ADJ,2984
AUX,ADP,PRON,4324
ADV,ADP,ADJ,1950
ADP,ADJ,PUNCT,1293
ADP,CCONJ,ADP,2821
ADP,NOUN,ADV,2958
ADJ,VERB,NOUN,945
VERB,NOUN,NUM,289
NOUN,ADP,SYM,444
ADP,SYM,PROPN,86
PUNCT,VERB,DET,1487
PUNCT,SCONJ,PUNCT,136
PROPN,PUNCT,SYM,431
PUNCT,SYM,PUNCT,1462
SYM,PUNCT,CCONJ,192
ADV,NUM,NUM,65
NUM,NUM,NOUN,187
NOUN,CCONJ,SCONJ,2775
VERB,AUX,PRON,8966
ADJ,ADP,CCONJ,1473
ADP,CCONJ,AUX,310
CCONJ,AUX,VERB,644
AUX,VERB,ADV,2287
VERB,VERB,AUX,1157
VERB,AUX,PUNCT,4643
PRON,ADV,PROPN,536
ADV,PROPN,CCONJ,511
PROPN,CCONJ,ADJ,463
ADV,NOUN,PRON,1460
NOUN,PRON,PRON,4205
VERB,SCONJ,PROPN,810
SCONJ,PROPN,ADJ,241
PROPN,ADJ,ADP,384
VERB,NOUN,SCONJ,550
NOUN,SCONJ,NOUN,1422
SCONJ,NOUN,CCONJ,1191
CCONJ,NOUN,PROPN,697
NOUN,PROPN,ADV,363
PROPN,ADV,PRON,285
ADP,CCONJ,ADJ,340
CCONJ,ADJ,NOUN,5050
VERB,VERB,ADJ,1082
PRON,CCONJ,ADV,1449
PRON,ADP,ADV,1202
PROPN,NUM,PROPN,662
NUM,PROPN,PUNCT,805
NOUN,PRON,NOUN,2955
PUNCT,PRON,AUX,6108
ADP,ADJ,NUM,554
ADJ,NUM,VERB,218
PRON,NOUN,PROPN,2279
NOUN,PROPN,VERB,1775
CCONJ,NUM,PUNCT,383
PUNCT,NUM,CCONJ,184
NUM,CCONJ,NUM,1290
CCONJ,NUM,ADV,107
NUM,ADV,VERB,242
AUX,VERB,PRON,5800
ADJ,NOUN,PRON,2310
ADV,ADV,NUM,2466
ADV,NUM,ADJ,304
ADV,DET,VERB,842
AUX,NOUN,VERB,4816
CCONJ,ADJ,ADJ,1575
PROPN,NOUN,NOUN,254
PUNCT,PUNCT,NOUN,307
PUNCT,NOUN,SYM,182
NOUN,SYM,INTJ,28
SYM,INTJ,PUNCT,337
NOUN,PUNCT,ADV,2118
PUNCT,ADV,AUX,1727
AUX,PRON,PUNCT,1820
NOUN,PUNCT,PRON,3724
PUNCT,PRON,SYM,18
PRON,SYM,ADP,81
SYM,ADP,PROPN,271
VERB,ADP,PROPN,7608
SYM,ADV,VERB,128
PUNCT,SCONJ,ADV,227
SCONJ,ADV,ADV,1498
DET,ADJ,VERB,3557
VERB,CCONJ,AUX,1859
CCONJ,AUX,ADV,1270
ADJ,SCONJ,ADV,1148
ADV,NOUN,AUX,2197
NOUN,AUX,SCONJ,1120
SCONJ,PRON,SCONJ,309
PRON,DET,VERB,744
ADP,PROPN,VERB,5090
SCONJ,PRON,AUX,3986
CCONJ,VERB,ADV,5432
NOUN,ADJ,AUX,3920
PRON,PRON,ADP,6804
VERB,ADV,SCONJ,4941
PRON,DET,ADJ,9542
ADJ,VERB,ADV,2252
PUNCT,CCONJ,SCONJ,1415
ADJ,VERB,AUX,2847
ADV,ADV,SCONJ,2176
CCONJ,ADJ,ADP,1400
ADJ,ADP,AUX,1283
ADP,AUX,CCONJ,494
ADJ,ADV,AUX,1307
ADV,AUX,PUNCT,825
CCONJ,ADP,AUX,1636
ADP,AUX,PRON,2885
ADV,PRON,PUNCT,1490
VERB,ADJ,VERB,1416
PROPN,CCONJ,DET,1814
ADJ,SCONJ,ADP,930
SCONJ,ADP,VERB,492
CCONJ,PRON,ADP,1271
ADJ,ADP,ADJ,1397
ADP,ADJ,VERB,754
NOUN,NOUN,PRON,593
PUNCT,NOUN,CCONJ,3652
ADP,PUNCT,CCONJ,970
PUNCT,CCONJ,ADP,1315
ADJ,ADV,ADJ,4156
ADJ,VERB,ADJ,363
ADP,VERB,NOUN,831
VERB,NOUN,NOUN,1311
NOUN,NOUN,NOUN,1756
NOUN,AUX,NOUN,6038
AUX,NOUN,ADJ,758
ADJ,NOUN,PROPN,1054
NOUN,PROPN,NOUN,282
VERB,ADP,ADJ,2871
ADP,ADJ,PROPN,208
ADJ,PROPN,PUNCT,987
PROPN,AUX,ADP,1517
AUX,ADP,PROPN,2004
PROPN,AUX,ADJ,2693
PROPN,AUX,PRON,3817
VERB,ADP,SCONJ,612
ADP,SCONJ,ADV,216
ADP,VERB,SCONJ,2483
SYM,VERB,PRON,306
INTJ,VERB,DET,230
AUX,ADP,ADV,524
ADP,ADV,ADP,1571
CCONJ,ADP,SCONJ,122
ADP,SCONJ,PRON,2622
ADP,PRON,PRON,2085
AUX,CCONJ,ADP,645
AUX,CCONJ,AUX,199
CCONJ,AUX,PRON,2305
DET,PROPN,CCONJ,1817
VERB,ADJ,PRON,1064
CCONJ,PRON,ADJ,1926
NOUN,AUX,PROPN,1806
AUX,PROPN,CCONJ,1301
PROPN,CCONJ,PRON,5745
NOUN,PROPN,PROPN,1270
VERB,NOUN,ADJ,4193
AUX,ADP,NOUN,4729
ADP,NOUN,DET,1110
DET,PROPN,PUNCT,4137
PROPN,PUNCT,NOUN,1566
CCONJ,VERB,ADJ,1630
ADJ,NOUN,DET,1001
NOUN,DET,PROPN,365
PROPN,ADP,ADJ,200
PROPN,CCONJ,ADV,2702
PRON,NOUN,PRON,2339
NOUN,CCONJ,ADJ,4179
VERB,PRON,NUM,1475
PRON,NUM,NOUN,3027
NUM,NOUN,PRON,559
NOUN,PRON,AUX,2513
ADV,INTJ,PRON,188
PRON,ADJ,SCONJ,3124
