lemma1,lemma2,freq
mens,vallen,10
politie,doen,12
weinig,doen,11
ze,gestraft,4
Politici,vragen,1
minister,vragen,2
die,willen,385
wet,maken,16
kind,aangepakt,1
Kinderen,halen,1
minister,hopen,4
ouder,gaan,26
ze,brengen,137
ik,leren,172
mond,houden,117
groot,mond,28
dat,zeggen,597
dat,kán,8
ik,kán,3
ik,roep,63
ding,roep,1
ik,zeggen,1758
Kelly,zakken,1
treurig,gezicht,6
vervelend,ding,7
ik,blijven,262
enorm,stom,1
zigeuner,trekken,1
elfje,trekken,2
Nona,knikken,3
ik,snapen,189
het,snapen,71
ik,geven,370
je,geven,389
voorbeeld,geven,58
ander,voorbeeld,7
meneer,zeggen,192
Niels,vallen,2
wandrek,vallen,1
wie,hebben,161
pijn,hebben,43
Nona,zeggen,47
’,denken,12
Niels,liggen,1
meneer,knikken,7
chocola,gebruiken,1
kind,gebruiken,10
vast,vorm,6
vloeibaar,vorm,3
welk,bezoeken,2
jij,bezoeken,3
vredesconferentie,komen,1
Maaike,komen,3
die,komen,357
schoolplein,lopen,4
Melanie,stoof,1
ze,beginnen,263
opmerking,maken,19
vervelend,opmerking,6
Jochem,halen,2
schouder,halen,194
je,Trek,6
niks,Trek,2
Melanie,grijnsde,1
echtpaar,zien,1
laat,spreken,1
Jochem,spreken,2
hij,ophalen,7
hart,ophalen,2
Melanie,beginnen,1
militair,term,1
‘,zien,15
slagschip,zien,1
hij,roepen,255
ze,zinken,2
eigen,antwoord,15
klein,katt,1
gevlekken,katt,1
ze,leven,102
ze,zwemmen,41
tijd,brengen,8
ze,doden,12
ze,beschermen,40
je,doen,1804
Team,geven,1
antwoord,geven,258
-Dat,klinken,9
we,doen,645
zaak,ontploffen,1
ik,lust,41
kip,lust,3
ik,prik,5
kip,prik,1
ik,steelen,1
kip,steelen,1
verhaal,Herschrijf,1
Melanie,nemen,1
iets,nemen,14
laat,avond,12
datgene,krijgen,1
bijrol,krijgen,1
stap,lezen,50
wat,dichtknopen,1
losweken,dichtknopen,1
het,kunnen,387
’,gaan,44
Goos,gaan,22
blok,schuiven,1
kier,verschijnen,1
Goos,steken,1
heel,hand,7
hij,uitgillen,1
het,uitgillen,1
Dummie,zeggen,187
streep,Zet,277
ze,houden,314
potlood,houden,1
ze,pakken,181
het,pakken,26
ze,schrijven,161
iets,schrijven,42
het,worden,759
Floor,zitten,4
zij,maken,40
tekening,maken,95
ze,tekenen,36
huis,tekenen,7
waar,wonen,7
oma,wonen,7
het,hebben,976
raam,hebben,9
groot,tuin,19
Joost,doen,12
ze,spelen,155
ze,stampen,8
trap,stampen,3
Izabel,lopen,2
bellet,rinkelen,1
kind,komen,91
ze,marcheren,4
ze,komen,877
ober,komen,3
oud,ober,5
hij,vragen,558
harmonie,roepen,1
Joost,roepen,39
meneer,snauwen,3
harmonie,marcheeren,1
griezelig,geluid,3
je,dobbelen,4
woord,dobbelen,2
je,praten,124
goed,kletskous,1
wet,gaan,3
dat,moeten,138
we,moeten,179
Tim,veegen,2
zweetdruppel,veegen,1
voetbaltas,pakken,1
‘,Weet,88
je,Weet,508
wat,vinden,786
erg,vinden,4
we,verliezen,28
verschil,verliezen,2
bal,schieten,28
ik,hebben,3335
één,helft,24
bal,geplukt,1
vriend,zeggen,14
diep,zucht,29
Hoorde,geloven,1
wie,kijken,8
zij,zien,37
fee,zien,2
mus,hebben,2
plan,hebben,96
ze,vliegen,72
Romein,zien,2
Rome,zien,2
keizer,willen,5
dat,worden,152
stad,liggen,63
Constantinopel,worden,1
Constantinopel,heten,1
toeteren,schriken,1
havenmeester,schriken,1
hij,horen,350
gerammel,horen,1
zwaar,ketting,3
Muis,helpen,1
geploeter,regelen,1
werk,bestaan,2
regenjas,doen,2
het,regenen,169
Kees,roepen,12
ik,zien,1579
ster,zien,18
zon,schijnen,104
ik,komen,729
ik,geboren,27
mimmoun,zeggen,1
dat,weten,716
iedereen,weten,91
Kinderen,weten,3
kind,aanstaan,1
apparaat,aanstaan,1
energiebedrijf,onderzoeken,1
dat,hebben,315
groot,energiebedrijf,1
apparaat,zetten,2
ze,gaan,1578
energiebedrijf,vinden,1
wat,willen,498
ik,willen,2950
Daan,vragen,21
iedereen,roepen,21
piloot,antwoorden,1
Daan,antwoorden,2
klas,klapt,1
ding,zijn,57
ik,gaan,2085
ik,weten,2274
bel,gaan,66
je,onderverdelen,1
werkwoorden,onderverdelen,1
sterk,werkwoorden,2
zwak,werkwoored,5
onregelmatig,werkwoored,2
laat,letter,27
heel,werkwoord,59
deelwoord,eindigen,9
je,laten,478
deel,bestaan,16
groot,deel,141
opleiding,hebben,5
ze,proberen,169
geld,verdienen,254
ze,verkopen,88
spul,zelfgemaakt,1
zin,Maak,279
koud,bed,2
cultureel,grens,9
vliegtuig,landen,7
lang,reis,37
Napoleon,willen,2
iedereen,kiezen,7
achternaam,kiezen,2
hij,vinden,568
dat,vinden,776
hij,weten,530
wie,weten,164
hij,oproepen,14
man,oproepen,6
beroep,hebben,23
iemand,hebben,81
Kree-barbaren,vermoorden,1
afgezant,vermoorden,1
intelligentie,voortleven,1
iets,veranderen,58
ik,leven,43
keus,hebben,25
ander,keus,5
jij,doen,335
rijk,vernietigen,1
leger,vallen,5
chaos,komen,1
systeem,storten,1
weer,zijn,1
weerbericht,vertellen,2
weer,verwachten,2
je,willen,1457
avondvierdaagse,lopen,2
regenen,Gaat,1
warm,avond,2
je,houden,372
rekening,houden,52
mama,zeggen,194
ze,moeten,133
deur,hebben,10
glas,komen,4
hout,komen,4
meester,fluistren,4
het,uitverkopen,2
het,koop,2
je,zijn,670
je,wassen,35
rug,wassen,2
je,boenen,3
dat,mogen,162
speel,schat,1
je,plassen,6
Cameron,werken,1
je,stoppen,59
je,doe,103
boek,doe,23
Oo,roepen,1
ze,roepen,380
dokter,zitten,1
ander,kijken,13
haar,kijken,127
Peter,vragen,1
Brit,trilen,1
de,roepen,5
Hollander,beginnen,2
hem,vinden,178
Lodewijk,beginnen,1
zich,voelen,15
nieuw,land,29
koningin,verveelen,1
ze,vinden,844
het,vinden,918
ze,willen,1106
paleis,willen,1
koning,vervullen,1
wens,vervullen,5
hij,kopen,73
landhuis,kopen,1
ze,moppren,10
chemisch,afval,10
reus,staan,4
hond,staan,11
groot,hond,23
Piepje,maken,1
rug,maken,1
mug,maken,1
bol,rug,3
staart,maken,2
hem,zet,61
je,kennen,242
ze,kennen,86
badeend,kennen,1
geel,badeend,1
waar,knijpen,1
je,knijpen,6
ze,piepen,3
die,piepen,1
badeend,maken,1
douane,ontdekken,1
buis,zitten,4
die,zorgen,76
eend,piepen,1
buis,losraken,1
kind,doorslikken,1
ze,doorslikken,2
klein,kind,63
douane,besluiten,1
buis,weghalen,1
één,weghalen,1
badeendjes,verkopen,1
rijt,Lees,14
hij,trekken,204
krokodillenmasker,trekken,1
het,duwen,12
deksel,smeet,1
hij,keek,135
drie,keer,47
ebbie,zien,1
gipsen,lappen,1
stuk,hingen,1
losas,stuk,1
gat,zitten,23
Goos,vinden,19
hij,lijken,137
Ebbie,trekken,1
Goos,schuden,3
hoofd,schuden,318
ebbie,denken,1
hetzelfde,denken,16
Goos,keek,17
veen,leggen,1
je,schrijven,310
ik,níét,1
jongen,zijn,40
probleem,zijn,49
vriendelijk,jongen,1
fijn,jongen,2
die,bemiddlen,1
die,winden,1
meid,winden,1
vinger,winden,1
groot,droom,10
echt,acteur,4
ander,meid,21
je,kijken,407
speler,vinden,8
we,beginnen,108
jullie,willen,135
informatie,staan,27
waar,meedoen,5
je,meedoen,37
iets,zijn,173
we,gaan,1981
aantekening,maken,34
jullie,vertellen,31
wedstrijd,houden,21
reclame,houden,2
raden,houden,1
deel,Lees,5
één,deel,37
woord,kennen,35
ze,Schrijf,334
betekenis,Zoeken,7
woord,rijmen,6
Harry,ontmoeten,1
tovenaar,ontmoeten,1
gevaarlijk,tovenaar,1
avontuur,beleven,22
spannend,avontuur,13
Janna,nemen,1
maatregel,nemen,19
je,zweet,1
fel,lamp,4
je,ligen,16
mysterieuz,vlees,1
ik,staan,223
wij,gaan,189
oom,hebben,18
huis,hebben,69
ik,zitten,505
dit,schrijven,12
woord,schrijven,66
ze,Maak,11
ster,zijn,7
ander,ster,3
zij,lijken,4
ze,staan,475
ster,staan,2
direct,zonsondergang,1
helder,ster,2
morgenster,zien,1
echt,ster,4
planet,draaien,1
planeet,uitzenden,1
licht,uitzenden,4
zij,weerkaatsen,1
zonlicht,weerkaatsen,2
gras,bewegen,1
stil,gras,1
voet,Lopen,1
MUGGEN,TE,1
het,TE,3
JE,dENK,5
JE,BETER,1
zij,trouwen,5
lief,trouwen,1
dat,Stel,3
hem,willen,19
dik,buik,22
hemels,koeherder,1
tempel,Bestaan,1
die,wijden,2
dat,vragen,79
betekenis,geven,12
tegenstellen,betekenis,5
ander,woord,259
informatief,woord,9
juf,hebben,22
postbode-elastiekje,hebben,1
breed,postbode-elastiekje,1
ze,schieten,47
het,Komt,6
dun,elastiek,2
juf,maken,6
katapult,maken,1
ze,trekken,194
prop,trekken,1
ik,passen,14
het,overgaan,7
vorig,keer,66
we,bellen,37
hij,worden,397
vader,tilde,1
Spees,tilde,1
hem,brengen,61
lekker,water,3
heimelijk,triomf,1
nacht,vallen,6
tijd,vliegen,6
klok,lopen,2
glas,springen,1
Luuk,doen,3
hij,huilen,17
spel,hebben,6
nieuw,spel,6
Bram,zeggen,56
het,gaan,1777
je,Kom,48
Luuk,kijken,3
deur,trekken,23
welk,maken,5
het,maken,365
sprinkhaan,zitten,1
’,zitten,25
meneer,afwijzen,1
Tom,knikken,10
ze,zoeken,157
kast,zoeken,1
je,zoeken,175
hoofdgedachte,zoeken,3
oplossing,zoeken,8
samenvatting,maken,18
hij,hebben,1566
gezin,hebben,8
hij,werken,109
hij,willen,1044
hij,nemen,188
je,blijven,203
zin,Schrijf,79
je,vinden,1453
het,gebeuren,261
ik,moeten,340
moeder,zeggen,365
Joep,stampte,1
rood,trekt,1
vogel,trekt,1
vrij,boer,7
groep,zijn,12
klein,groep,15
boerderij,hebben,11
eigen,boerderij,7
eigen,grond,3
boer,houden,9
oogst,houden,1
wat,hebben,411
je,worden,347
zoon,worden,5
horig,boer,6
hij,spreken,51
Nederlands,spreken,18
hij,gaan,1018
opa,willen,9
rivier,vormen,2
bedr,vormen,1
alpinist,storten,1
ongelukkig,alpinist,1
arrestant,krijgen,1
a,krijgen,1
die,verdedigen,5
hem,verdedigen,2
die,houden,150
publiek,houden,3
me,kunnen,8
jullie,maken,71
lawaai,maken,43
vader,gaan,52
je,betalen,99
woord,Schrijf,557
goed,plaats,99
tastzintuig,bevinden,1
die,geven,114
informatie,geven,66
...,geven,2
veel,zitten,5
je,voelen,228
iets,voelen,33
Lotte,verkopen,1
cd',verkopen,3
Spelen,houden,3
riet,houden,1
toekomst,toekomen,1
moeite,meedoen,1
het,meedoen,9
land,willen,17
Olympische,organiseren,5
laden,zijn,1
land,laden,1
landing,laden,1
Olympische,willen,1
organisatie,organiseren,1
orgaan,organiseren,1
IOC,beoordelen,1
land,beoordelen,1
Nederland,hebben,42
Olympische,gaan,5
Nederlander,onderzoeken,1
Nederlands,onderzoeken,1
Nederland,onderzoeken,1
processie,zijn,1
precies,processie,2
zilversmid,aannemen,1
tapijt,aannemen,1
oud,zilversmid,1
mott,verwijderen,1
dood,mott,1
tapijt,kloppen,1
hij,pakte,22
het,pakte,2
hij,maken,442
reis,maken,41
ver,reis,7
hij,kleeden,3
markt,zien,1
hij,aangesproken,3
waar,gaan,28
tapijt,verkopen,2
hoeveel,hebben,9
tapijt,hebben,2
vrouw,vertellen,10
ze,betalen,105
roebel,betalen,2
zilversmid,zeggen,1
handelaar,leggen,2
hij,leggen,107
iets,leggen,9
wat,vragen,106
ik,vragen,308
ik,denken,1558
ik,afwachten,1
men,willen,10
wat,geven,53
mij,geven,8
ik,Weet,64
Brit,zeggen,12
Manon,kijken,2
het,zeggen,407
Meisjes,hielpen,3
moeder,hielpen,4
Puck,zeggen,81
we,lopen,98
school,lopen,9
ik,doe,24
allerliefst,doe,1
ik,hoeven,152
ze,zeggen,1811
haar,vertellen,26
wat,jaten,1
Sanne,jaten,1
Sanne,zien,5
rotgevoel,hebben,4
woord,bekijken,4
fout,zitten,9
fout,verbeteren,15
puzzelstuk,Leg,1
spreekwoord,krijgen,2
dit,Schrijf,16
New,zeggen,1
ik,zijn,1005
wastafel,zijn,1
klein,gat,2
ze,meenemen,45
het,meenemen,7
het,repareren,5
het,moeten,117
woord,betekenen,198
muis,betekenen,1
vleermuis,maken,3
niets,maken,46
ze,lijken,107
ze,voeden,4
jongen,voeden,2
vrouwtjesvleermuis,krijgen,1
jong,krijgen,6
tepel,hebben,3
jong,zuigen,1
melk,zuigen,1
ander,zoogdier,4
die,vliegen,38
Francesco,zien,1
land,zien,14
heel,land,85
hij,wonen,108
hij,zeggen,2409
niets,zeggen,176
rondleiding,geven,5
Bianca,lopen,1
groot,plein,22
klein,land,17
ze,wijzen,110
Zwitsers,garde,1
ik,Ken,6
jou,Ken,2
jij,zijn,154
naam,invullen,5
willekeurig,naam,1
je,lijk,7
wat,zitten,150
jij,zitten,67
gesprek,willen,3
goed,gesprek,7
ik,voorstellen,40
ik,overlijven,78
het,doe,343
jij,vinden,397
middelbaar,school,86
reactie,zien,5
tekst,Lees,552
antwoord,Schrijf,125
jullie,Hebben,56
slokje,neem,1
dat,kunnen,735
Grace,vertellen,1
wat,vertellen,184
stand,bijhouden,2
je,invullen,62
donorcodicil,invullen,1
mode,noemen,1
man,spelen,6
worst,heten,1
die,braden,1
we,braden,1
vorm,Schrijf,24
juist,vorm,48
bestelen,zijn,1
fabrikant,verdienen,2
arbeidershuisjes,bouwen,1
bruin,bubbel,1
precies,woord,2
het,hoeven,38
Vasco,vinden,1
weg,vinden,32
hoofdzak,staan,2
je,begrijpen,154
niets,begrijpen,33
tekst,begrijpen,15
tunnel,openen,1
lang,tunnel,5
Nederlands,stad,6
tunnel,liggen,1
tunnel,doormaken,1
verkeersoverlast,zijn,1
automobilist,mogen,1
jij,Weten,92
het,Weten,23
antwoord,schrijf,71
agente,laten,1
Spees,zijn,3
ik,holde,5
trap,holde,1
ze,vragen,503
ze,praten,104
agent,opsluiten,1
hem,opsluiten,6
hij,blaffen,3
ik,knikken,37
ik,doen,1432
hetzelfde,doen,48
je,lijken,78
verschrikkelijk,sneeuwman,2
ik,hoesten,3
mees,kijken,1
half,uur,82
’,afvragen,13
Hasna,geschrokken,1
hij,wijzen,164
Jackie,uitrenen,1
we,hebben,1126
geschiedenis,hebben,8
Tom.,mompelde,1
Isa,snakken,1
ze,lopen,592
marathon,lopen,3
zweet,lijken,1
Mike,laten,1
traan,laten,2
loop,laten,2
vrij,loop,3
Isa,sisen,1
Miezerig,huilebalk,1
ik,meegemaakt,13
wat,komen,117
je,komen,793
je,ademhaallen,2
kooldioxide,zitten,1
je,uitadmen,2
zuurstof,zitten,6
wat,weten,594
volwassen,praten,1
kind,praten,8
cool,man,1
-Dat,denken,4
jullie,vinden,141
Woorden,leren,3
je,Ken,95
woord,Ken,21
betekenis,bedenklen,3
betekenis,passen,7
wie,lopen,10
het,lopen,72
smal,strook,3
licht,staan,6
piepklein,licht,1
bericht,rolde,1
Holly,denken,8
ze,drukken,36
vat,ontploffen,1
zuil,gaan,1
rood,meter,1
vat,volgen,1
lucht,volgen,1
rap,tempo,3
Marokkaans,lucht,1
symfonie,denken,1
Artemis,denken,16
veilig,plek,33
uitzicht,belemmeren,2
je,vangen,14
olifant,vangen,1
ontsnappen,olifant,2
mening,geven,119
goed,veldher,1
Spanje,verzwakken,1
bestand,sluiten,1
dat,duren,59
oorlog,gaan,2
vrede,sluiten,14
vloot,verslaan,2
Spaans,vloot,2
einde,komen,17
tachtigjarig,oorlog,8
woord,afleiden,12
paars,woord,34
woord,verwijzen,17
wat,onderstreept,1
week,vergaan,1
afschuwelijk,week,1
niets,doen,208
wat,schrijven,83
ik,schrijven,99
ik,verzinnen,14
dialoug,verzinnen,1
die,begingen,1
heldendad,begingen,1
klem,trekken,2
ik,opschrijven,13
woord,opschrijven,8
laat,woord,35
ik,zuchtte,7
het,weten,852
titel,weten,2
STILTONIAS,weten,1
wij,spelen,12
hoofdrol,spelen,24
hij,protesteren,6
toneelstuk,willen,1
hysterisch,gilgen,1
je,Hou,87
kop,Hou,18
ik,vergeet,19
jij,willen,297
w-vraag,Stel,4
groot,feest,58
schoolfeest,worden,1
echt,festijn,1
deur,piepn,1
lamp,gaan,9
Tijn,opduiken,1
vrouw,staan,19
ze,kijken,656
niets,vragen,14
woord,horen,207
vriend,genezen,2
ik,krijgen,677
dollar,krijgen,9
jij,versieren,1
me,versieren,5
wat,zetten,17
het,kennen,25
trein,halen,6
je,renen,10
roltrap,renen,1
link,staan,3
mens,staan,50
mens,vinden,177
proef,starten,1
speciaal,voetstapap,1
voetstap,zien,3
rood,voetstap,1
je,stilstaan,5
groen,voetstapp,2
die,lopen,106
u,hebben,134
Adobe,hebben,10
deze,downloaden,11
u,downloaden,11
mens,lopen,39
ander,land,294
maker,hopen,2
Nederlander,leren,1
systeem,leren,1
lucht,zitten,18
het,zitten,182
chocomelk,zijn,1
warm,chocomelk,1
wie,willen,109
smoothie,willen,2
ik,opdrinken,2
dat,opdrinken,2
wat,leren,244
je,leren,633
je,Wist,51
kaart,kloppen,1
dat,leren,67
ik,laten,485
bromtol,draaien,1
ik,sla,34
luier,krijgen,1
schoon,luier,6
zinn,Maak,257
suiker,verbouwen,2
gebied,verbouwen,1
dat,zijn,436
mens,komen,252
zwerven,bestaan,1
tekst,horen,15
keer,staan,9
tekst,staan,36
je,hoeven,299
Job,meenemen,2
Bommel,meenemen,2
KOMETENHAVEN,VERHELDERBERGEN,1
mu-Zee-um,staan,1
Duits,tekst,1
Duits,woord,5
woordgrap,gaan,1
jij,hebben,330
kleur,hebben,92
het,Schrijf,398
blauw,broek,10
woord,passen,123
foto,laten,16
hoofdpersoon,kijken,1
tekst,lezen,173
opdracht,maken,118
NAAR,WENS,1
KLAZINAATJE,MIJN,1
je,zeggen,825
leerkracht,zeggen,6
je,spelen,154
kaart,knip,14
stapel,Maak,3
ieder,zet,1
pion,zet,3
oud,beginnen,4
je,gooi,20
je,Zet,37
pion,Zet,6
vak,Zet,4
je,gooit,36
je,pak,26
kaart,pak,2
je,leer,175
eruitzien,leer,3
wereldstad,eruitzien,1
wereldsted,zien,2
we,horen,86
hond,horen,8
stem,horen,93
ik,fluistren,26
‘,weggaan,1
je,kunnen,360
iets,zeggen,372
kamer,verlaten,5
telrijmpje,kennen,1
ik,stoot,3
teen,stoot,1
groot,teen,8
kop,willen,3
Dummie,roepen,26
juffrouw,zeggen,47
leeg,broodtrommel,1
leeg,beker,2
ik,eten,148
brood,eten,20
kind,Ghebben,1
tas,Ghebben,1
gouden,dwarsfluit,1
die,toepassen,2
je,toepassen,9
leesroute,Teken,2
Naomi,schrijven,1
boek,schrijven,78
Vol,ritme,1
dat,werken,44
toverboek,liggen,3
hij,slijpen,2
3,schrijven,1
mond,praten,3
neus,insteken,2
been,nemen,9
ze,maken,660
...,maken,2
pap,zijn,11
dat,gaan,413
jij,geven,37
ik,opsluiten,1
ze,opsluiten,13
ze,beloven,42
zin,Vul,10
vuurwerkgeluide,vinden,1
geschikt,vuurwerkgeluide,1
Lotte,schrijven,1
instructie,schrijven,1
meneer,verkopen,1
cd,verkopen,4
leeg,cd,4
ze,branden,11
stapel,branden,1
heel,stapel,4
Lotte,zitten,1
hoes,maken,1
geduldig,hoes,1
bord,maken,13
Ties,denken,5
ik,zet,114
cd,zet,4
gratis,cd,1
huisdier,wennen,3
winkel,doen,5
het,beginnen,129
Venus,draaien,1
zon,komen,30
helder,ding,1
planeet,zien,2
vlak,zonsopgang,1
iets,zien,129
wat,lijken,52
groot,ster,10
we,willen,247
dier,krijgen,21
kleint,krijgen,6
we,zorgen,35
nest,bouwen,18
holle,inrichten,1
zich,terugtrekken,5
iedereen,staan,22
kind,giechelen,2
ze,denken,445
meander,steken,1
vinger,steken,88
zin,beginnen,16
kaart,Leg,11
wie,beginnen,12
je,draaien,32
kaart,draaien,3
die,horen,286
je,hebben,2413
set,hebben,4
goed,set,2
je,leggen,50
die,leggen,41
degene,winnen,1
spel,winnen,9
VERLOREN,ZIJN,1
IDEE,HEEFT,1
jullie,brengen,22
we,hoeven,61
niets,toehebben,1
ik,herhalen,10
víer,vrijkaart,1
hij,mogen,55
Gilbert,houden,1
je,dacht,18
we,blijven,115
Lizzy,antwoorden,2
we,zitten,185
Gilbert,blijven,1
Pépé,snpen,2
het,snpen,43
we,komen,288
wat,zeggen,986
Pépé,zeggen,19
Lizzy,zeggen,4
scha,hoor,1
winke,las,1
stuk,las,7
aandacht,houden,7
gedachte,dwaalden,3
ze,halen,235
hem,tevoorschijn,1
ze,streelde,3
hout,streelde,2
schok,krijgen,7
ze,mompellen,23
Ajax,hebben,4
verliespunt,hebben,1
achterstand,bedragen,1
Ajax,spelen,10
wedstrijd,spelen,76
RKC,hebben,1
weinig,hebben,17
Anastasiou,scoren,1
team,tonen,1
kans,benutten,3
Ajax,krijgen,1
Babel,maken,1
actie,maken,3
aardig,actie,1
verschillend,speler,1
dit,vragen,7
Meander,vragen,11
veel,hebben,94
Sheila,zeggen,2
het,krijgen,176
ik,uitkijken,3
stal,laten,1
apart,stal,1
je,denken,839
vliegtuig,willen,2
vliegtuig,hebben,10
niets,hebben,109
Filips,doen,2
Willem,doen,5
dat,betekenen,396
iedereen,dood,1
hem,dood,1
ik,zoeken,210
soep,zoeken,1
ik,mik,5
doos,zoek,1
doos,zijn,12
vader,drogen,1
zuiger,gaan,2
mooi,rapport,1
we,volgen,33
provincie,hebben,11
bestuur,hebben,7
nieuws,hebben,32
laat,nieuws,9
les,gaan,93
die,klinken,33
ze,bijten,23
opa,blaassen,1
ik,kocht,1
kasteel,kocht,1
wat,blijven,10
aardig,ding,5
filmpje,opgedoken,1
schandalig,filmpje,1
giftig,stof,22
dat,dump,1
ik,dump,3
dat,ruikken,5
carriÃre,gaan,1
politiek,carriÃre,1
niemand,stem,1
ik,omgaen,1
me,geven,26
Dummie,aarzelen,4
ezel,fluistren,1
hij,fluistren,97
hij,pakken,161
rol,pakken,3
nieuw,rol,4
dat,knooppen,1
ik,Gha,7
ik,bind,2
touw,bind,2
ezel,trekken,6
stuk,trekken,7
Goos,zeggen,130
puppy,eten,1
puppy,drinken,1
één,week,13
pap,kunnen,2
vier,week,1
speciaal,pap,1
die,laten,146
ze,geven,385
maaltijd,geven,5
hond,eten,5
jong,hond,14
pap,drinken,1
ze,drinken,42
spenen,aflopen,1
nieuw,huis,63
híj,weten,1
alles,gaan,98
alles,werken,4
jongen,gaan,31
schat,zijn,7
motor,gaan,3
organisator,bepalen,1
