pos1,pos2,pos3,freq
PRON,NOUN,ADP,611
ADJ,NOUN,VERB,601
ADP,PRON,PRON,598
VERB,PART,AUX,592
NOUN,AUX,ADV,592
CCONJ,ADV,PRON,590
ADP,ADP,DET,590
ADV,SCONJ,PRON,586
PRON,AUX,ADP,574
ADJ,PART,VERB,562
NOUN,VERB,DET,549
VERB,PRON,PRON,548
VERB,ADV,ADP,539
NOUN,ADP,VERB,539
AUX,VERB,ADV,536
PRON,DET,NOUN,527
PRON,ADP,PRON,508
NOUN,VERB,PRON,505
VERB,NOUN,NOUN,499
PRON,VERB,ADJ,497
ADP,PRON,ADP,495
PRON,NOUN,AUX,483
NOUN,ADV,ADV,481
NOUN,AUX,PART,480
VERB,ADP,ADJ,473
ADJ,NOUN,SCONJ,473
AUX,ADV,ADV,468
AUX,ADJ,ADP,462
NOUN,AUX,AUX,461
ADJ,NOUN,ADV,456
ADP,PROPN,PROPN,455
PART,VERB,ADV,454
PRON,NOUN,NOUN,447
AUX,ADP,DET,447
PROPN,PROPN,PROPN,446
ADP,PRON,AUX,443
INTJ,PRON,AUX,441
ADP,NUM,NUM,440
CCONJ,VERB,PRON,440
AUX,VERB,NOUN,439
PART,VERB,SCONJ,439
NUM,ADP,DET,437
ADJ,ADP,PRON,427
ADV,ADJ,ADP,420
ADP,DET,PROPN,420
NOUN,CCONJ,ADV,416
NOUN,VERB,NOUN,406
CCONJ,ADJ,NOUN,403
DET,ADJ,ADJ,399
VERB,ADV,ADV,393
ADV,ADV,VERB,392
NUM,NOUN,ADP,387
ADV,ADV,ADP,386
AUX,ADJ,PART,385
DET,ADV,ADJ,384
CCONJ,SCONJ,PRON,382
DET,DET,NOUN,382
NOUN,ADV,ADP,379
AUX,VERB,SCONJ,378
VERB,SCONJ,DET,375
ADV,ADP,PRON,375
VERB,ADP,PROPN,374
PRON,NOUN,CCONJ,365
ADJ,NOUN,PART,364
PART,VERB,PART,359
ADP,PRON,ADJ,358
DET,VERB,NOUN,358
AUX,SCONJ,PRON,357
PART,AUX,VERB,355
CCONJ,NUM,NUM,353
DET,NOUN,DET,350
NOUN,SCONJ,DET,348
NUM,NUM,NOUN,347
VERB,CCONJ,VERB,346
ADV,VERB,PART,346
NOUN,ADJ,NOUN,342
PRON,PART,VERB,341
NOUN,ADV,VERB,339
VERB,PRON,DET,338
AUX,PRON,AUX,337
NOUN,PART,NOUN,335
ADV,ADV,PRON,331
VERB,NOUN,CCONJ,329
ADP,NUM,NOUN,329
CCONJ,VERB,DET,329
INTJ,PRON,VERB,327
AUX,PART,ADV,323
NOUN,AUX,ADJ,323
NOUN,ADP,NUM,323
ADV,DET,ADJ,320
PART,ADV,VERB,319
NOUN,NOUN,ADV,317
NOUN,AUX,DET,314
ADJ,SCONJ,PRON,313
ADV,ADP,NOUN,312
PRON,VERB,VERB,312
NOUN,CCONJ,ADJ,312
CCONJ,VERB,ADP,311
ADP,PRON,VERB,309
PRON,ADV,ADV,307
NOUN,NOUN,SCONJ,306
NOUN,AUX,PRON,306
DET,NUM,NOUN,304
VERB,PRON,ADJ,303
VERB,NOUN,PRON,300
ADV,ADV,ADV,299
ADP,NOUN,VERB,293
PART,VERB,ADJ,292
PRON,AUX,NOUN,288
AUX,PRON,PRON,288
CCONJ,NOUN,ADP,285
DET,PROPN,PROPN,281
PRON,ADV,AUX,280
CCONJ,DET,ADJ,279
NOUN,ADP,ADP,272
NUM,NOUN,NOUN,269
ADV,VERB,NOUN,269
SCONJ,SCONJ,PRON,269
VERB,ADP,ADV,267
CCONJ,ADP,DET,266
VERB,PRON,PART,266
PRON,AUX,SCONJ,266
PRON,VERB,NUM,265
ADJ,PRON,AUX,263
AUX,AUX,DET,263
AUX,VERB,CCONJ,262
PRON,NOUN,VERB,262
CCONJ,NOUN,NOUN,261
ADP,PROPN,NOUN,260
ADP,SCONJ,PRON,260
ADP,NOUN,AUX,259
NOUN,VERB,ADV,254
ADV,ADV,ADJ,254
ADV,PART,VERB,253
ADV,AUX,VERB,252
PRON,NOUN,PRON,251
ADJ,CCONJ,ADJ,250
NOUN,PRON,ADV,248
CCONJ,PRON,ADV,248
ADP,DET,NUM,248
AUX,AUX,ADJ,247
PRON,SCONJ,PRON,244
ADP,VERB,DET,244
ADP,NOUN,SCONJ,243
NOUN,DET,ADJ,241
AUX,ADV,ADP,239
PRON,VERB,AUX,239
ADP,PRON,CCONJ,237
AUX,VERB,ADJ,237
VERB,NUM,NOUN,236
DET,PROPN,NOUN,233
AUX,ADP,NOUN,232
VERB,ADP,NUM,230
VERB,CCONJ,PRON,229
PART,AUX,ADJ,229
ADP,NOUN,ADV,229
PRON,ADP,NOUN,228
NOUN,NUM,NUM,226
VERB,ADP,CCONJ,225
NOUN,VERB,SCONJ,225
NOUN,NOUN,PART,223
VERB,NOUN,VERB,221
VERB,ADP,VERB,221
ADP,NOUN,PART,221
AUX,ADJ,NOUN,219
NOUN,VERB,PART,219
AUX,ADV,DET,219
ADJ,ADP,NOUN,218
ADJ,NOUN,DET,218
NUM,ADJ,NOUN,217
CCONJ,ADV,VERB,215
ADV,VERB,SCONJ,215
NOUN,CCONJ,ADP,214
VERB,ADV,ADJ,212
PROPN,PROPN,NOUN,210
VERB,ADV,CCONJ,207
ADP,PRON,ADV,206
NOUN,AUX,ADP,206
NOUN,ADV,PRON,205
PROPN,PROPN,VERB,204
DET,NOUN,ADJ,203
NUM,NOUN,PRON,200
VERB,ADP,SCONJ,200
ADP,VERB,NOUN,199
NOUN,ADP,ADV,198
CCONJ,ADV,ADV,198
ADP,ADP,NOUN,196
NOUN,AUX,SCONJ,196
PART,VERB,CCONJ,195
VERB,PRON,CCONJ,192
AUX,PART,ADJ,192
SCONJ,DET,ADJ,191
SCONJ,AUX,PRON,191
NUM,NUM,ADP,190
ADP,ADP,PRON,189
VERB,ADV,PRON,187
NOUN,PRON,NOUN,186
ADP,VERB,ADP,184
PRON,VERB,CCONJ,184
CCONJ,PRON,NOUN,183
AUX,PRON,NOUN,183
VERB,PRON,SCONJ,181
ADP,VERB,PRON,179
CCONJ,ADV,DET,179
AUX,PART,AUX,179
ADP,DET,VERB,178
NOUN,CCONJ,SCONJ,178
PRON,NOUN,PART,178
PRON,DET,ADJ,177
VERB,VERB,ADP,176
AUX,NOUN,ADP,176
ADV,CCONJ,VERB,176
AUX,AUX,ADV,173
PROPN,NOUN,NOUN,173
NOUN,VERB,ADJ,173
ADV,ADV,SCONJ,173
CCONJ,VERB,NOUN,172
PRON,CCONJ,PRON,171
AUX,ADJ,CCONJ,171
VERB,NOUN,ADV,170
ADV,CCONJ,PRON,170
CCONJ,NUM,NOUN,169
PRON,NOUN,ADV,169
SCONJ,NOUN,AUX,168
VERB,DET,DET,168
PROPN,PROPN,ADP,168
CCONJ,PRON,PRON,167
ADV,VERB,ADV,166
DET,NUM,NUM,166
NOUN,NOUN,DET,166
NOUN,ADP,SCONJ,165
SCONJ,PRON,ADV,163
PRON,AUX,NUM,163
VERB,ADJ,ADP,161
NOUN,PROPN,PROPN,160
CCONJ,ADV,ADP,160
ADP,NOUN,NUM,160
ADJ,NOUN,ADJ,159
NOUN,PART,AUX,159
PROPN,PART,NOUN,157
VERB,VERB,PRON,157
PRON,PRON,PRON,156
SCONJ,ADJ,NOUN,156
VERB,DET,NUM,156
VERB,SCONJ,NOUN,156
PROPN,PROPN,AUX,154
PROPN,AUX,VERB,154
VERB,NUM,NUM,153
AUX,PRON,ADV,152
ADP,PRON,DET,151
PROPN,PROPN,CCONJ,150
ADV,ADJ,SCONJ,149
ADV,PRON,PRON,149
AUX,PART,PRON,148
AUX,PART,DET,148
NUM,ADP,PRON,147
AUX,ADV,AUX,147
SCONJ,PRON,NOUN,147
VERB,NOUN,AUX,147
NOUN,ADV,AUX,146
PART,DET,NOUN,145
ADP,PRON,SCONJ,145
PART,VERB,VERB,143
AUX,DET,ADV,143
PART,AUX,DET,142
NUM,NOUN,ADV,141
NOUN,CCONJ,AUX,140
NOUN,ADV,CCONJ,140
SCONJ,ADP,DET,139
AUX,ADJ,SCONJ,139
ADV,ADV,DET,139
PRON,ADV,PRON,137
ADP,DET,DET,137
ADV,CCONJ,ADV,137
DET,ADJ,NUM,135
ADJ,CCONJ,PRON,135
VERB,NOUN,PART,134
PRON,VERB,PROPN,134
CCONJ,NOUN,CCONJ,133
VERB,NOUN,SCONJ,133
NOUN,ADV,SCONJ,133
VERB,DET,ADV,132
ADP,DET,ADV,131
NOUN,SCONJ,NOUN,131
CCONJ,NOUN,PRON,130
NOUN,ADJ,ADP,130
ADV,AUX,DET,129
AUX,ADV,PRON,129
NOUN,SCONJ,SCONJ,129
ADV,ADJ,PART,129
ADV,PRON,ADV,127
PROPN,ADP,DET,127
AUX,AUX,ADP,126
ADV,ADJ,CCONJ,126
PRON,NOUN,SCONJ,126
ADV,AUX,PART,125
PART,AUX,ADV,125
AUX,ADJ,PRON,123
AUX,VERB,AUX,122
VERB,ADV,DET,122
NUM,NOUN,CCONJ,122
ADV,PRON,NOUN,121
ADV,ADP,PROPN,121
DET,DET,ADJ,121
ADP,NOUN,DET,121
PROPN,PROPN,PRON,120
ADJ,PRON,VERB,119
PRON,PRON,NOUN,119
ADP,PROPN,CCONJ,119
ADV,ADV,CCONJ,119
VERB,VERB,DET,119
AUX,AUX,PRON,118
CCONJ,ADP,NOUN,117
ADP,PROPN,ADP,117
ADV,NUM,NOUN,116
ADV,SCONJ,DET,116
PROPN,PRON,AUX,116
AUX,PRON,ADJ,116
PRON,CCONJ,VERB,116
AUX,VERB,VERB,115
ADP,CCONJ,VERB,114
PROPN,ADP,PROPN,113
ADV,AUX,PRON,113
PRON,ADV,ADP,112
AUX,SCONJ,DET,111
ADV,NUM,NUM,111
ADP,PROPN,PART,110
DET,ADJ,CCONJ,109
CCONJ,NOUN,VERB,108
PRON,PRON,ADV,107
NOUN,NOUN,ADJ,107
VERB,PART,ADV,107
AUX,ADP,PRON,107
NOUN,AUX,NOUN,106
VERB,ADV,SCONJ,106
CCONJ,PROPN,PROPN,106
PROPN,PRON,VERB,104
SCONJ,NOUN,VERB,104
ADV,ADP,VERB,104
PROPN,VERB,ADP,103
PROPN,NOUN,ADP,103
PROPN,VERB,PRON,103
PROPN,NOUN,PRON,103
PART,NOUN,ADP,102
NOUN,PART,ADV,101
PART,ADJ,NOUN,101
CCONJ,PART,VERB,101
CCONJ,NOUN,AUX,101
AUX,VERB,NUM,100
PROPN,CCONJ,PROPN,100
ADV,ADP,ADJ,99
VERB,VERB,NOUN,97
CCONJ,ADV,SCONJ,97
VERB,SCONJ,ADP,97
PRON,ADP,ADP,96
VERB,SCONJ,SCONJ,96
INTJ,VERB,PRON,96
DET,NOUN,PROPN,96
VERB,AUX,PRON,96
ADP,ADJ,ADP,95
NOUN,NOUN,PROPN,95
PROPN,NOUN,VERB,95
CCONJ,NUM,ADP,95
CCONJ,AUX,PRON,95
PRON,ADV,ADJ,94
NOUN,NUM,NOUN,94
VERB,DET,VERB,93
AUX,NUM,ADP,93
NUM,NOUN,VERB,93
ADP,CCONJ,PRON,92
ADP,PROPN,PRON,91
PROPN,CCONJ,PRON,91
ADJ,DET,NOUN,90
DET,ADJ,ADP,90
AUX,PRON,DET,90
PROPN,NOUN,CCONJ,89
VERB,PROPN,PROPN,89
PROPN,NOUN,AUX,89
ADV,VERB,ADJ,89
SCONJ,PART,VERB,88
NOUN,ADV,ADJ,88
ADP,PART,VERB,87
NOUN,PRON,DET,87
ADJ,VERB,NOUN,87
ADP,ADJ,ADJ,87
DET,NOUN,NUM,86
ADV,VERB,CCONJ,86
VERB,SCONJ,ADJ,85
PROPN,VERB,DET,85
NUM,PRON,AUX,85
NUM,NOUN,DET,85
VERB,ADJ,ADJ,85
CCONJ,PRON,ADP,85
NOUN,VERB,CCONJ,85
PART,NOUN,NOUN,85
AUX,NUM,NOUN,85
ADJ,ADP,NUM,84
PART,VERB,NUM,84
SCONJ,PRON,PRON,84
ADP,NUM,ADP,83
ADP,ADV,ADV,83
NOUN,ADV,DET,82
NOUN,CCONJ,PART,82
NUM,PRON,VERB,82
PART,ADV,ADV,82
ADJ,ADP,ADJ,82
AUX,NOUN,NOUN,82
ADV,ADJ,ADJ,81
VERB,AUX,DET,81
PART,VERB,AUX,81
ADJ,NUM,NOUN,81
PART,DET,ADJ,80
AUX,AUX,AUX,78
ADP,ADV,ADJ,78
PART,PRON,AUX,78
NOUN,PROPN,NOUN,77
VERB,AUX,VERB,77
NOUN,CCONJ,NUM,77
AUX,NUM,NUM,77
VERB,ADV,VERB,77
NUM,ADP,NUM,77
PRON,ADJ,ADP,77
VERB,ADV,NUM,77
PRON,ADP,ADJ,76
NUM,NOUN,AUX,76
CCONJ,SCONJ,DET,76
VERB,INTJ,PRON,76
CCONJ,ADP,PRON,76
ADP,ADP,ADJ,75
VERB,ADP,PART,75
ADV,VERB,VERB,75
NOUN,NOUN,NUM,75
VERB,SCONJ,ADV,75
PROPN,PROPN,PART,74
NOUN,VERB,VERB,74
NOUN,PRON,ADP,74
VERB,NUM,ADP,73
PROPN,ADJ,NOUN,73
PRON,PROPN,PROPN,73
CCONJ,VERB,SCONJ,72
SCONJ,NOUN,NOUN,72
ADJ,ADP,VERB,72
ADV,ADJ,PRON,72
CCONJ,VERB,ADV,72
AUX,ADJ,ADV,72
ADJ,CCONJ,ADV,72
VERB,ADP,AUX,72
NUM,NUM,PRON,72
VERB,DET,PROPN,72
CCONJ,VERB,ADJ,72
NOUN,SCONJ,VERB,71
SCONJ,PRON,PART,71
ADJ,SCONJ,DET,71
NUM,PART,NUM,71
SCONJ,VERB,ADP,71
NUM,ADP,NOUN,71
VERB,PROPN,NOUN,71
ADV,ADP,NUM,71
ADJ,CCONJ,VERB,71
VERB,CCONJ,ADV,70
PART,PART,VERB,70
NOUN,CCONJ,PROPN,70
PRON,ADP,VERB,70
ADP,PRON,PART,69
ADV,ADJ,ADV,69
CCONJ,AUX,VERB,69
ADV,ADV,AUX,69
ADP,ADV,ADP,69
ADV,NOUN,NOUN,68
CCONJ,ADJ,ADP,68
CCONJ,VERB,PART,68
ADJ,NOUN,PROPN,68
NOUN,NUM,ADP,67
INTJ,DET,NOUN,66
ADP,NOUN,ADJ,66
SCONJ,ADV,PRON,66
AUX,ADV,NOUN,66
DET,ADJ,VERB,66
ADP,ADJ,CCONJ,65
NUM,NOUN,SCONJ,65
PART,ADV,ADJ,65
CCONJ,ADV,ADJ,65
ADP,ADV,PRON,64
PART,AUX,ADP,64
ADP,ADV,DET,64
PROPN,PART,VERB,64
VERB,AUX,SCONJ,64
ADP,NOUN,PROPN,64
ADV,NOUN,ADP,63
PROPN,NUM,NUM,63
NOUN,SCONJ,ADP,63
PROPN,ADP,NOUN,63
ADP,ADV,VERB,63
VERB,CCONJ,DET,63
ADP,SCONJ,DET,63
ADV,ADV,NOUN,63
NUM,DET,NOUN,62
AUX,PRON,ADP,62
AUX,ADP,ADJ,62
ADP,ADP,PROPN,62
VERB,NUM,ADJ,62
ADV,ADP,ADP,61
AUX,PROPN,PROPN,61
PART,PRON,VERB,61
PRON,AUX,CCONJ,61
ADJ,ADJ,ADJ,61
NOUN,ADP,CCONJ,61
NOUN,PART,ADJ,60
PART,NOUN,AUX,60
ADV,AUX,ADJ,60
PROPN,PROPN,ADV,60
PRON,AUX,PROPN,60
NOUN,AUX,NUM,59
NOUN,SCONJ,ADV,59
PRON,NOUN,DET,59
AUX,DET,NUM,59
DET,NUM,ADP,58
ADV,AUX,AUX,58
PROPN,AUX,DET,58
PART,VERB,PROPN,58
VERB,ADV,PART,58
VERB,ADJ,CCONJ,58
PRON,VERB,INTJ,58
VERB,PRON,PROPN,58
SCONJ,SCONJ,DET,57
SCONJ,PROPN,PROPN,57
PROPN,AUX,ADV,57
AUX,PART,ADP,57
SCONJ,ADP,NOUN,56
VERB,ADJ,SCONJ,56
VERB,ADV,NOUN,56
PROPN,NOUN,NUM,56
CCONJ,AUX,PART,56
NOUN,ADP,AUX,55
ADP,PROPN,AUX,55
DET,ADJ,PROPN,54
NOUN,ADV,PART,54
PART,NUM,NUM,54
VERB,NOUN,DET,54
VERB,ADV,AUX,54
ADV,VERB,NUM,54
ADP,ADP,NUM,54
CCONJ,ADJ,CCONJ,53
ADV,AUX,ADV,53
VERB,SCONJ,PROPN,53
VERB,CCONJ,SCONJ,53
NUM,NOUN,PART,52
AUX,AUX,NOUN,52
AUX,NOUN,VERB,52
VERB,ADJ,PRON,52
ADV,ADV,PART,52
PART,ADP,DET,52
AUX,ADV,PART,51
PART,ADJ,ADP,51
VERB,AUX,ADV,51
PROPN,SCONJ,PRON,51
PROPN,VERB,NOUN,51
NOUN,VERB,NUM,51
ADP,VERB,ADV,51
AUX,ADV,NUM,51
CCONJ,NUM,PRON,51
AUX,ADP,PROPN,51
NOUN,PRON,ADJ,51
ADJ,PROPN,NOUN,50
SCONJ,NOUN,ADP,50
VERB,AUX,ADJ,50
PROPN,AUX,PRON,49
ADP,VERB,ADJ,49
CCONJ,VERB,CCONJ,49
INTJ,ADV,PRON,49
DET,PROPN,ADP,49
PROPN,DET,NOUN,49
ADP,ADV,NUM,49
DET,ADV,VERB,49
ADJ,PROPN,PROPN,48
DET,ADJ,PRON,48
ADP,PROPN,VERB,48
ADJ,CCONJ,NOUN,48
CCONJ,ADP,ADJ,48
PRON,ADP,NUM,48
PRON,ADV,CCONJ,48
ADV,PRON,ADP,47
PRON,AUX,INTJ,47
ADJ,ADV,ADV,47
PRON,ADP,PROPN,47
NUM,NOUN,ADJ,47
AUX,NOUN,PRON,47
AUX,ADV,SCONJ,47
NOUN,ADV,NOUN,46
DET,PRON,ADP,46
NOUN,SCONJ,ADJ,46
CCONJ,NOUN,PART,46
NUM,NUM,ADJ,45
PROPN,PROPN,DET,45
ADV,NOUN,AUX,45
PRON,CCONJ,ADV,45
PART,AUX,PRON,45
ADV,NOUN,PRON,45
ADJ,PART,AUX,45
NOUN,VERB,PROPN,45
ADJ,CCONJ,DET,45
NOUN,SCONJ,PROPN,45
CCONJ,ADV,NOUN,44
PART,NOUN,VERB,44
VERB,NOUN,ADJ,44
PRON,ADV,SCONJ,44
VERB,VERB,ADV,44
PRON,PRON,ADP,44
VERB,CCONJ,AUX,44
CCONJ,PRON,ADJ,44
PRON,ADJ,ADJ,43
PRON,PART,AUX,43
ADJ,VERB,ADP,43
INTJ,SCONJ,PRON,43
ADP,PROPN,ADV,43
ADV,NUM,ADP,43
ADV,ADP,ADV,42
PART,ADV,ADP,42
ADP,PRON,PROPN,42
NOUN,PRON,PROPN,42
VERB,SCONJ,AUX,42
ADJ,ADP,PROPN,42
PART,ADV,DET,42
ADP,PROPN,SCONJ,42
VERB,SCONJ,VERB,42
SCONJ,PRON,ADP,42
PROPN,ADP,NUM,41
ADV,DET,NUM,41
NUM,NOUN,NUM,41
PRON,SCONJ,DET,41
DET,NOUN,INTJ,41
ADP,VERB,PART,41
NOUN,ADJ,CCONJ,40
AUX,ADP,ADP,40
PROPN,CCONJ,DET,40
AUX,DET,VERB,40
PRON,ADP,ADV,40
PROPN,ADV,VERB,40
PART,NOUN,CCONJ,39
NOUN,DET,DET,39
AUX,VERB,PROPN,39
VERB,VERB,PART,39
NOUN,PROPN,VERB,39
AUX,DET,DET,39
CCONJ,NOUN,ADV,39
NOUN,SCONJ,AUX,39
ADJ,VERB,PRON,39
AUX,AUX,NUM,38
INTJ,INTJ,PRON,38
SCONJ,PROPN,AUX,38
ADJ,NOUN,NUM,38
AUX,CCONJ,PRON,38
VERB,PRON,NUM,38
CCONJ,ADV,PART,38
SCONJ,ADJ,ADP,38
SCONJ,DET,PROPN,37
ADV,PRON,ADJ,37
PART,NOUN,PRON,37
PART,SCONJ,PRON,37
NUM,NUM,DET,37
DET,ADJ,ADV,37
ADV,CCONJ,DET,37
VERB,VERB,SCONJ,37
SCONJ,PROPN,VERB,37
PROPN,CCONJ,VERB,37
VERB,PART,DET,36
ADV,SCONJ,NOUN,36
ADV,NOUN,VERB,36
PRON,NUM,NOUN,36
CCONJ,ADJ,ADJ,36
SCONJ,AUX,DET,36
ADP,NUM,CCONJ,36
NOUN,AUX,CCONJ,36
DET,ADV,ADV,36
NOUN,INTJ,VERB,36
VERB,DET,PRON,36
ADJ,NUM,NUM,36
ADJ,AUX,PRON,36
PROPN,PART,ADJ,36
PRON,PROPN,NOUN,36
INTJ,PRON,NOUN,36
PROPN,AUX,PART,36
PROPN,NOUN,ADV,35
ADV,DET,DET,35
NOUN,AUX,PROPN,35
PROPN,NOUN,PROPN,35
NOUN,PROPN,CCONJ,35
ADP,AUX,ADV,35
SCONJ,ADP,PRON,34
PRON,ADV,DET,34
ADV,SCONJ,AUX,34
NUM,AUX,DET,34
PROPN,VERB,SCONJ,34
SCONJ,SCONJ,NOUN,34
ADP,ADJ,VERB,34
ADP,CCONJ,ADV,34
ADP,ADP,ADV,34
INTJ,CCONJ,PRON,34
ADJ,ADV,ADP,34
AUX,ADP,NUM,34
SCONJ,DET,DET,34
ADP,VERB,SCONJ,34
ADV,INTJ,PRON,33
AUX,NOUN,CCONJ,33
PROPN,CCONJ,NOUN,33
SCONJ,NOUN,PART,33
VERB,SCONJ,PART,33
ADV,NOUN,CCONJ,33
ADJ,ADV,PRON,33
ADJ,ADV,ADJ,33
PROPN,PROPN,ADJ,33
INTJ,AUX,PRON,33
VERB,AUX,PART,32
NUM,PART,VERB,32
NUM,SCONJ,PRON,32
PRON,ADJ,CCONJ,32
PROPN,NOUN,SCONJ,32
NUM,CCONJ,PRON,32
VERB,CCONJ,NOUN,32
DET,PROPN,ADJ,32
ADJ,ADP,ADV,32
ADV,AUX,SCONJ,32
CCONJ,NUM,ADJ,32
ADV,ADJ,VERB,32
CCONJ,PROPN,NOUN,31
PART,NOUN,PART,31
ADV,PROPN,PROPN,31
NUM,ADP,ADJ,31
AUX,ADJ,AUX,31
AUX,SCONJ,ADP,31
VERB,AUX,AUX,31
CCONJ,DET,DET,31
SCONJ,ADV,ADV,31
NOUN,VERB,AUX,31
CCONJ,NUM,CCONJ,31
DET,NUM,ADJ,31
PRON,NOUN,ADJ,31
PRON,CCONJ,DET,31
CCONJ,SCONJ,ADJ,30
VERB,CCONJ,ADP,30
PART,NUM,NOUN,30
ADP,CCONJ,ADP,30
ADV,VERB,AUX,30
INTJ,ADJ,NOUN,30
SCONJ,NUM,NUM,30
VERB,PROPN,PART,30
DET,PRON,NOUN,30
PROPN,ADP,PRON,29
NOUN,DET,PROPN,29
AUX,PRON,SCONJ,29
NUM,NUM,VERB,29
ADP,NUM,ADJ,29
PROPN,PROPN,NUM,29
ADV,CCONJ,ADP,29
PROPN,ADV,ADV,29
NOUN,NUM,PRON,29
PRON,CCONJ,SCONJ,29
PRON,ADJ,PRON,29
CCONJ,ADV,AUX,29
AUX,ADJ,ADJ,29
ADV,DET,ADV,29
ADP,NOUN,INTJ,29
PART,NOUN,SCONJ,28
PART,AUX,NOUN,28
AUX,AUX,SCONJ,28
CCONJ,SCONJ,AUX,28
ADP,ADP,VERB,28
AUX,ADJ,VERB,28
ADP,CCONJ,DET,28
PART,ADJ,SCONJ,28
ADP,AUX,DET,28
AUX,ADV,CCONJ,28
INTJ,DET,ADJ,28
AUX,SCONJ,SCONJ,28
NUM,NUM,AUX,28
NUM,CCONJ,DET,28
VERB,PART,PRON,28
SCONJ,DET,NUM,27
ADP,SCONJ,NOUN,27
AUX,DET,PROPN,27
SCONJ,ADV,SCONJ,27
INTJ,PRON,ADV,27
ADJ,ADJ,CCONJ,27
DET,ADJ,AUX,27
PROPN,NOUN,PART,27
PRON,ADV,PART,27
ADP,ADV,CCONJ,27
CCONJ,INTJ,PRON,27
PROPN,PROPN,SCONJ,27
CCONJ,CCONJ,PRON,27
AUX,AUX,PART,27
VERB,VERB,ADJ,27
ADV,PART,ADV,27
AUX,ADJ,DET,27
NOUN,PART,PART,26
AUX,SCONJ,NOUN,26
ADP,PROPN,ADJ,26
SCONJ,VERB,PRON,26
PRON,NOUN,PROPN,26
CCONJ,ADV,CCONJ,26
AUX,VERB,INTJ,26
NUM,CCONJ,ADV,26
NOUN,CCONJ,CCONJ,26
ADP,ADJ,PRON,26
ADP,SCONJ,ADJ,26
