pos1,pos2,pos3,freq
AUX,ADV,ADJ,1064
ADJ,NOUN,NOUN,3017
NOUN,NOUN,CCONJ,1805
NOUN,CCONJ,PRON,2171
DET,NOUN,SCONJ,1461
NOUN,SCONJ,PROPN,112
SCONJ,PROPN,AUX,69
PROPN,AUX,PART,105
AUX,PART,VERB,4041
PART,VERB,ADJ,573
VERB,ADJ,NOUN,1756
DET,NOUN,PRON,4112
PRON,VERB,ADV,1420
VERB,ADV,ADJ,316
ADV,ADJ,NOUN,1032
VERB,PRON,PRON,1109
PRON,PRON,ADP,62
PRON,ADP,PRON,900
ADP,PRON,ADJ,578
NOUN,AUX,ADJ,571
AUX,ADJ,SCONJ,265
ADJ,SCONJ,SCONJ,37
SCONJ,SCONJ,PRON,456
AUX,ADV,VERB,1770
VERB,NOUN,ADP,1800
CCONJ,NOUN,SCONJ,52
NOUN,SCONJ,DET,557
DET,NOUN,ADV,1566
NOUN,ADV,ADV,805
ADV,ADV,AUX,160
ADV,AUX,AUX,84
AUX,AUX,ADJ,492
NOUN,NOUN,ADP,2490
NOUN,ADP,ADP,420
ADP,ADP,DET,934
AUX,VERB,ADV,1022
VERB,ADV,AUX,89
ADJ,NOUN,ADV,707
PART,VERB,PART,697
VERB,PART,PRON,67
PART,PRON,VERB,177
AUX,VERB,DET,2417
ADJ,NOUN,SCONJ,762
ADV,ADV,PRON,532
VERB,ADP,PROPN,641
ADP,PROPN,AUX,156
PROPN,AUX,ADV,99
AUX,ADV,PRON,233
ADV,PRON,NOUN,193
PRON,NOUN,ADP,1026
CCONJ,PRON,VERB,2542
ADV,SCONJ,PRON,995
AUX,PART,ADV,571
PART,ADV,ADJ,142
ADV,ADJ,CCONJ,159
ADJ,CCONJ,VERB,137
CCONJ,VERB,ADJ,129
NOUN,NOUN,ADV,562
ADV,PRON,PRON,227
PART,VERB,SCONJ,842
VERB,SCONJ,DET,677
NOUN,NOUN,NOUN,2569
NOUN,NOUN,VERB,1362
NOUN,VERB,ADJ,360
CCONJ,DET,ADJ,476
ADV,PRON,VERB,1862
PRON,VERB,INTJ,161
VERB,INTJ,PRON,124
PRON,VERB,NOUN,1366
AUX,VERB,VERB,205
VERB,VERB,SCONJ,47
VERB,SCONJ,SCONJ,144
NUM,NOUN,ADP,855
ADP,PRON,AUX,717
VERB,PRON,NOUN,1787
DET,ADJ,NUM,308
ADJ,NUM,AUX,22
NUM,AUX,ADJ,14
NOUN,AUX,PART,901
AUX,PART,PRON,317
VERB,ADV,PRON,380
VERB,PRON,VERB,2363
AUX,VERB,PART,2485
VERB,PRON,NUM,64
PRON,NUM,NUM,52
NUM,NUM,NUM,1567
NUM,NUM,DET,87
NUM,DET,NOUN,159
DET,NOUN,PART,1719
VERB,SCONJ,PRON,2127
VERB,PRON,DET,611
PRON,DET,NOUN,975
NOUN,ADP,ADV,288
ADP,ADV,PRON,125
ADV,PRON,ADJ,44
ADJ,NOUN,NUM,86
NOUN,NUM,ADV,12
NUM,ADV,ADV,29
ADV,ADV,CCONJ,170
ADV,CCONJ,DET,66
ADP,NOUN,NOUN,1714
AUX,ADJ,PART,648
ADJ,PART,VERB,911
VERB,ADP,NUM,516
ADP,NUM,NUM,1178
CCONJ,NOUN,AUX,223
CCONJ,DET,NUM,43
DET,NUM,ADP,80
NUM,ADP,DET,642
NOUN,AUX,VERB,2968
AUX,VERB,PROPN,107
ADV,AUX,PRON,243
AUX,PRON,NOUN,324
PRON,NOUN,ADV,305
NOUN,ADV,AUX,189
NOUN,CCONJ,VERB,1311
VERB,ADP,ADP,1280
NOUN,NOUN,NUM,143
NOUN,NUM,NUM,431
NUM,NUM,CCONJ,1887
NUM,CCONJ,NUM,1923
CCONJ,NUM,SCONJ,32
NUM,SCONJ,NUM,4
SCONJ,NUM,AUX,6
NUM,AUX,DET,48
DET,ADJ,CCONJ,162
ADJ,CCONJ,NUM,10
CCONJ,NUM,AUX,31
NUM,NOUN,PRON,372
PRON,VERB,PART,2235
AUX,DET,DET,67
DET,DET,NOUN,611
VERB,PART,AUX,970
PART,AUX,VERB,745
VERB,VERB,PRON,266
VERB,ADJ,SCONJ,118
VERB,ADJ,PRON,107
ADJ,PRON,VERB,250
PRON,AUX,NOUN,424
AUX,NOUN,ADP,214
CCONJ,ADV,PRON,943
PRON,VERB,PRON,5567
PRON,DET,NUM,26
DET,NUM,NUM,360
VERB,ADV,ADP,873
ADV,ADP,VERB,192
ADP,VERB,PRON,332
ADV,VERB,ADP,1327
CCONJ,ADV,ADV,317
ADV,ADV,SCONJ,317
ADV,SCONJ,DET,209
VERB,VERB,ADP,289
ADP,ADP,NOUN,330
ADP,NOUN,ADV,371
NOUN,ADV,SCONJ,222
SCONJ,PRON,ADJ,38
AUX,VERB,NUM,231
VERB,NUM,ADJ,121
NUM,ADJ,ADP,21
ADJ,ADP,DET,971
ADP,DET,VERB,361
DET,VERB,PRON,14
VERB,PRON,ADJ,654
ADP,NOUN,AUX,422
VERB,NOUN,NOUN,969
NOUN,ADV,PRON,417
AUX,DET,PROPN,58
DET,PROPN,NOUN,540
NOUN,ADP,NUM,838
NOUN,CCONJ,ADV,787
CCONJ,ADV,CCONJ,36
ADV,CCONJ,VERB,261
VERB,ADP,PRON,2589
ADP,PRON,ADP,790
PRON,ADP,DET,1589
AUX,ADJ,ADP,822
ADJ,ADP,NOUN,334
PRON,NOUN,NOUN,734
NOUN,NOUN,SCONJ,475
NOUN,CCONJ,ADP,299
CCONJ,ADP,DET,374
PART,VERB,ADV,750
ADV,ADJ,DET,29
ADJ,DET,NOUN,151
PRON,NOUN,AUX,742
ADV,VERB,NUM,99
VERB,NUM,NUM,394
NUM,NUM,NOUN,808
NOUN,ADV,ADP,653
ADV,ADP,DET,1499
VERB,PRON,ADV,1050
AUX,ADJ,PRON,238
PRON,VERB,SCONJ,1391
CCONJ,ADV,DET,307
ADV,DET,NUM,67
DET,NUM,ADJ,44
NUM,ADJ,NOUN,498
VERB,DET,ADV,178
DET,ADV,ADJ,592
ADP,NOUN,CCONJ,1204
NOUN,CCONJ,DET,1251
ADP,PROPN,PART,153
PROPN,PART,CCONJ,12
PART,CCONJ,ADP,4
CCONJ,ADP,NOUN,194
CCONJ,PRON,ADP,153
ADP,NOUN,VERB,553
CCONJ,ADP,ADJ,61
ADP,NOUN,PART,355
ADJ,NOUN,ADJ,332
NOUN,ADJ,NOUN,708
NOUN,SCONJ,NOUN,182
SCONJ,NOUN,AUX,230
ADP,DET,ADV,218
DET,ADV,VERB,48
VERB,NOUN,SCONJ,219
SCONJ,DET,DET,44
CCONJ,PRON,PRON,252
DET,NOUN,DET,777
NOUN,DET,ADJ,393
ADJ,NOUN,DET,402
NOUN,DET,DET,48
INTJ,PRON,VERB,594
AUX,AUX,VERB,1557
ADP,DET,NUM,476
DET,NUM,NOUN,555
NUM,NOUN,NOUN,545
PROPN,NUM,VERB,2
NUM,VERB,SCONJ,10
SCONJ,PRON,NOUN,255
PRON,NOUN,VERB,486
NOUN,VERB,DET,1228
NOUN,PRON,NOUN,327
VERB,PRON,PART,458
PRON,PART,VERB,575
CCONJ,VERB,PRON,741
SCONJ,PRON,ADV,271
ADV,VERB,VERB,102
ADV,VERB,ADJ,168
AUX,ADV,PART,122
ADP,PRON,DET,225
PRON,DET,ADJ,341
VERB,AUX,PRON,221
PRON,AUX,NUM,296
AUX,NUM,NUM,193
CCONJ,NUM,NUM,837
PRON,NOUN,DET,108
PRON,PRON,ADV,186
VERB,PRON,SCONJ,338
PRON,SCONJ,PRON,484
ADP,NUM,ADJ,77
CCONJ,NUM,DET,34
CCONJ,SCONJ,PRON,633
VERB,ADV,ADV,648
AUX,VERB,AUX,232
NOUN,VERB,SCONJ,338
VERB,SCONJ,ADJ,120
SCONJ,ADJ,NOUN,253
PRON,INTJ,NOUN,3
INTJ,NOUN,PRON,16
AUX,VERB,NOUN,846
PRON,NOUN,PRON,457
NOUN,PRON,ADP,130
NOUN,PRON,ADJ,59
PRON,PRON,NOUN,190
PRON,PRON,PRON,240
NUM,NUM,ADJ,172
NUM,ADJ,SCONJ,8
ADJ,SCONJ,VERB,14
SCONJ,VERB,CCONJ,8
VERB,CCONJ,PRON,424
PRON,ADP,ADP,173
ADP,ADP,PRON,386
PRON,ADP,NUM,92
NUM,NUM,PRON,106
NUM,PRON,PRON,33
PRON,VERB,PROPN,249
VERB,PROPN,PART,92
PROPN,PART,VERB,181
PART,VERB,NOUN,1093
ADV,SCONJ,PROPN,33
SCONJ,PROPN,PROPN,132
PROPN,PROPN,PROPN,1184
PROPN,PROPN,AUX,347
PROPN,AUX,VERB,426
PRON,ADP,VERB,142
ADP,VERB,ADP,351
VERB,ADJ,ADP,277
ADJ,ADP,PRON,700
ADP,PRON,CCONJ,477
PRON,CCONJ,PRON,368
NOUN,DET,NOUN,1506
CCONJ,PRON,DET,35
NOUN,AUX,AUX,964
AUX,AUX,AUX,114
AUX,AUX,CCONJ,18
AUX,CCONJ,DET,16
ADJ,ADP,PROPN,70
PROPN,AUX,SCONJ,16
NOUN,ADV,CCONJ,206
ADV,CCONJ,PRON,290
VERB,ADV,DET,275
ADV,DET,ADV,35
ADV,ADJ,ADJ,107
ADJ,ADJ,ADJ,89
PRON,VERB,CCONJ,326
VERB,CCONJ,DET,131
VERB,PRON,CCONJ,373
PRON,CCONJ,VERB,204
CCONJ,VERB,VERB,58
PART,VERB,AUX,137
VERB,AUX,PART,80
AUX,AUX,DET,441
ADJ,ADJ,ADP,38
ADV,ADP,PRON,569
ADP,PRON,SCONJ,292
AUX,VERB,ADJ,495
ADJ,SCONJ,PRON,487
PRON,VERB,ADJ,746
VERB,DET,PROPN,220
VERB,ADP,ADV,450
ADP,ADV,SCONJ,35
CCONJ,VERB,DET,582
DET,NOUN,ADJ,416
NOUN,ADP,PART,46
ADP,PART,VERB,122
ADP,PRON,VERB,501
DET,ADJ,PROPN,123
ADJ,PROPN,PROPN,84
PROPN,PROPN,NOUN,559
PROPN,NOUN,PRON,216
ADP,ADJ,CCONJ,95
ADJ,CCONJ,PRON,238
ADP,ADV,ADV,150
ADV,ADV,ADP,654
NUM,NOUN,PROPN,53
NOUN,PROPN,PROPN,412
SCONJ,ADV,AUX,31
PRON,ADV,ADJ,124
ADV,ADJ,SCONJ,196
ADJ,SCONJ,AUX,15
SCONJ,AUX,DET,105
AUX,DET,NUM,119
DET,NUM,VERB,8
NUM,VERB,NUM,11
NUM,NOUN,DET,108
ADP,DET,PROPN,809
DET,PROPN,CCONJ,46
PROPN,CCONJ,PRON,180
ADP,NUM,NOUN,684
ADP,ADV,DET,89
ADP,ADV,VERB,96
NUM,PRON,AUX,153
AUX,DET,VERB,73
DET,VERB,NOUN,668
VERB,NOUN,ADV,267
ADP,CCONJ,ADV,50
CCONJ,ADV,AUX,62
ADP,CCONJ,PRON,181
NOUN,VERB,NOUN,831
NUM,NUM,ADP,326
NUM,ADP,NOUN,166
NUM,NOUN,AUX,156
NOUN,AUX,ADP,349
NOUN,NOUN,DET,290
CCONJ,ADP,PROPN,34
ADP,PROPN,PROPN,976
PROPN,PROPN,PRON,322
PROPN,PRON,NOUN,27
PRON,ADP,NOUN,497
NOUN,PRON,ADV,373
PRON,ADV,CCONJ,86
PRON,ADP,ADV,101
CCONJ,NOUN,PRON,197
VERB,PRON,PROPN,203
PRON,PROPN,PROPN,108
ADV,AUX,SCONJ,41
DET,NUM,PRON,21
NOUN,ADV,ADJ,150
SCONJ,DET,ADJ,318
ADV,ADJ,ADP,584
AUX,ADP,NOUN,345
CCONJ,ADV,ADP,263
VERB,VERB,PART,63
VERB,PART,ADJ,27
PART,ADJ,NOUN,223
VERB,AUX,DET,125
CCONJ,ADP,NUM,29
ADP,VERB,PROPN,25
VERB,PROPN,CCONJ,34
PROPN,CCONJ,ADV,43
VERB,AUX,NUM,13
CCONJ,NUM,ADJ,52
ADV,ADV,DET,220
ADV,ADP,NUM,147
PART,AUX,ADJ,309
ADJ,PART,AUX,63
PART,VERB,CCONJ,375
ADV,ADV,ADJ,302
VERB,ADP,SCONJ,298
ADP,SCONJ,PRON,386
NOUN,ADP,VERB,944
PROPN,NOUN,AUX,204
AUX,ADV,ADP,410
ADP,VERB,ADV,63
VERB,ADV,CCONJ,356
AUX,VERB,SCONJ,674
ADP,ADP,ADV,51
ADV,CCONJ,INTJ,3
CCONJ,INTJ,PRON,58
NOUN,ADP,CCONJ,101
ADP,CCONJ,AUX,11
CCONJ,AUX,PART,106
ADJ,NOUN,PROPN,135
NOUN,PROPN,AUX,62
PROPN,AUX,DET,103
DET,ADJ,INTJ,8
ADJ,INTJ,PRON,9
INTJ,PRON,PRON,35
AUX,AUX,PRON,172
NUM,NOUN,CCONJ,306
AUX,NOUN,CCONJ,65
CCONJ,VERB,NOUN,312
VERB,NOUN,VERB,355
VERB,ADJ,PROPN,31
ADJ,PROPN,NOUN,116
ADV,ADJ,PRON,125
ADJ,PRON,PRON,33
PRON,ADV,PRON,226
NOUN,PART,DET,32
PART,DET,NOUN,245
PRON,PROPN,VERB,32
PROPN,VERB,PRON,252
ADV,DET,DET,44
DET,DET,DET,14
CCONJ,DET,PROPN,80
DET,PROPN,PROPN,622
PROPN,NOUN,VERB,209
ADJ,PROPN,ADP,29
PROPN,ADP,DET,218
PROPN,NOUN,NOUN,437
PRON,NOUN,CCONJ,585
ADJ,ADP,NUM,179
ADP,NUM,DET,13
AUX,ADV,AUX,283
ADV,AUX,VERB,393
ADJ,ADP,ADJ,137
ADP,ADJ,PART,13
PRON,ADP,SCONJ,55
ADP,SCONJ,DET,104
AUX,ADV,NUM,124
ADV,NUM,CCONJ,19
CCONJ,NUM,ADP,184
NUM,ADP,PRON,223
VERB,ADV,NUM,156
ADV,NUM,DET,8
ADP,ADJ,ADP,138
ADP,PROPN,ADP,214
ADP,NUM,ADP,122
NUM,ADP,NUM,168
ADP,NUM,ADV,11
NUM,ADV,ADP,24
ADV,ADP,ADP,84
ADP,ADP,NUM,118
ADP,NUM,CCONJ,68
NUM,CCONJ,PRON,78
CCONJ,ADV,NUM,49
ADV,NUM,NOUN,229
NUM,NOUN,ADV,271
ADV,ADV,ADV,438
PART,DET,PROPN,8
PROPN,NOUN,SCONJ,65
INTJ,ADP,DET,59
ADV,AUX,ADP,48
CCONJ,ADJ,CCONJ,54
VERB,PART,CCONJ,21
PART,CCONJ,PRON,20
SCONJ,NOUN,PART,55
NOUN,AUX,CCONJ,58
AUX,CCONJ,NOUN,9
ADV,CCONJ,ADV,202
CCONJ,PRON,CCONJ,34
AUX,CCONJ,PRON,64
VERB,NOUN,PROPN,55
PROPN,PROPN,VERB,405
PROPN,VERB,NOUN,90
VERB,NOUN,AUX,259
PRON,NOUN,ADJ,60
NOUN,ADJ,VERB,27
ADJ,VERB,ADP,50
CCONJ,ADV,PART,38
VERB,NOUN,DET,99
NOUN,CCONJ,AUX,265
AUX,PART,INTJ,10
ADJ,SCONJ,ADP,15
SCONJ,ADP,DET,239
AUX,PRON,SCONJ,35
AUX,PART,ADJ,367
PART,ADJ,ADP,92
ADP,ADJ,PRON,45
ADJ,PRON,AUX,467
ADV,NUM,NUM,223
NOUN,PRON,CCONJ,20
CCONJ,PRON,NOUN,325
NOUN,AUX,NUM,120
ADP,NOUN,DET,261
NUM,CCONJ,ADJ,28
CCONJ,ADJ,ADP,82
VERB,ADP,AUX,130
ADP,AUX,PART,19
AUX,ADJ,AUX,49
ADJ,AUX,PART,22
VERB,PART,PART,56
PART,PART,VERB,117
NOUN,AUX,SCONJ,300
PRON,ADP,ADJ,117
ADP,ADJ,VERB,46
NOUN,VERB,NUM,142
CCONJ,NUM,NOUN,402
ADJ,ADP,VERB,145
ADP,NOUN,PROPN,100
AUX,PRON,AUX,575
PRON,NOUN,PART,288
VERB,CCONJ,ADJ,38
ADJ,INTJ,ADP,1
PART,ADV,VERB,484
ADV,VERB,ADV,267
AUX,PART,AUX,366
NOUN,SCONJ,ADV,66
SCONJ,ADV,DET,39
ADV,ADP,NOUN,608
NOUN,ADV,DET,136
ADJ,AUX,AUX,17
ADP,CCONJ,NUM,2
NOUN,ADV,NOUN,55
ADV,NOUN,ADJ,14
NOUN,ADJ,PRON,36
DET,NOUN,INTJ,106
NOUN,INTJ,PRON,53
INTJ,PRON,ADP,23
DET,ADJ,SCONJ,31
ADV,SCONJ,SCONJ,45
NOUN,ADV,PART,90
PART,AUX,DET,236
ADP,PRON,ADV,398
PROPN,VERB,ADP,192
ADP,PROPN,SCONJ,54
PROPN,SCONJ,PRON,112
AUX,ADP,NUM,65
ADP,PROPN,PRON,146
PROPN,PRON,AUX,303
NOUN,NUM,ADJ,25
NUM,ADJ,CCONJ,11
NOUN,PART,PRON,25
PART,PRON,NOUN,21
PRON,NOUN,PROPN,89
NOUN,PROPN,ADP,44
PROPN,ADP,PROPN,269
ADP,PROPN,NOUN,647
PROPN,NOUN,CCONJ,194
CCONJ,VERB,PART,117
VERB,DET,NUM,268
PRON,DET,VERB,12
ADV,NUM,PART,11
NUM,PART,NUM,164
PART,NUM,NOUN,82
PRON,ADV,ADV,493
NOUN,CCONJ,NUM,140
ADV,NUM,ADP,70
DET,NOUN,NUM,175
NOUN,NUM,NOUN,192
ADP,NOUN,NUM,271
VERB,ADJ,ADV,33
ADJ,ADV,PRON,42
PART,VERB,VERB,276
VERB,VERB,DET,243
ADP,VERB,NOUN,416
ADP,PROPN,CCONJ,273
PROPN,CCONJ,ADP,42
PROPN,PRON,ADV,25
VERB,PART,ADV,166
VERB,NOUN,CCONJ,661
NOUN,ADV,NUM,43
NOUN,SCONJ,ADP,115
ADV,ADP,ADJ,164
ADP,ADJ,AUX,17
ADJ,AUX,ADV,25
VERB,DET,DET,251
DET,DET,NUM,11
NOUN,PROPN,VERB,91
ADP,ADP,VERB,43
PRON,CCONJ,ADJ,23
AUX,NUM,ADV,6
NUM,ADV,ADJ,19
CCONJ,ADP,PRON,106
ADP,PRON,PROPN,69
PRON,PROPN,NOUN,86
CCONJ,NOUN,ADV,85
ADV,NUM,ADJ,40
NUM,ADJ,PART,4
PART,PRON,ADJ,15
AUX,NUM,NOUN,129
DET,DET,ADJ,134
CCONJ,DET,DET,44
ADV,CCONJ,ADP,52
CCONJ,PRON,ADV,406
NUM,NUM,AUX,78
PART,ADV,NOUN,14
NOUN,DET,PROPN,124
DET,PROPN,AUX,56
PROPN,AUX,ADP,37
NOUN,NOUN,PROPN,218
NOUN,PROPN,PRON,22
NOUN,SCONJ,SCONJ,204
ADV,ADJ,PART,161
PART,VERB,PROPN,106
VERB,PROPN,SCONJ,8
CCONJ,NOUN,CCONJ,203
INTJ,PROPN,AUX,4
PROPN,AUX,ADJ,45
CCONJ,AUX,ADP,13
PART,VERB,NUM,173
VERB,NUM,ADP,117
DET,NUM,ADV,9
ADP,ADV,NUM,99
NUM,NUM,PART,78
PART,NUM,ADJ,9
NUM,ADJ,PRON,10
ADP,ADJ,ADJ,156
PRON,NOUN,SCONJ,198
AUX,NOUN,PRON,79
ADP,AUX,AUX,13
CCONJ,AUX,ADV,45
ADJ,ADJ,VERB,21
ADJ,VERB,ADJ,23
NOUN,VERB,PART,447
INTJ,CCONJ,PRON,53
PRON,PRON,DET,40
PRON,DET,PROPN,25
ADP,AUX,VERB,71
AUX,ADV,NOUN,100
AUX,PART,ADP,104
PART,ADP,DET,115
AUX,ADV,DET,377
DET,VERB,ADJ,51
VERB,NUM,CCONJ,55
AUX,PRON,DET,211
ADJ,AUX,SCONJ,22
AUX,SCONJ,ADJ,22
NOUN,PART,ADV,155
PART,ADV,AUX,48
ADV,AUX,NOUN,50
AUX,NOUN,ADJ,26
NOUN,ADJ,ADP,306
ADV,VERB,INTJ,20
VERB,DET,PRON,39
DET,PRON,PRON,12
CCONJ,NOUN,VERB,199
VERB,ADJ,ADJ,132
AUX,AUX,ADV,308
PROPN,AUX,NOUN,11
AUX,NOUN,NOUN,126
AUX,ADP,ADJ,92
AUX,ADP,ADP,70
ADP,CCONJ,VERB,192
ADP,ADV,ADJ,102
ADJ,NUM,NOUN,198
ADP,ADV,CCONJ,48
PRON,AUX,INTJ,79
AUX,INTJ,NUM,11
INTJ,NUM,NOUN,25
NUM,NOUN,ADJ,93
NOUN,ADV,VERB,581
ADV,VERB,SCONJ,365
PRON,PRON,PART,17
NOUN,CCONJ,SCONJ,264
CCONJ,SCONJ,ADJ,30
SCONJ,ADJ,ADJ,21
AUX,INTJ,INTJ,11
INTJ,INTJ,ADP,12
INTJ,ADP,NUM,11
ADV,CCONJ,NUM,8
PART,NUM,NUM,94
NOUN,DET,NUM,43
VERB,ADP,PART,101
VERB,AUX,AUX,61
NOUN,ADJ,CCONJ,71
INTJ,SCONJ,PRON,90
VERB,SCONJ,ADP,153
VERB,NOUN,PART,314
AUX,INTJ,VERB,4
INTJ,VERB,DET,22
NUM,PART,VERB,64
INTJ,INTJ,AUX,8
INTJ,AUX,PRON,55
ADV,ADV,NOUN,80
ADV,NOUN,AUX,66
INTJ,SCONJ,ADJ,2
AUX,ADJ,ADV,129
ADJ,PROPN,VERB,33
PROPN,VERB,DET,238
CCONJ,NOUN,ADP,537
ADV,PROPN,NOUN,34
PRON,DET,DET,26
PRON,ADP,CCONJ,68
VERB,VERB,NOUN,210
NUM,AUX,NOUN,8
AUX,AUX,NUM,53
AUX,NUM,VERB,6
NUM,VERB,ADP,53
NOUN,ADP,AUX,87
VERB,INTJ,NUM,16
INTJ,NUM,CCONJ,4
CCONJ,NUM,ADV,37
CCONJ,NUM,PART,37
VERB,NOUN,ADJ,104
ADV,ADJ,NUM,18
ADJ,NUM,NUM,75
ADJ,ADV,PART,42
ADV,NOUN,NOUN,64
PROPN,PROPN,ADP,334
PROPN,ADP,NOUN,126
PRON,ADJ,NUM,13
NOUN,ADJ,PROPN,38
ADJ,PROPN,DET,4
PROPN,DET,NOUN,136
ADV,PRON,PART,7
ADV,PART,ADV,45
PRON,AUX,CCONJ,95
PRON,SCONJ,ADJ,23
AUX,ADJ,INTJ,10
ADJ,INTJ,SCONJ,1
ADP,ADP,AUX,15
ADP,AUX,ADP,13
SCONJ,SCONJ,SCONJ,23
SCONJ,SCONJ,DET,90
CCONJ,ADJ,NUM,6
NOUN,AUX,PROPN,70
AUX,PROPN,PROPN,89
NOUN,NUM,AUX,45
NUM,AUX,ADV,21
AUX,NOUN,VERB,59
AUX,NUM,ADP,137
PRON,ADJ,CCONJ,70
SCONJ,ADP,NOUN,80
PRON,CCONJ,AUX,45
CCONJ,AUX,VERB,138
ADJ,SCONJ,ADV,16
SCONJ,ADV,PRON,100
VERB,SCONJ,ADV,107
NOUN,CCONJ,PART,172
CCONJ,PART,DET,26
NOUN,ADP,INTJ,13
ADP,INTJ,PRON,16
PRON,NOUN,NUM,19
ADP,CCONJ,SCONJ,23
ADV,CCONJ,PART,23
CCONJ,PART,VERB,168
VERB,CCONJ,ADV,151
ADP,DET,DET,205
ADP,PART,NUM,46
PART,NUM,CCONJ,9
VERB,AUX,VERB,167
NOUN,SCONJ,ADJ,82
SCONJ,ADJ,CCONJ,14
ADJ,CCONJ,SCONJ,24
ADP,AUX,DET,47
ADJ,PART,NOUN,17
NOUN,NOUN,ADJ,206
PRON,ADJ,ADP,120
PROPN,NOUN,ADP,308
AUX,PART,SCONJ,36
PART,SCONJ,VERB,2
SCONJ,VERB,ADP,107
NOUN,PRON,DET,175
DET,VERB,DET,14
DET,ADJ,ADP,146
VERB,DET,VERB,200
PRON,CCONJ,NUM,8
CCONJ,PRON,ADJ,65
PROPN,AUX,NUM,12
PRON,ADV,AUX,515
ADV,AUX,PART,287
ADJ,ADV,SCONJ,42
ADJ,PROPN,AUX,24
DET,ADJ,VERB,116
ADJ,VERB,NOUN,153
